t0,V,family,job_id,phase_observation,status,accepted,iterations,spin_rms_final,pair_rms_final,rung_pair_mean,charge_std_final,global_relative,energy_final,energy_span_last10,density_error,spin_fractional_change_last10,pair_fractional_change_last10,spin_log_gain_last20,ep_mode,ep_signed,coupling,final_dmrg_sweep_delta,final_dmrg_discarded_weight,solver_node_hours,allocation_node_hours,failed_gates
1.2,0.2,stripe_weak_other,58394103,S,maximum_iterations,False,60,0.23326823296241112,1.5381329854901499e-10,1.2429318955822042e-10,0.051288825978226656,0.0006861006531177152,-0.33374404621730347,3.573856699468081e-08,4.253280727617437e-09,-0.00011314006715390512,-0.9174153369094638,0.9999857820631349,exact,-0.15307266912955697,0.06532844861767091,9.998302630265243e-08,2.458025265696003e-05,0.8973164702455203,,global_field; global_slow; inner_dmrg; charge_modulation_steps; charge_modulation_span; exchange_charge_steps; exchange_charge_span; exchange_spin_steps; exchange_spin_span; spin_steps; spin_span
1.2,0.2,pairing_weak_other,58394104,S,maximum_iterations,False,60,0.2332122637405864,1.7176538366959032e-10,-1.8896407483691677e-11,0.05124777086700838,0.0004686289926011205,-0.3337443790645869,5.096582167407604e-08,1.3742359472601606e-09,-7.148418579772109e-05,1.1187048996558415,0.9999906374558098,exact,-0.15307266912955697,0.06532844861767091,5.592653451458318e-08,2.454944742835266e-05,1.2092034423351288,,global_field; global_slow; charge_modulation_steps; charge_modulation_span; exchange_charge_steps; exchange_charge_span; exchange_spin_steps; exchange_spin_span; spin_steps; spin_span
1.2,0.2,intertwined_lambda16,58394106,S,maximum_iterations,False,60,0.23358133055051067,8.287803847483083e-10,1.1878335346450334e-12,0.051531976272339027,0.0010205801997391992,-0.3337438481209027,2.662144771292674e-07,4.228694505670205e-09,-0.0005047941840209402,-0.9852949011824902,0.9999363292174869,exact,-0.15307266912955697,0.06532844861767091,9.80189724941738e-08,2.464035712755137e-05,0.9205454895397027,,global_field; global_slow; energy; charge_modulation_steps; charge_modulation_span; exchange_charge_steps; exchange_charge_span; exchange_spin_steps; exchange_spin_span; spin_steps; spin_span
