label,cell,family,ladder,rung,physical_position,charge,spin_odd,rung_pair,leg_pair_right
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,40,40,0.8860963583598394,0.1506911194062392,-6.697799721819683e-10,3.564230718791337e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,41,41,0.8633387585169352,-0.07606804822750567,-7.053839772111385e-10,3.84265719961989e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,42,42,0.8557847367520572,-0.0059783432777407025,-7.770684241571277e-10,4.148776943261915e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,43,43,0.8658749859807242,0.08733730376101832,-7.482067669558363e-10,3.3862611041196473e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,44,44,0.8902985118688189,-0.16007314220368132,-7.03482940634064e-10,3.7309094719235425e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,45,45,0.9215060007374849,0.2187051223826812,-7.953800360584184e-10,4.330270879341337e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,46,46,0.951059531906337,-0.2613493826508889,-1.1248571419124028e-09,7.5787443167905e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,47,47,0.973161189275551,0.2891484925570066,-1.95557934689726e-09,1.130082006933816e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,48,48,0.9861184735249785,-0.30470516362501865,-3.05203446231756e-09,1.9051988729986142e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,49,49,0.990873156400016,0.310273946947367,-9.634629739945314e-09,9.600241660966858e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,50,50,0.9883928959173176,-0.3068641876528517,-1.2544808518210794e-08,-3.5376634888776295e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,51,51,0.978228710905132,0.2939521485291112,-6.213969277717879e-09,7.961744682190806e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,52,52,0.9593359284674268,-0.26967253792148316,-2.0758078858369998e-08,1.999159306544604e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,53,53,0.9325022497087285,0.2316571155103224,7.352620135252961e-08,-6.214811553572935e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,54,54,0.9021429267516913,-0.17845092307127458,4.744403054312045e-08,-8.885252660127148e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,55,55,0.8757024513282246,0.11079867468041822,1.5981165584580075e-07,2.4454208427084847e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,56,56,0.8610154654780249,-0.03431338764469091,6.280222007497589e-08,-2.9046013049024224e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,57,57,0.8622261011922635,-0.043352400549505926,5.883497303392848e-08,-3.365823185916096e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,58,58,0.8785667457412207,0.1134302688706929,7.170606416234453e-08,-3.621380294523334e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,59,59,0.9053087746101202,-0.16507237978994727,6.060232440560243e-08,-2.5876904262038447e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,60,60,0.9344418599230719,0.196342395197908,4.408248707968807e-08,-1.869586458726318e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,61,61,0.9594839789822622,-0.20880893533904238,3.117268101788483e-08,-1.265509713298014e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,62,62,0.9787044123785308,0.19915315540665235,1.8057445208911366e-08,-5.270670952308122e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,63,63,0.9905930871988867,-0.18221481051168273,9.935723221380374e-09,-4.964692745745291e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,64,64,0.9964813703287497,0.17968424293071314,4.890494305380273e-09,
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,1,0.5,0.9960329146878639,-0.18516844352779535,-4.2545488732885814e-11,3.803102536821471e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,2,1.5,0.9894846921064142,0.18677738582001896,-5.401346677948776e-11,1.8829380467510697e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,3,2.5,0.9763487952075662,-0.2023764352574312,-1.0729120712477331e-10,1.166335067540284e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,4,3.5,0.9554800642953498,0.20980455920993724,-1.0528198681777024e-10,-9.777691530732023e-12
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,5,4.5,0.9290041721403794,-0.19361662882953484,-1.5072711466293538e-10,4.2336031610872904e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,6,5.5,0.8992566267898808,0.15790610425707724,-2.383804078702431e-10,1.5736545496862893e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,7,6.5,0.8733748274493256,-0.10202874978675189,-3.140639888794802e-10,1.688680642570508e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,8,7.5,0.8595154032591886,0.02874141636408767,-2.8594108946484304e-10,1.034660218366226e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,9,8.5,0.8616956082428873,0.050277972584206465,-2.977103672979587e-10,2.9454999937718137e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,10,9.5,0.8795647746997218,-0.1261902904032031,-2.986166456845418e-10,3.3688210543271504e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,11,10.5,0.9079417073318032,0.19176732671828473,-2.6907208974734056e-10,2.1541942601395393e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,12,11.5,0.938498056770274,-0.24207577119856233,1.2467958996558178e-10,-3.7855927381660725e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,13,12.5,0.9640950658522774,0.2770417741337143,2.763367732725263e-10,5.943688683408372e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,14,13.5,0.9811197673987881,-0.2985238099380753,-3.982547404047763e-10,-1.806765921077978e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,15,14.5,0.9894049713304345,0.3089103264425663,-6.887894227213914e-10,2.30698250526858e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,16,15.5,0.9900246379024884,-0.30987430228044827,3.662762553316233e-10,1.2896320141279802e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,17,16.5,0.9830458929135478,0.3015518840192786,9.214553965829205e-11,-8.016435378737722e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,18,17.5,0.9673143535291173,-0.28253693298263616,5.4669615933507146e-11,-2.614965717671169e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,19,18.5,0.9424550940123301,0.25031540413039644,8.55018241122356e-11,-5.828669928327839e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,20,19.5,0.911446917495194,-0.20252743529409772,6.463523565124965e-11,-1.3566370263368681e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,21,20.5,0.8812776988673696,0.1388619041099714,6.741545744673925e-11,-4.853027700624628e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,22,21.5,0.8606041584182018,-0.06239811586374523,8.855001886010335e-11,-4.374923621830269e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,23,22.5,0.8559974914124175,-0.02034002159841257,6.562338866661961e-11,-2.4524776451855197e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,24,23.5,0.8689751577616565,0.1010723496489586,5.946307209072891e-11,3.587650753843568e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,25,24.5,0.8953284781496543,-0.17205433068533132,5.4377935827597525e-11,-1.9016824456034686e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,26,25.5,0.9270115881873708,0.2283302719212236,2.3214361136055747e-11,-1.7903991918902487e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,27,26.5,0.9557016031240787,-0.26853884224710706,2.8366302195219244e-11,-1.2666165172893052e-12
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,28,27.5,0.9761972187818213,0.29412813143684935,3.3586493478249614e-11,-2.1360700171640256e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,29,28.5,0.9873645855144826,-0.30772967731840783,3.23639006801682e-11,-1.0616873472716537e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,30,29.5,0.9902044486836326,0.31135458844657216,2.458065171207405e-11,-1.834468563400263e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,31,30.5,0.9852320937355319,-0.3055843249629441,4.995516565180938e-11,-2.8667755847510624e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,32,31.5,0.9715299876978503,0.28930176315714073,6.703302476479072e-11,-5.67852283706888e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,33,32.5,0.9483040007923468,-0.2600703469936174,1.2541135903439536e-10,-7.004795230824692e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,34,33.5,0.9176882374840429,0.2152404650380695,1.34851110173704e-10,-7.331895404164647e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,35,34.5,0.8861183458116231,-0.15396945429654407,1.765264035475554e-10,-1.0563284071169073e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,36,35.5,0.862490462830384,0.07871176494808123,2.085754693352846e-10,-1.1257308422783583e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,37,36.5,0.85431529358553,0.004433511599211265,2.292123681056984e-10,-1.2796060619717969e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,38,37.5,0.8643167619934977,-0.0871823122055153,2.290773122927782e-10,-1.3270205797409023e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,39,38.5,0.8891891752437218,0.16132355867432405,2.208881060665308e-10,-1.400382105189743e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,40,39.5,0.9210986485086246,-0.22108513163916138,2.3225362309052063e-10,-1.7547185452354178e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,41,40.5,0.9512008552913491,0.2643628454815121,2.674159815945811e-10,-2.2475564598993736e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,42,41.5,0.9734202340776252,-0.29221601663416646,3.8583317633683035e-10,-3.315047349061109e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,43,42.5,0.9859694689030676,0.30728329453561526,4.884685624330131e-10,-3.7936904818693705e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,44,43.5,0.9896550668324604,-0.31180758025995925,6.879080919071028e-10,-5.563007866756065e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,45,44.5,0.985089598517811,0.3065597392560653,1.0997469437300854e-09,-8.164924039670373e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,46,45.5,0.9714807924657075,-0.29050106894377214,1.737901388069303e-09,-1.2005934823736126e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,47,46.5,0.9480971682437258,0.2611630760667427,2.8773367588481232e-09,-2.01472446296517e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,48,47.5,0.9171640261091067,-0.2158814445939204,4.412835957797389e-09,-2.868639479685578e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,49,48.5,0.8853116134310348,0.15387995698872256,5.643000953946435e-09,-3.6993615312423433e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,50,49.5,0.8616568264333451,-0.07777697069376963,6.112445028193697e-09,-3.6386506621131864e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,51,50.5,0.8538145823437001,-0.006135611125829207,6.314901272230495e-09,-2.7343768033059386e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,52,51.5,0.864409084221218,0.08940898975925696,5.95920223891718e-09,-2.917135363244937e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,53,52.5,0.8898719702169859,-0.1636853538154642,4.7132468598303474e-09,-2.703366569309525e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,54,53.5,0.9220953567220836,0.2230087725680871,3.785763186035931e-09,-1.821203641813958e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,55,54.5,0.9521794768265883,-0.26513040469194454,2.645758631307772e-09,-1.3613464767706928e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,56,55.5,0.9743977383068771,0.2907788865506712,1.973460231653349e-09,-1.191839955764759e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,57,56.5,0.9878123316491725,-0.30233358541895283,1.4835472820167137e-09,-9.408879290523649e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,58,57.5,0.9946451877712158,0.30154160548345627,1.2456920475232381e-09,-8.975293050672429e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,59,58.5,0.9977653910130474,-0.2886534391027019,1.1700228545345803e-09,-8.247091779861264e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,60,59.5,0.9991518226942655,0.26446657966757703,1.1480936386140953e-09,-7.042784365721296e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,61,60.5,0.99978607866019,-0.2307913206831027,1.0114189896050757e-09,-6.483963948602056e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,62,61.5,1.0001348322539938,0.1876443875494065,8.031007178332272e-10,-4.0220315239680715e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,63,62.5,1.0003848614103021,-0.14961690990246823,6.086779205277685e-10,-3.940744351933312e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,64,63.5,1.000455815056628,0.1273600945329723,3.2478712660007107e-10,
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,1,1,1.0004965747952648,-0.1340915684474776,-1.9519564472995494e-10,1.6379289414578457e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,2,2,1.0003823914355965,0.1572179930819584,-3.6796255352501604e-10,1.5156605185578744e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,3,3,1.0000942262973451,-0.19592691709355015,-7.197148177841381e-10,4.456741653649595e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,4,4,0.9996678698615017,0.238820325577476,-6.47298821924907e-10,-1.0742715721401535e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,5,5,0.9988795525780516,-0.27107748525193465,-1.5603140791338647e-09,2.226949621130507e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,6,6,0.9971293790759239,0.2931131410566293,-1.2508730055210002e-09,-2.046136473629976e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,7,7,0.9931675361572379,-0.303504646828766,5.309685188343354e-10,1.9047900622279356e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,8,8,0.9846606346764475,0.30135969319882394,-2.6192980456269955e-10,-6.613774684642559e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,9,9,0.9686058469291291,-0.28606425089371823,1.0298163705669997e-09,-4.088565887876176e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,10,10,0.9433650225803303,0.255508874960492,4.614522573022744e-10,-2.10630131494988e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,11,11,0.9113096313111055,-0.20749619241691983,4.076356828586193e-10,-2.3055417457405103e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,12,12,0.8796948601543813,0.1421951513113161,3.5427997065243066e-10,-2.028099224087615e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,13,13,0.8579491426566788,-0.06322370373047399,4.148623814675607e-10,-2.557850914568495e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,14,14,0.8532677846445094,-0.02224721261527013,4.2245754753440016e-10,-1.9293318390839836e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,15,15,0.8672477865671917,0.1053773933724275,3.539330673580953e-10,-1.5911349033039694e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,16,16,0.8951628400772422,-0.17800440510608995,3.082413310431836e-10,-1.547486669136959e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,17,17,0.9281514354027867,0.23486005226381104,2.329508212806169e-10,-8.49765325836237e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,18,18,0.9573026225494643,-0.27454894531013435,2.2139141347129766e-10,-1.3011821156453543e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,19,19,0.9773671670115283,0.29873282728586975,4.8720482187659824e-11,1.334930944670095e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,20,20,0.9874548939423947,-0.3103077221417552,-7.94442972189976e-11,6.311097992069264e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,21,21,0.9885870618927397,0.3113543101295543,-3.098610195792777e-11,-5.296373094233462e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,22,22,0.9809987337973542,-0.30219810285695675,1.8759532256056592e-11,3.067674988495187e-13
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,23,23,0.9637702279732232,0.28132633357634185,1.4921136076873395e-11,-9.46489531702368e-12
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,24,24,0.9370553913348207,-0.24607971983842927,8.364292987887004e-12,5.627079046798581e-12
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,25,25,0.904799834505627,0.19434320706182784,3.59558465314234e-11,-2.9743503209407375e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,26,26,0.8749724930852593,-0.1265278654716389,4.228872132300266e-11,-2.264428084709838e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,27,27,0.8565882397202803,0.04669334664429167,4.814588351644098e-11,-2.343269825430672e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,28,28,0.8556482659963851,0.03781557356953806,5.0717201396692015e-11,-2.4261138300752886e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,29,29,0.872435576969282,-0.11837246325343516,4.814716726911393e-11,-2.1711124768435442e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,30,30,0.9014117466627032,0.1874104071806338,3.901977670980931e-11,-1.4042110254245235e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,31,31,0.9337306736379297,-0.24059230418133604,3.713873840264656e-11,-1.173993615349746e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,32,32,0.9612482563161958,0.2772534246844871,5.078918356650102e-11,-2.315889806523841e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,33,33,0.9796852113749528,-0.2994320224920046,1.0712865851726418e-10,-6.393762818972277e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,34,34,0.9887481840937564,0.3099200723037072,2.390224548215677e-10,-1.5786102312537126e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,35,35,0.9896394924762553,-0.3106117876408586,5.444640830404518e-10,-3.828094407173599e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,36,36,0.9825959489631582,0.30179324499888405,1.1052190428611541e-09,-7.22289815655196e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,37,37,0.9666077153134613,-0.28210708984293564,2.0100641155182624e-09,-1.3331246413437372e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,38,38,0.941482138956736,0.2490961331750804,3.5524308647559816e-09,-2.3412455597697928e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,39,39,0.9104260210049684,-0.2005474293314018,4.747874690131571e-09,-2.2698160462919453e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,40,40,0.8805610216084543,0.13631913720081246,5.447003409500466e-09,-3.4455804065422444e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,41,41,0.8604833034560915,-0.05964038142658734,8.211743233851263e-09,-5.45655858708457e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,42,42,0.856537929175823,-0.022882927750846396,6.087412658755846e-09,2.7606795430746614e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,43,43,0.8699775918207656,0.1029912756451587,3.489297763401655e-09,-4.308928279714998e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,44,44,0.896434040155678,-0.17308728791597527,1.0038700403632933e-08,-6.834376560888156e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,45,45,0.9278938300546878,0.2284299057792421,2.89740204712399e-09,3.0367217638329083e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,46,46,0.956236801708814,-0.26785134026653784,1.3254260690152643e-08,-8.973568989890417e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,47,47,0.9765043924575137,0.2929424538659396,-5.795450444091939e-09,2.8504039232528806e-08
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,48,48,0.9877382024610939,-0.30636704256328817,5.148604204387712e-08,-3.293823123921412e-08
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,49,49,0.9911101046550161,0.3101821373455063,1.664801144358662e-08,-5.474269268020289e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,50,50,0.9874018877784145,-0.3051350884840304,1.3361758700511146e-09,6.188008327509714e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,51,51,0.9759446627522304,0.2904803235934681,-3.937794089590469e-09,-1.2040471252326502e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,52,52,0.9558128476940679,-0.264238775922954,4.041034962360072e-10,1.89898622583106e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,53,53,0.9282716472410796,0.22411661050501092,2.1216871521452295e-10,-4.33646992733232e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,54,54,0.8982489468852034,-0.16895977356013764,-5.693496529687523e-09,5.934717341997511e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,55,55,0.8733132016399754,0.09998943606160987,-6.3563828451170945e-09,3.1071734379325028e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,56,56,0.860885530928542,-0.02326326247985816,-6.0802125620492435e-09,3.1427268238868405e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,57,57,0.8643777789089997,-0.05329001992228723,-6.610712698106005e-09,3.5922525466164047e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,58,58,0.882287321764545,0.1210088463713322,-5.876432997468485e-09,2.526382092476247e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,59,59,0.9094855570976599,-0.16970349527963696,-4.516196259501883e-09,2.0400553320412516e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,60,60,0.938121446564799,0.19797297633808153,-3.469678971635193e-09,1.5360904962409083e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,61,61,0.9621637218814078,-0.20796123158376012,-2.3667854224780145e-09,9.515896793481271e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,62,62,0.980285379610895,0.19684109082259618,-1.296351452388037e-09,3.8966249204439953e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,63,63,0.9913452090821768,-0.1790277948232573,-7.263511239698536e-10,3.8018289851597017e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,64,64,0.996788948457269,0.17586567740582587,-3.4724713535025673e-10,
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,1,0.5,0.996050930520455,-0.18496132564868648,-2.9958215359282076e-11,2.0371968084312205e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,2,1.5,0.9895284289496227,0.18660878085833893,-5.766815615109948e-11,5.486450097302516e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,3,2.5,0.9764394720937024,-0.20226297460856302,-1.1556858880244272e-10,6.167939991842415e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,4,3.5,0.9556304524118937,0.20977875242076505,-1.3901331709347005e-10,1.0822720432576197e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,5,4.5,0.9292038290490192,-0.19373062063473284,-2.450121331841121e-10,1.4639326463147288e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,6,5.5,0.8994726028639295,0.1581821611450901,-3.375628297680049e-10,1.955553840377937e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,7,6.5,0.8735526692055915,-0.10245401877268931,-4.031664348137345e-10,2.1053951379449692e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,8,7.5,0.859598934932325,0.029275176491091695,-4.269437691804768e-10,2.1572604787264436e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,9,8.5,0.8616561252663644,0.04970522900320648,-4.2831711034437036e-10,2.2672287390493176e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,10,9.5,0.8794148025472548,-0.12564774111395857,-3.946147636032527e-10,1.7845221400931624e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,11,10.5,0.9077296086053572,0.1913078864293502,-3.317986785732364e-10,1.4952990623586681e-10
