label,cell,family,ladder,rung,physical_position,charge,spin_odd,rung_pair,leg_pair_right
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,22,22,0.9830938166970327,-0.3043445634437352,3.312621760472493e-11,5.127325889927842e-13
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,23,23,0.9676461261906254,0.2857139587345719,-2.164668512957781e-12,-1.3968336701620322e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,24,24,0.9425485869185934,-0.2533170886545133,-1.3005700884107987e-11,4.848428568717442e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,25,25,0.9109079518176344,0.20477557230162385,1.873320482888066e-12,-6.248382567410387e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,26,26,0.8800468384227604,-0.1399033084305945,6.526901183848077e-11,-1.677480246130583e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,27,27,0.8590276493361944,0.06202617246313674,2.277563259410877e-11,-8.725771312138927e-12
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,28,28,0.8546414142880467,0.02204521286379245,1.9233306052574433e-11,2.8487930964340573e-12
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,29,29,0.868321801627572,-0.10378101556830993,-4.05518943591063e-12,8.882095783369822e-12
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,30,30,0.8955250598770517,0.17527600933566415,-1.5330736833209226e-11,1.208794899713419e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,31,31,0.9278102017178183,-0.23151105874655456,-1.6183981406220735e-11,1.6359538791413763e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,32,32,0.9566447128160688,0.2711944183793159,1.5744590047804796e-11,1.8020178047430908e-12
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,33,33,0.9769106517572195,-0.2959490035223491,-3.860492326679154e-11,5.494827591701581e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,34,34,0.9876939523529675,0.30857386281584476,2.2240765272471023e-11,-2.3166260307900217e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,35,35,0.990132170681483,-0.3111885315476297,-5.361373543100746e-11,5.905047613270487e-11
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,36,36,0.9847521697667023,0.3044087880704893,-1.5536923725626373e-10,1.0542490224618626e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,37,37,0.9706754717263697,-0.28716492740521576,-2.2041378119590713e-10,1.2646196327127034e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,38,38,0.9472916892858252,0.2571404191517085,-3.599446444532229e-10,2.5102478379422497e-10
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,39,39,0.9169514215192796,-0.21188269666611284,-5.492364720951457e-10,3.3909691641174626e-10
