label,cell,family,ladder,cell_sweep,energy_per_site,spin_rms,pair_rms,charge_std,density,global_relative,dmrg_last_sweep_delta
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,1,-0.5166388674856188,0.2328550914986207,0.00026543370413909103,0.04905030407934547,0.9374996766666103,0.7610364978091766,5.6721091823419556e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,2,-0.5168736589877996,0.22339433767964714,6.807602512876809e-05,0.047466811794006344,0.9375000084597267,0.7291059876481167,8.603535661677597e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,3,-0.5171730210339605,0.2323112534999471,1.3770236972975941e-05,0.050238167198904775,0.9374999983375361,0.7086138300288414,2.7696444249158958e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,4,-0.5173323392035583,0.22382531345214898,4.782695329914697e-06,0.0473671777565734,0.9374999981519768,0.6944671403439034,8.073254775808891e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,5,-0.5175603549913192,0.23176237691999713,8.610377730782287e-07,0.05054398425570661,0.9374999999937963,0.6757490389594601,7.798047363394289e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,6,-0.5176990940734931,0.22443725051877061,3.625681011739416e-07,0.04745404328566944,0.9374999967388205,0.6636433854226736,9.533869160804898e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,7,-0.5178953741408825,0.23145652382642645,5.7585865894486946e-08,0.05065408214662771,0.9375000000552651,0.6463099590169061,8.525887551513733e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,8,-0.5180216775276565,0.2248994486775103,3.1183748052748926e-08,0.04754132517750741,0.9374999994834697,0.635196441428456,2.5608812848076923e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,9,-0.5181970047938826,0.23123302035154064,4.2759844129537995e-09,0.05068783650318922,0.9374999936466499,0.6187778061188044,1.1015004020009656e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,10,-0.5183124566688215,0.22526041495847499,6.857317213531829e-09,0.047617721473179955,0.9375000000959551,0.608322981412327,1.2425687145878328e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,11,-0.5184716166208088,0.2310677166118513,3.251247651115387e-10,0.05069080434628015,0.9374999952444037,0.5926133692821138,3.840568751911633e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,12,-0.5185788436962959,0.22555645048543282,4.5816541151841916e-10,0.047686213609430324,0.9374999978611394,0.5826208752796099,6.164555088616908e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,13,-0.5187241519098854,0.23093914549002414,1.4137087217613551e-09,0.0506806359094852,0.9374999995612567,0.5674637807616422,1.579212494107196e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,14,-0.5188238764307916,0.22581276932063526,3.526049235467598e-09,0.04775458756424856,0.9374999993076454,0.5578683775707758,1.8881900132328155e-07
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,15,-0.5189570996338307,0.2308361153954898,3.3677582843435755e-10,0.05066049067229427,0.9374999986931829,0.5431975847552413,6.051766376913292e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,16,-0.5190493294046558,0.2260406107657166,3.885574760097295e-10,0.0478226284163617,0.9374999936636392,0.5339620084531721,3.916647983714938e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,17,-0.5191712744778116,0.2307518053439502,4.48459081931893e-11,0.05063427597295905,0.9375000000724739,0.5197700436799411,4.619437277142424e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,18,-0.5192572039472692,0.22623918533229362,1.512515562594178e-09,0.04788604586539945,0.9374999991025632,0.5108568848219606,1.8980699678650126e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,19,-0.5193684812134193,0.23067975493208234,1.2348550779362883e-10,0.050604723300023996,0.9375000000631678,0.49711257741412657,3.50045752384176e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,20,-0.5194482603406316,0.22642294202062077,2.2608967905446836e-10,0.04794982583830281,0.9374999997089359,0.48852118564256836,2.281001343362732e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,21,-0.5195497443240182,0.23061577875735179,5.0267009375943595e-09,0.05057208769553215,0.9374999997808645,0.47524369481996903,9.367050779474084e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,22,-0.5196234515350469,0.22659425983792883,2.235514695984167e-09,0.04801505728721592,0.9374999986125677,0.4669896232889605,9.994209904107265e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,23,-0.5197161324246952,0.23055679763075576,1.2773576031262244e-09,0.05053561233743651,0.9374999996951355,0.45413101536014805,1.0807866601680871e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,24,-0.5197841309271884,0.22675276738648006,3.846260966192347e-10,0.04807925933409575,0.9374999931239688,0.4462125281882369,4.106038886675378e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,25,-0.5198688221667567,0.23050659294824688,5.330035731643213e-10,0.05050116104402899,0.9374999992623823,0.433778059345185,3.650791313702939e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,26,-0.519931425055171,0.22689824959838614,1.8683648396352955e-08,0.04814175384655556,0.9374999978288391,0.4261266363864252,9.983222071241471e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,27,-0.5200088084953319,0.2304595590204843,7.033430084867154e-10,0.05046529919725325,0.937500000078137,0.4141271796158216,4.44903776042338e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,28,-0.5200665801295405,0.22703394151370437,5.561465755490461e-10,0.04820326127247013,0.9375000000475412,0.40671875377764855,4.0858651573216775e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,29,-0.5201367633701579,0.23041537830914902,2.5276618050540935e-09,0.05042888641783271,0.9374999982408478,0.3951780485388031,5.7949421261582756e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,30,-0.5201896697613226,0.22716242601475625,1.1992433682858313e-10,0.04826336025547169,0.9374999998147703,0.38808585019870073,3.79072275791259e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,31,-0.5202533344871764,0.2303732580969002,9.138636773370841e-10,0.0503931662353177,0.9374999987963764,0.3769697831971327,2.0877337192359846e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,32,-0.5203017732832065,0.22728383147041487,2.485436201697533e-10,0.04832219328176849,0.9374999997509701,0.3701987938908783,9.653825827626861e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,33,-0.5203596061257019,0.23033540804466562,6.195770693198887e-10,0.050359809499577066,0.9375000000852046,0.35947573400633787,6.978393685130868e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,34,-0.520404004160639,0.22739958797405174,7.645714727201727e-11,0.048382282241961054,0.9374999975270041,0.3530113112258392,4.71550265501719e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,35,-0.5204563725289504,0.23029778159673372,2.729237567333285e-09,0.05032525733579651,0.9375000001016098,0.3426736312375976,3.210897148164804e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,36,-0.5204970520150948,0.22750732388265182,4.432167575592693e-09,0.048437066589132036,0.9374999953930675,0.33650836835837555,3.6404856018634746e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,37,-0.5205442064329409,0.23026236815702403,8.227984569238589e-11,0.050292967673735395,0.9375000001125563,0.3266074084427727,5.995542551318067e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,38,-0.520581471631246,0.22760952844007398,1.4700531790016315e-09,0.048490289267152625,0.9374999997824947,0.3207058411133792,7.701345339228283e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,39,-0.5206244570993046,0.2302270691972781,4.97900982872226e-09,0.050260401320965695,0.9374999974779473,0.3112135344385722,2.783508534776047e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,40,-0.5206584059777117,0.22770822504200341,2.4346856711688956e-10,0.048544189976549953,0.9374999996956889,0.3055121650444844,4.5399019654723816e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,41,-0.5206972503630904,0.23019230769123986,2.562676994054984e-09,0.050229428418080965,0.9374999999559441,0.29643013156326514,4.237352868585731e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,42,-0.5207282351201334,0.22780062936350765,5.7182837487023345e-09,0.04859691056908726,0.9374999985542685,0.2910034392896581,8.940719453676138e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,43,-0.5207635365135249,0.23015992124537715,9.842569018881466e-10,0.05019947688415669,0.937499998774013,0.28224447827947946,6.784898687328678e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,44,-0.5207917501901826,0.22789259754962934,1.8079786373474874e-08,0.04864832535978268,0.9374999994015382,0.27704239438950023,8.557486808058457e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,45,-0.520823917212995,0.23013021613835338,5.8765601314298935e-09,0.05017054611625381,0.93750000002425,0.26865164777366857,7.417003189402749e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,46,-0.5208495846939833,0.22797645261296945,6.516762006960916e-10,0.0486953337417635,0.9374999995753316,0.2636462745791093,2.9705233828281052e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,47,-0.5208786949792805,0.23009895771705355,1.2226760942762099e-10,0.05014195037722173,0.9374999997501144,0.2555853633372774,7.309023430934758e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,48,-0.5209021106070642,0.22805330877728744,9.130888143499836e-10,0.048739809114000825,0.9374999984619095,0.2507967561321454,4.312357759772567e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,49,-0.5209283287874426,0.23007002558247405,2.0961902068606158e-09,0.05011653690599662,0.9375000000674959,0.24311357974170567,3.24548068419972e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,50,-0.5209494830064232,0.22812696295188437,3.1535144488593534e-10,0.048782459830823154,0.9374999968738627,0.23855648432152926,1.922359160744236e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,51,-0.5209730662529747,0.23004246398878447,3.638595957780233e-09,0.050091820613206585,0.9375000002077675,0.23126855020201986,5.221545507083647e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,52,-0.520992130862324,0.22819806904065942,1.9012826043718959e-10,0.04882490757602249,0.9374999983995547,0.22693007243667535,1.078035438695224e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,53,-0.5210134255191494,0.23001532445047945,1.4109126063708624e-09,0.050068495795658835,0.937499998963728,0.21999138066807405,9.767535402716021e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,54,-0.5210307396297968,0.22826527614261802,6.161241779263404e-09,0.048864736933773766,0.9374999983497152,0.2158756899992385,3.9796248074708274e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,55,-0.5210499877667025,0.22998951560514708,1.107742656193793e-10,0.050046002431784704,0.9375000001876947,0.2092370742960948,2.1121422832948156e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,56,-0.5210656326961827,0.22832482351998973,1.0915186222643309e-09,0.048900411135420874,0.9374999999033553,0.20533952504851657,6.212900416358025e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,57,-0.5210830405121594,0.22996640181144476,1.058073342769143e-10,0.05002573534341241,0.937500000072648,0.19898373131810315,3.4437164231349016e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,58,-0.5210973154219003,0.2283843843807556,2.254535424235034e-08,0.0489369594120063,0.9374999995215727,0.19527004757411606,4.402329523145454e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,59,-0.5211129152844391,0.2299422696272226,3.0532524188547387e-09,0.050005301953485716,0.9374999992721769,0.1892062215868227,2.6987368073605467e-07
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,A,60,-0.521125816791624,0.22844164659363797,1.2581285208925004e-08,0.048971557720563406,0.9374999988626787,0.18570040522436865,3.0889282243151683e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,1,-0.5166388674856188,0.23303789613505807,0.00031677858375923315,0.049123441234832074,0.9375063776897735,0.7684507961508196,9.750488061399665e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,2,-0.5168736589877996,0.22501535100176662,6.209755396008994e-05,0.047753907331706195,0.937500074719258,0.7285191192879792,1.8987225303135347e-07
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,3,-0.5171730210339605,0.23226876615043998,2.2540913127763304e-05,0.0505656635408842,0.9375000554729409,0.713798793965938,1.5947023257467663e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,4,-0.5173323392035583,0.22554588630206962,3.85232605224016e-06,0.047767422158893694,0.9374999994561594,0.6936742887658757,6.562498811035766e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,5,-0.5175603549913192,0.23168961872254773,1.7419793179894396e-06,0.05101476778973723,0.937499996089634,0.6806176684924374,3.6440781059354777e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,6,-0.5176990940734931,0.22612685780877867,2.6344604779348596e-07,0.047926918966431524,0.9374999991928096,0.6627126401172739,8.023920372579596e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,7,-0.5178953741408825,0.23139361657240065,1.304196666870694e-07,0.05120555440832527,0.9374999997018029,0.651045546840698,1.3929991382610751e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,8,-0.5180216775276565,0.2265231446266542,1.8688417774860558e-08,0.04805948103644824,0.937499999948037,0.6341640033739946,4.10346956414287e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,9,-0.5181970047938826,0.23119969589837702,1.0589943770617968e-08,0.05128892750424731,0.9375000000742199,0.6232789817940297,8.284933983304654e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,10,-0.5183124566688215,0.22680291339616096,1.3365128793253682e-09,0.04816143699865515,0.9374999977064504,0.6071883802666109,9.337458095615148e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,11,-0.5184716166208088,0.23106116550697917,1.1348154097297645e-09,0.05131838743918437,0.9374999984101856,0.5969129057694326,1.3301928447617684e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,12,-0.5185788436962959,0.22701711556788093,7.663715948495894e-10,0.04824644700884067,0.9374999954882316,0.581394726800672,1.166945367003791e-07
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,13,-0.5187241519098854,0.23096172395814943,2.5443109808062764e-10,0.0513170087834665,0.9374999993519443,0.5715676671209673,4.511173301580129e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,14,-0.5188238764307916,0.22718867486884622,2.2861201021214653e-10,0.04831624216193303,0.9375000001079703,0.5565503373754906,4.2428723645571154e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,15,-0.5189570996338307,0.23088464312117782,1.629753995495955e-09,0.05129361384196423,0.9375000000013924,0.5470945144766407,6.243112693482544e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,16,-0.5190493294046558,0.2273331651637428,8.332345286828137e-11,0.04837909457670846,0.9374999998231571,0.5325706674932812,3.096562295468175e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,17,-0.5191712744778116,0.23082571657200954,9.431620186758868e-09,0.05125755069240086,0.9374999983215281,0.5235092197605832,3.723503709807119e-07
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,18,-0.5192572039472692,0.2274629436018506,2.2444170146667082e-10,0.04843900525824399,0.9375000001204952,0.5094135406090446,1.6419789972133003e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,19,-0.5193684812134193,0.2307818538305728,9.810654212866843e-10,0.05121269795128641,0.9374999998801796,0.5006859683734812,2.8317970190983033e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,20,-0.5194482603406316,0.22757722588479723,3.874632274973227e-11,0.04849305581299937,0.9374999993997432,0.4870638544803958,3.555061311999452e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,21,-0.5195497443240182,0.23074502389482948,5.332294011308483e-09,0.05116268848151207,0.9374999997372712,0.47864395769776563,9.746162277224357e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,22,-0.5196234515350469,0.2276825617738973,1.4613637284172656e-08,0.0485450616005031,0.9374999983248031,0.4654719664604525,3.059921027670498e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,23,-0.5197161324246952,0.23071335520933997,1.0272108570229938e-09,0.05110648738876189,0.9374999991009119,0.45738627102937884,5.736234243158833e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,24,-0.5197841309271884,0.22777847505480964,5.439787548752058e-09,0.04859446616672423,0.9374999995036306,0.44462321315860936,6.911443506396608e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,25,-0.5198688221667567,0.23068401857848744,1.039536817292254e-09,0.05104882563713559,0.937499997975149,0.43684988890442794,3.280871396782459e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,26,-0.519931425055171,0.22786490541983986,4.5675436873951957e-10,0.04864058157379358,0.9374999999860057,0.42454211609651943,1.828937001846498e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,27,-0.5200088084953319,0.23065713096644636,2.5399420723197053e-09,0.05099013726247606,0.9375000000948699,0.41702301271251596,1.3223655059846351e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,28,-0.5200665801295405,0.2279471234038725,1.926903814096671e-08,0.04868534563984407,0.937499994626912,0.4051586124906642,6.424534149118699e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,29,-0.5201367633701579,0.2306301719461111,2.450759824783707e-10,0.050929409084127256,0.9374999996129847,0.39790658464915385,8.273440244010999e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,30,-0.5201896697613226,0.22802229361809934,9.003118534088382e-10,0.04872673626529318,0.9374999994618711,0.38648620683364715,9.622169727663277e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,31,-0.5202533344871764,0.23060084353767651,8.505949209893976e-11,0.05086873337306867,0.9374999999124097,0.37957273184925544,8.832176945361425e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,32,-0.5203017732832065,0.22809411500940688,5.381746391003577e-10,0.04876777189779196,0.9375000000214073,0.3685927408756778,5.158574367669644e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,33,-0.5203596061257019,0.23057126550565132,3.459583138603115e-10,0.05080936227123112,0.9374999970852341,0.36198998457807346,5.3049461712362245e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,34,-0.520404004160639,0.22816059104909625,2.56202225544502e-08,0.04880549437272997,0.9374999973668974,0.351383532499355,1.145082251241547e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,35,-0.5204563725289504,0.23054164427379384,1.5699612279801326e-09,0.050752447920263635,0.9374999999938783,0.3451057634175455,6.135695684861275e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,36,-0.5204970520150948,0.22822395426818737,4.311312778729247e-10,0.04884125590639059,0.9374999994339581,0.33489700185175514,2.2209519556781743e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,37,-0.5205442064329409,0.23051158724553467,2.8812242524220483e-09,0.050696880071531114,0.9374999987505783,0.32887875284748425,4.262977881808183e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,38,-0.520581471631246,0.22828311565140877,4.907158971088872e-11,0.048877152859700464,0.937499999856196,0.3191370749002021,1.546925432194257e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,39,-0.5206244570993046,0.230478341307829,3.1931334283043964e-10,0.050642218019104054,0.9375000000338093,0.3133372550389563,5.243617806627299e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,40,-0.5206584059777117,0.22833786288095353,1.4168863010510592e-09,0.048909206841943616,0.937499999585001,0.30399285712495755,8.814879493002081e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,41,-0.5206972503630904,0.23044413930557114,5.822393965170964e-10,0.050589205941069526,0.9374999987684951,0.298443906045974,1.2398970739013748e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,42,-0.5207282351201334,0.22839159934275197,6.2789150993575145e-09,0.04894154339438201,0.9374999965341665,0.2894781004635999,6.901933602421195e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,43,-0.5207635365135249,0.23041395536519066,1.35148907800117e-09,0.050541418695743925,0.9374999985072157,0.2841691159348841,8.96181973075727e-09
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,44,-0.5207917501901826,0.22844328234883918,2.7577841684826362e-08,0.048972967181727015,0.9374999985445666,0.2755577750875683,1.484517042626976e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,45,-0.520823917212995,0.2303810129350751,3.9148632883217285e-09,0.05049167085048992,0.9374999978499509,0.27046134743842165,9.779427045941702e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,46,-0.5208495846939833,0.228492214700175,6.991897546825101e-10,0.04900252570795023,0.9374999999611007,0.262222548453922,6.092301418902935e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,47,-0.5208786949792805,0.2303484720404324,6.948426184801587e-09,0.050445435988818885,0.9374999996530304,0.2573491615368371,2.7683768166752998e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,48,-0.5209021106070642,0.22853899324182378,7.713747423100851e-11,0.049031536216357766,0.9374999994780308,0.24943296417657126,4.440460088517284e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,49,-0.5209283287874426,0.23031440294187666,9.794739293432687e-10,0.05040191317187544,0.937499998701485,0.24477090981204536,5.47942477169272e-07
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,50,-0.5209494830064232,0.2285831413556634,3.1359484379204806e-10,0.049058808743555476,0.9374999991602102,0.2372468601337319,4.7484832066402305e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,51,-0.5209730662529747,0.230280937572472,8.96257129416516e-10,0.050360324654421855,0.9375000001204098,0.23280600157291442,6.241810979190632e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,52,-0.520992130862324,0.228621935152948,5.417059215044068e-10,0.04908332075169441,0.9374999992378867,0.2256741372222135,4.7382059165101964e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,53,-0.5210134255191494,0.23024847007015467,1.0715116412955918e-08,0.050320191696947285,0.9374999989328661,0.22144687299700944,5.2265079375501955e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,54,-0.5210307396297968,0.22866114277124183,1.951588861909472e-10,0.04910766224299693,0.9375000001152316,0.21464778774547236,8.053171995925368e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,55,-0.5210499877667025,0.23021370870646998,1.123378606839007e-09,0.05028139778480152,0.9374999998166309,0.2106460431809985,3.489748223728384e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,56,-0.5210656326961827,0.2286965977377531,2.151291797363835e-10,0.04912954480589315,0.9374999997988764,0.2041289223347078,8.361581649296568e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,57,-0.5210830405121594,0.23017916617792783,1.339041753018193e-10,0.05024461727895616,0.9375000001031274,0.20033613265001093,9.01557086763205e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,58,-0.5210973154219003,0.22872920349047526,2.5460447213583285e-10,0.049150565165988085,0.9374999997854185,0.1940986763396185,8.776720505920821e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,59,-0.5211129152844391,0.23014680970274043,2.646980496668242e-09,0.05020994247696083,0.9374999980162759,0.1904863026026381,1.900980350910686e-08
trellis__two_ladder__stripe_eps005_chi200_raw60,two_ladder,stripe,B,60,-0.521125816791624,0.22876142290966353,1.1824167636027907e-09,0.049170957134687866,0.9374999993664093,0.18453951972761692,3.868177600452327e-08
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,1,-0.5186675455969,0.025252434625616844,0.01825384480500538,0.005956072322036384,0.937496263776425,0.3842365257393126,4.882906523562269e-09
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,2,-0.5187174708201437,0.05819946584298827,0.016790691520139275,0.01060300685683691,0.9374999323292237,0.18592764161370193,8.769279702391941e-08
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,3,-0.5183838957019555,0.1291004754641283,0.012025459095349383,0.026981414183447426,0.9374918666431227,0.37256336449982136,6.755736876584706e-07
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,4,-0.5177910703120936,0.18515783565477217,0.0047522179596015315,0.039873167662695455,0.937501227725097,0.5578827976870886,9.889953389574657e-08
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,5,-0.5174297272531319,0.21649648730474363,0.0013644797608169995,0.04957695442909702,0.9374982418214471,0.6542228817789703,4.666333097702591e-08
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,6,-0.517254879359548,0.22057022932869622,0.0009446634489680676,0.04728267358012579,0.9374986012311702,0.681840752506632,5.7009515330719296e-08
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,7,-0.5174191817262028,0.22852383786560906,0.00010583286879654962,0.05130625423464892,0.9374995704367474,0.6827253606100798,2.9933346468169475e-08
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,A,8,-0.5174709675325473,0.224363585658314,0.00011245761018648352,0.04781839906276325,0.9374999461114227,0.6742315680378744,1.743120492392336e-08
