label,cell,family,ladder,cell_sweep,energy_per_site,spin_rms,pair_rms,charge_std,density,global_relative,dmrg_last_sweep_delta
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,22,-0.5188203066526192,1.7366427235904006e-05,0.017968774299757302,0.005652549008015478,0.9374955227887911,3.561949978373304e-05,1.7161471532745054e-07
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,23,-0.5188203321435777,1.2889374252048444e-05,0.01796881442170938,0.005652536031489617,0.9374948100065432,2.3263728025399047e-05,9.402384648637963e-08
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,24,-0.5188205898291656,9.866713885141909e-06,0.017971159633852,0.005627560536544402,0.9375045232091239,8.052870462457039e-05,1.8350760910834651e-09
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,25,-0.5188202965492124,7.520149910038737e-06,0.017969057175191795,0.005657659933664289,0.9374925968170633,9.49690706989079e-05,7.274754239006143e-07
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,26,-0.5188203401048966,7.067057778158194e-06,0.017969008893940916,0.005650473595412645,0.9374960486282451,3.231122894328315e-05,2.289164058311144e-08
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,27,-0.5188203274094052,7.506392050239802e-06,0.01796883372069598,0.0056529989110834615,0.9374948976454993,2.6000114163733847e-05,4.295176267987699e-07
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,28,-0.5188205386620395,7.3893679771056175e-06,0.01797021849995883,0.005634680295187513,0.937501671046717,5.9550896705203794e-05,8.882301472112886e-08
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,29,-0.5188203321339195,7.420613523902086e-06,0.017968938008806525,0.005656152755843463,0.937493185141918,6.800074629114906e-05,1.960080453500268e-08
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,30,-0.518820323220582,8.366257998532605e-06,0.01796892227619337,0.0056513956516920415,0.9374958942600752,2.560171710551697e-05,2.997222736667027e-08
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,31,-0.5188205374931166,8.744987919236736e-06,0.017970089430436098,0.00563600376156519,0.9375011253164133,5.287136953158301e-05,3.052588226637454e-08
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,32,-0.5188205883046634,8.41738282794031e-06,0.0179712932286977,0.005631030519474744,0.9375027026830319,2.7861827305904745e-05,6.385846518242033e-09
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,33,-0.5188205899534883,1.0345885918214636e-05,0.017970795129082912,0.005635301111819322,0.9375006221876059,2.3388340689463725e-05,7.211957608888042e-08
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,34,-0.5188205855198624,1.05513127626376e-05,0.017971512525147768,0.0056301444130373475,0.9375028444994853,2.726793694675131e-05,2.050546754617244e-08
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,35,-0.5188203144244358,9.106711640525343e-06,0.01796919125781984,0.005656515650245967,0.9374930423374344,8.621512863883851e-05,7.960483685565123e-07
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,36,-0.5188203285369833,9.71012826632115e-06,0.01796897753558763,0.005650860705371414,0.937495919169073,2.8713622236967603e-05,5.925593313804711e-07
trellis__one_ladder__stripe_eps005_chi200_raw60,one_ladder,stripe,A,37,-0.518820333771687,1.1101573830451901e-05,0.017968793050857274,0.0056531768003796725,0.9374948664099582,1.6054701243083446e-05,1.4074532828090014e-07
