lineage,L,rung,inserted,pair_d,charge_even,staggered_spin_odd
pairing,64,52,False,0.004146466565999653,-0.004685521025335523,8.975850681206075e-07
pairing,64,53,False,0.004143056505752031,-0.004867455218429488,7.558152535361903e-07
pairing,64,54,False,0.00419126953677957,-0.0050855167758107975,5.16803291522594e-07
pairing,64,55,False,0.004292653848838822,-0.005288415851103524,1.821554444060916e-07
pairing,64,56,False,0.004429811347452259,-0.005401855796265277,-2.461610848060545e-07
pairing,64,57,False,0.004560753752927823,-0.005337021565137276,-7.568960745797486e-07
pairing,64,58,False,0.004619193643179337,-0.005008077157348571,-1.3174539187125415e-06
pairing,64,59,False,0.004519277277489322,-0.004362040310127473,-1.8697695538002872e-06
pairing,64,60,False,0.0041593951022008396,-0.003426322388711659,-2.3311307712556425e-06
pairing,64,61,False,0.0034781039147291515,-0.002346963796589427,-2.606141876677231e-06
pairing,64,62,False,0.0025935705549394172,-0.0013519247094619293,-2.616897122330894e-06
pairing,64,63,False,0.0016316340280260236,-0.0006251198361646724,-2.353458528442452e-06
pairing,64,64,False,0.001131473066957696,-0.00018762817493287224,-1.5958608043151377e-06
pairing,96,1,False,0.0011314956419706786,-0.00018759541801320674,1.071379020589508e-07
pairing,96,2,False,0.0016316694965727288,-0.0006250516560869213,1.5695552826021104e-07
pairing,96,3,False,0.0025936462135968713,-0.0013518426810173287,1.7270164010950873e-07
pairing,96,4,False,0.003478227223087462,-0.002346903445499155,1.6966736857203062e-07
pairing,96,5,False,0.004159550309151344,-0.0034262801606496345,1.513691867060466e-07
pairing,96,6,False,0.004519450960908709,-0.004362004710136575,1.2453038306342416e-07
pairing,96,7,False,0.0046193691267476895,-0.005008039272348868,9.737571599619313e-08
pairing,96,8,False,0.0045609153316341884,-0.005336971232304706,7.589893371304571e-08
pairing,96,9,False,0.004429957224242406,-0.005401799145859023,6.895677367156107e-08
pairing,96,10,False,0.004292788590187634,-0.00528835770691283,7.20011187258212e-08
pairing,96,11,False,0.00419139187439096,-0.005085449998265117,7.583098443771606e-08
pairing,96,12,False,0.004143162048303197,-0.004867399340051556,8.472067621100379e-08
pairing,96,13,False,0.004146559259359715,-0.0046854911781776445,8.489209386646455e-08
pairing,96,14,False,0.004188376592461653,-0.004566079212871081,7.59471079595387e-08
pairing,96,15,False,0.004250582959855005,-0.004513601836850646,6.061657806862714e-08
pairing,96,16,False,0.004315929558550634,-0.004516714208681763,4.1331864542460545e-08
pairing,96,17,False,0.0043716557845500156,-0.0045557879943256725,2.078087951826353e-08
pairing,96,18,False,0.004410973556454721,-0.0046099433850542056,1.6398248557647488e-09
pairing,96,19,False,0.004432623959223869,-0.004662090087200268,-2.1742421219776015e-08
pairing,96,20,False,0.004439329644132689,-0.004701438078013047,-3.0379489601457116e-08
pairing,96,21,False,0.004435868075578589,-0.004723775065028172,-4.263955667369035e-08
pairing,96,22,False,0.004427353360756852,-0.00473013946533053,-3.985536701557081e-08
pairing,96,23,False,0.004418046461019076,-0.004724766253963935,-3.5168393562991576e-08
pairing,96,24,False,0.004410751511253014,-0.004713047949480605,-2.7093254643907258e-08
pairing,96,25,False,0.004406762938882573,-0.004699936330579494,-2.1076813665242902e-08
pairing,96,26,False,0.004406145145839142,-0.004688988135108679,-1.3537379121115675e-08
pairing,96,27,False,0.0044081716386289395,-0.0046820345794506375,-1.2805406999312138e-08
pairing,96,28,False,0.004411775167681115,-0.004679329882375828,-1.553186242705777e-08
pairing,96,29,False,0.004415879597122799,-0.0046799823808568695,-2.5095283185923647e-08
pairing,96,30,False,0.004419615681902534,-0.004682491343652473,-4.1126970384613645e-08
pairing,96,31,False,0.004422391083938947,-0.004685259651526649,-6.46844168590479e-08
pairing,96,32,False,0.004423854842839596,-0.00468699915155033,-9.31371419452074e-08
pairing,96,33,True,0.004423777635806685,-0.004686996651466047,-1.2604162627645986e-07
pairing,96,34,True,0.004421918001462554,-0.004685280134667591,-1.5905388593240137e-07
pairing,96,35,True,0.004418705244875304,-0.004683061585770186,-1.783691993206219e-07
pairing,96,36,True,0.00441533573116403,-0.004682160453751451,-1.8395982225504967e-07
pairing,96,37,True,0.004413368872016791,-0.004683220439941515,-1.6204472612271065e-07
pairing,96,38,True,0.004412975459425986,-0.0046849922937746875,-1.4591608044458096e-07
pairing,96,39,True,0.004413523590993106,-0.0046857993917389824,-1.2043644035102802e-07
pairing,96,40,True,0.004413890528829553,-0.004685667867008199,-1.245076977492935e-07
pairing,96,41,True,0.004413958913062094,-0.004685634408323064,-1.1452217064857745e-07
pairing,96,42,True,0.004413958913062094,-0.004685636081763954,-1.2432859503442965e-07
pairing,96,43,True,0.004413958913062094,-0.004685634408323064,-1.1452217064857745e-07
pairing,96,44,True,0.004413958913062094,-0.004685636081763954,-1.2432859503442965e-07
pairing,96,45,True,0.004413958913062094,-0.004685634408323064,-1.1452217064857745e-07
pairing,96,46,True,0.004413958913062094,-0.004685636081763954,-1.2432859503442965e-07
pairing,96,47,True,0.004413958913062094,-0.004685634408323064,-1.1452217064857745e-07
pairing,96,48,True,0.004413958913062094,-0.004685636081763954,-1.2432859503442965e-07
pairing,96,49,True,0.004413958913062094,-0.004685634408323064,-1.1452217064857745e-07
pairing,96,50,True,0.004413958913062094,-0.004685636081763954,-1.2432859503442965e-07
pairing,96,51,True,0.004413958913062094,-0.004685634408323064,-1.1452217064857745e-07
pairing,96,52,True,0.004413958913062094,-0.004685636081763954,-1.2432859503442965e-07
pairing,96,53,True,0.004413958913062094,-0.004685634408323064,-1.1452217064857745e-07
pairing,96,54,True,0.004413958913062094,-0.004685636081763954,-1.2432859503442965e-07
pairing,96,55,True,0.004413958913062094,-0.004685634408323064,-1.1452217064857745e-07
pairing,96,56,True,0.004413958913062094,-0.004685636081763954,-1.2432859503442965e-07
pairing,96,57,True,0.004413890433902551,-0.0046856661335114794,-1.143148858162666e-07
pairing,96,58,True,0.0044135231863519486,-0.004685799558044112,-1.1892541853641275e-07
pairing,96,59,True,0.0044129753315260666,-0.00468498641742906,-9.621254012243119e-08
pairing,96,60,True,0.004413370468641358,-0.0046832143278977495,-8.254765986146113e-08
pairing,96,61,True,0.004415338471697797,-0.004682152914727703,-5.943766551858021e-08
pairing,96,62,True,0.004418709928879754,-0.0046830574154665735,-5.6103764296214914e-08
pairing,96,63,True,0.004421924079427084,-0.004685277928039801,-6.711495413396461e-08
pairing,96,64,True,0.004423780355490199,-0.004686996127925602,-9.320633227553887e-08
pairing,96,65,False,0.004423852078786827,-0.004686999679975054,-1.2606723607698142e-07
pairing,96,66,False,0.004422384573829795,-0.004685261885490586,-1.60834229097611e-07
pairing,96,67,False,0.0044196101067385495,-0.0046824967967816515,-1.9238497304908606e-07
pairing,96,68,False,0.004415874938394535,-0.004679993576772673,-2.2113685415117712e-07
pairing,96,69,False,0.0044117716774163115,-0.004679348482183701,-2.3826996947977526e-07
pairing,96,70,False,0.004408173969940413,-0.004682059601580468,-2.4425505385059117e-07
pairing,96,71,False,0.004406154051422156,-0.004689017365230451,-2.3579326587216606e-07
pairing,96,72,False,0.004406776940948977,-0.00469996507758059,-2.050692692982803e-07
pairing,96,73,False,0.004410769506981062,-0.0047130699118526935,-1.5378140631652076e-07
pairing,96,74,False,0.0044180693019684365,-0.00472477568132652,-7.612656597526073e-08
pairing,96,75,False,0.004427376443749571,-0.0047301295601443446,2.570305913528366e-08
pairing,96,76,False,0.004435882306984259,-0.00472374038345558,1.5124550481904891e-07
