run_id,selection,geometry,V,t0,distance,count,mean,mean_abs,std
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,23,25,0.013199042315608202,0.013199042315608202,6.031041141476557e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,24,24,0.013195761882752939,0.013195761882752939,6.111551814431086e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,25,23,0.01319274685292711,0.01319274685292711,6.190957253933795e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,26,22,0.013189955649632356,0.013189955649632356,6.251869716334873e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,27,21,0.013187169119144568,0.013187169119144568,6.308773860073488e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,28,20,0.013184352877367139,0.013184352877367139,6.352613322269438e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,29,19,0.013181345868392813,0.013181345868392813,6.392063774009246e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,30,18,0.013178148443267701,0.013178148443267701,6.422765696788703e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,31,17,0.013174599233988298,0.013174599233988298,6.45027331138111e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,32,16,0.0131705197977833,0.0131705197977833,6.460018545557387e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,33,15,0.013166025703179842,0.013166025703179842,6.397633609653114e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,34,14,0.013161037542140694,0.013161037542140694,6.221926626745891e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,35,13,0.013155169939112192,0.013155169939112192,5.9020375299800806e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,36,12,0.01314846576872727,0.01314846576872727,5.365167806931673e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,37,11,0.013140209921545258,0.013140209921545258,4.592122531242564e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,38,10,0.013130000517970947,0.013130000517970947,3.54002864612047e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,39,9,0.013117102622242569,0.013117102622242569,2.2531843410472174e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,40,8,0.01310041114375704,0.01310041114375704,1.0254873444115336e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,41,7,0.013078714176298507,0.013078714176298507,1.2130962261199076e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,42,6,0.013051655610820508,0.013051655610820508,2.2958220155657027e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,43,5,0.013019951759459922,0.013019951759459922,3.0188513821029432e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,44,4,0.012985917143903144,0.012985917143903144,2.82174682151689e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,45,3,0.012956641797269372,0.012956641797269372,1.5245265982432835e-05
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,46,2,0.012944794161879216,0.012944794161879216,9.856558041212993e-07
no_explicit_geometry__V_-0.4__t0_1.2,no_explicit_geometry,cubic_frustrated,-0.4,1.2,47,1,0.012954483666674997,0.012954483666674997,0.0
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,1,47,0.06232306837077425,0.06232306837077425,1.7729406571246948e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,2,46,0.02861423834248245,0.02861423834248245,3.8872536274092804e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,3,45,0.023329820847707867,0.023329820847707867,3.402894903296789e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,4,44,0.02193279372870149,0.02193279372870149,3.154229726539202e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,5,43,0.020959032846616824,0.020959032846616824,2.9078604349656187e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,6,42,0.020049730006306304,0.020049730006306304,2.6927349280258726e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,7,41,0.019356505072252266,0.019356505072252266,2.5428866109506862e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,8,40,0.01887083141849267,0.01887083141849267,2.46075000603079e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,9,39,0.01854610710058206,0.01854610710058206,2.4026974146897534e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,10,38,0.01833732961661765,0.01833732961661765,2.4126330029283503e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,11,37,0.01820584971083522,0.01820584971083522,2.4230891535426755e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,12,36,0.018123445276064912,0.018123445276064912,2.4810177360499074e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,13,35,0.018071725518301586,0.018071725518301586,2.5455120199399363e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,14,34,0.018038992794445895,0.018038992794445895,2.602306323637342e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,15,33,0.018018078095482875,0.018018078095482875,2.6271414623623707e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,16,32,0.01800445652863176,0.01800445652863176,2.6624497507706538e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,17,31,0.017995497183996793,0.017995497183996793,2.6854495998462585e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,18,30,0.017989499523269625,0.017989499523269625,2.71320536238019e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,19,29,0.017985353231697667,0.017985353231697667,2.763585516466467e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,20,28,0.01798253862900086,0.01798253862900086,2.7795404102318554e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,21,27,0.017980539112042157,0.017980539112042157,2.7787905031956394e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,22,26,0.01797899146288001,0.01797899146288001,2.7915388107164746e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,23,25,0.01797759497127483,0.01797759497127483,2.860710487203166e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,24,24,0.017976519536061945,0.017976519536061945,2.89679477707893e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,25,23,0.017975545189966212,0.017975545189966212,2.9435388086045513e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,26,22,0.017974455091085136,0.017974455091085136,3.0495772443305173e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,27,21,0.01797354943439205,0.01797354943439205,3.115462609443713e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,28,20,0.01797269755624633,0.01797269755624633,3.161051970136748e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,29,19,0.0179717845490105,0.0179717845490105,3.2067952771689496e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,30,18,0.017970656955089995,0.017970656955089995,3.290096104940261e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,31,17,0.017969536860735325,0.017969536860735325,3.34770010011506e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,32,16,0.01796831044346177,0.01796831044346177,3.3861735126486384e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,33,15,0.017966870658005472,0.017966870658005472,3.402709954590953e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,34,14,0.017965298039633214,0.017965298039633214,3.355775544791244e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,35,13,0.017963208416811365,0.017963208416811365,3.328622035611211e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,36,12,0.01796057413432947,0.01796057413432947,3.3082108782193065e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,37,11,0.017957281402576106,0.017957281402576106,3.290286596462392e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,38,10,0.017953553641352468,0.017953553641352468,3.1755376306701704e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,39,9,0.017948702194708403,0.017948702194708403,3.050649528982333e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,40,8,0.01794296677000706,0.01794296677000706,2.772660683991475e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,41,7,0.017935353445030378,0.017935353445030378,2.4128499633153115e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,42,6,0.01792539464917856,0.01792539464917856,1.8965230087535493e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,43,5,0.01791189553468381,0.01791189553468381,1.2884676599961822e-05
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,44,4,0.017893634172144825,0.017893634172144825,6.893705085573228e-06
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,45,3,0.017868889054733803,0.017868889054733803,3.7967369493621795e-06
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,46,2,0.017840169536419634,0.017840169536419634,1.8616060849310778e-06
no_explicit_geometry__V_-0.4__t0_1.4,no_explicit_geometry,cubic_frustrated,-0.4,1.4,47,1,0.017812159098788617,0.017812159098788617,0.0
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,1,47,0.05537700468130516,0.05537700468130516,3.080069329826847e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,2,46,0.027582660000180746,0.027582660000180746,1.3808154784386828e-05
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,3,45,0.023821031812938414,0.023821031812938414,1.1287613304623017e-05
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,4,44,0.022258957947245035,0.022258957947245035,8.531511571108547e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,5,43,0.021411444053921255,0.021411444053921255,6.066217325513008e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,6,42,0.020945756873899046,0.020945756873899046,4.218397085964664e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,7,41,0.02070871377414359,0.02070871377414359,2.98575333883946e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,8,40,0.020596645768295795,0.020596645768295795,2.540477487234315e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,9,39,0.02054482890463063,0.02054482890463063,2.856533432995519e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,10,38,0.020520568869324664,0.020520568869324664,3.832749163544418e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,11,37,0.020508917903152107,0.020508917903152107,4.768991161006255e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,12,36,0.020503168464022798,0.020503168464022798,5.5667347116970215e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,13,35,0.020500261557736515,0.020500261557736515,6.22807589591775e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,14,34,0.020498817679620952,0.020498817679620952,6.758028231154557e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,15,33,0.020498078829403566,0.020498078829403566,7.186196878093811e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,16,32,0.02049749521308552,0.02049749521308552,7.081948604942824e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,17,31,0.020496987009541123,0.020496987009541123,6.4388121257401915e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,18,30,0.020496715031088013,0.020496715031088013,5.917848466853797e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,19,29,0.020496533306314353,0.020496533306314353,5.2267332780529795e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,20,28,0.020496417451204774,0.020496417451204774,4.267538095896794e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,21,27,0.020496501172085783,0.020496501172085783,3.461556277589831e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,22,26,0.020496688693541116,0.020496688693541116,2.8524504640692057e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,23,25,0.020496994331579067,0.020496994331579067,3.1204794748404484e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,24,24,0.02049723264260797,0.02049723264260797,3.5652875096788295e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,25,23,0.020497492465288873,0.020497492465288873,4.22040332543065e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,26,22,0.020497879266821242,0.020497879266821242,5.188572562892239e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,27,21,0.020498184052739548,0.020498184052739548,5.983461896417832e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,28,20,0.020498400820879278,0.020498400820879278,6.8306877416822156e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,29,19,0.02049836202570925,0.02049836202570925,7.5215678075366546e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,30,18,0.020498234417562343,0.020498234417562343,8.050260707572558e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,31,17,0.020497990350594332,0.020497990350594332,8.282538373477472e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,32,16,0.020497397524115266,0.020497397524115266,7.589771688142468e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,33,15,0.02049691243806654,0.02049691243806654,6.506976973891981e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,34,14,0.02049683831556482,0.02049683831556482,6.03330325401472e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,35,13,0.02049683842463681,0.02049683842463681,5.477715021854111e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,36,12,0.02049687356351451,0.02049687356351451,4.518149910383828e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,37,11,0.020497259681237247,0.020497259681237247,3.4840852816302528e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,38,10,0.02049808662139287,0.02049808662139287,2.603171612644659e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,39,9,0.020499277259893152,0.020499277259893152,2.099820642874915e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,40,8,0.020500830657697956,0.020500830657697956,1.8490999596141012e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,41,7,0.020502809384784947,0.020502809384784947,2.363994894232728e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,42,6,0.02050445183154861,0.02050445183154861,2.705324813127764e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,43,5,0.02050590303866344,0.02050590303866344,1.5784526631968097e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,44,4,0.020508241500661877,0.020508241500661877,1.3486920476973622e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,45,3,0.020510749325828036,0.020510749325828036,1.4235376091545352e-06
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,46,2,0.02051331749723187,0.02051331749723187,2.4040839176169004e-07
no_explicit_geometry__V_-0.4__t0_1.6,no_explicit_geometry,cubic_frustrated,-0.4,1.6,47,1,0.0205178996769709,0.0205178996769709,0.0
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,1,47,0.049715959430659235,0.049715959430659235,0.020499960632133978
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,2,46,0.009537491729993663,0.009537491729993663,0.010751710560415555
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,3,45,0.0018740818678315513,0.0018740818678315513,0.0024276830941565037
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,4,44,0.0010987996253044301,0.0010987996253044301,0.0012550704281740436
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,5,43,0.0003544421792094808,0.0003544421792094808,0.00042440755208736884
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,6,42,7.999461927626388e-05,7.999461927626388e-05,9.193100142834259e-05
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,7,41,2.651344871374912e-05,2.6517512204266025e-05,3.324221819357951e-05
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,8,40,5.02786565517272e-06,5.02786565517272e-06,6.71106715607923e-06
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,9,39,1.0800565380083722e-06,1.0801547073334336e-06,1.5576296507666852e-06
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,10,38,1.9494232973792574e-07,1.9494339690160202e-07,2.815796905196471e-07
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,11,37,3.1783532049174853e-08,3.1784467613292156e-08,3.717696708640381e-08
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,12,36,6.246670145699028e-09,6.2473740826438124e-09,6.691028253364907e-09
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,13,35,2.2569193665953937e-09,2.2598601040469225e-09,3.563426037543752e-09
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,14,34,9.421392141800106e-10,9.462854356488058e-10,1.7250511645634048e-09
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,15,33,3.2469681604519715e-10,3.3456376163766705e-10,6.083428120027294e-10
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,16,32,1.1209093954227782e-10,1.2619496057266637e-10,2.2231602924784083e-10
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,17,31,2.7288102100081878e-11,4.358322746106025e-11,7.16646094488789e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,18,30,7.934999859390742e-12,2.3430101448817683e-11,3.4583811082915035e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,19,29,9.119386830031401e-13,1.9206756783803987e-11,2.5240128369280798e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,20,28,-4.2118035792641443e-13,1.8536941476981735e-11,2.6627412723650243e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,21,27,2.9192157734951296e-12,2.0330195270207393e-11,3.1006606910479927e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,22,26,4.2067364599673695e-12,1.906975307610652e-11,3.212767356678593e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,23,25,-3.224767480527372e-13,1.8593713634694277e-11,2.648090261790452e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,24,24,-6.587362026937214e-12,1.9042917550585016e-11,2.5988754344309054e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,25,23,-8.950489486493278e-12,1.9934455799701717e-11,2.7385667117803985e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,26,22,-9.361002861225214e-12,2.285050273287854e-11,3.030184006430605e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,27,21,-1.372148837711876e-11,2.5651734831272564e-11,4.0135585852659256e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,28,20,-1.5856511258529322e-11,3.3305136553429095e-11,5.252224666525883e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,29,19,-9.649658682467473e-12,3.691077349470402e-11,5.88660548695343e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,30,18,-9.254558793990121e-12,3.600542536379074e-11,5.6190631032561135e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,31,17,-1.068598232854914e-11,3.074106880925178e-11,3.96178872639793e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,32,16,-6.425759263693387e-12,2.248248869336381e-11,2.7761704056096993e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,33,15,1.4397833032530219e-12,2.2567230097948773e-11,2.9480940722899476e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,34,14,1.0294681775405635e-11,2.212438918631899e-11,2.924132903961413e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,35,13,9.270556601738354e-12,1.8522929739791804e-11,2.1178825413188647e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,36,12,9.992002518065218e-12,2.4502666381717102e-11,3.306681674989905e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,37,11,9.344546892182611e-12,2.6575325575912633e-11,3.5777377470015304e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,38,10,1.7427286251419727e-11,3.2637737176256603e-11,3.807528847447947e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,39,9,4.245542329251109e-11,4.519566134076106e-11,5.705835928764865e-11
cubic_unfrustrated__V_-0.2__t0_1.0,cubic_unfrustrated,cubic_unfrustrated,-0.2,1.0,40,8,6.047956692787449e-11,6.741570728546623e-11,7.672632347629921e-11
