run_id,selection,geometry,V,t0,iteration,alpha_step_rel_l2,beta_step_rel_l2,cdw_value,cdw_abs_kx_over_pi,cdw_ky_over_pi,sdw_value,sdw_abs_kx_over_pi,sdw_ky_over_pi,swave_value,swave_abs_kx_over_pi,swave_ky_over_pi,extended_swave_value,extended_swave_abs_kx_over_pi,extended_swave_ky_over_pi,dwave_value,dwave_abs_kx_over_pi,dwave_ky_over_pi
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,11,0.3580245452927067,0.18361080449796818,0.0046042186452345864,0.1111111111111111,0.0,0.016947576315817708,0.9629629629629629,1.0,7.296384662032523e-06,0.14814814814814814,0.0,0.0017912954440894853,0.0,,0.015544597528282212,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,12,0.5123586675840994,0.2743568403743995,0.008163390099417354,0.1111111111111111,0.0,0.02612030484568209,0.9259259259259259,1.0,1.1535910401203123e-05,0.0,0.0,0.0011501308381290138,0.0,,0.010284823991403425,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,13,0.6082071942907088,0.33387076238434304,0.010075930923019661,0.1111111111111111,0.0,0.0319662661239583,0.9259259259259259,1.0,1.116511494621419e-05,0.037037037037037035,0.0,0.0005917153550028437,0.0,,0.005802186862553374,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,14,0.6372223629081691,0.3609319390993167,0.010824299804773315,0.1111111111111111,0.0,0.03406215007198785,0.9259259259259259,1.0,7.676047331089102e-06,0.1111111111111111,0.0,0.0003775728002215389,0.0,,0.003447607565150007,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,15,0.6798681213377044,0.36999889785054446,0.010998936293241453,0.1111111111111111,0.0,0.034760544819649054,0.9259259259259259,1.0,1.2784469760682903e-05,0.0,0.0,0.0003316859379533811,0.0,,0.002859234056118927,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,16,0.6650892079057581,0.372548977294338,0.011155173132746861,0.1111111111111111,0.0,0.03504163428958771,0.9259259259259259,1.0,6.357153359677463e-06,0.0,0.0,0.00022852854658702627,0.0,,0.0019387104044438501,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,17,0.8224890741920196,0.37328996426763233,0.01109352470838541,0.1111111111111111,0.0,0.03524882936568163,0.9259259259259259,1.0,1.485631944848293e-05,0.0,0.0,0.0002748292946559471,0.0,,0.0021965809639125297,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,18,0.7700211021021844,0.3733650061828103,0.011101230408616906,0.1111111111111111,0.0,0.03541374683323649,0.9259259259259259,1.0,1.5253319141368803e-05,0.0,0.0,0.00031033666042931484,0.0,,0.002345437367836519,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,19,0.6739498468261341,0.37342096266674435,0.011163776954070531,0.1111111111111111,0.0,0.03554088500204705,0.9259259259259259,1.0,8.028770697522926e-06,0.0,0.0,0.0002051750870813999,0.0,,0.0017568065798967648,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,20,0.6587252064800905,0.3735073457033402,0.011182625018398003,0.1111111111111111,0.0,0.035676173765782505,0.9259259259259259,1.0,5.16833492432534e-06,0.0,0.0,0.00015502633379751556,0.0,,0.0012736468726823756,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,21,1.022357134383566,0.3734777495035087,0.011098610639849956,0.1111111111111111,0.0,0.03582710449891005,0.9259259259259259,1.0,1.3583566766459443e-05,0.0,0.0,0.00023277143368673035,0.0,,0.0017811156338024764,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,22,0.8178479623999704,0.3733779155223366,0.011074539170284349,0.1111111111111111,0.0,0.0359747712035045,0.9259259259259259,1.0,1.4280162915069783e-05,0.0,0.0,0.00027885250033710097,0.0,,0.0020715721333833008,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,23,0.7171844617887951,0.37335939317809397,0.011086344938889625,0.1111111111111111,0.0,0.036100581260282844,0.9259259259259259,1.0,1.1703867062082697e-05,0.0,0.0,0.00024260233246352678,0.0,,0.0019552958005728143,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,24,0.6695858590068312,0.3733895988383788,0.011119511059823646,0.1111111111111111,0.0,0.03621318894271108,0.9259259259259259,1.0,5.324657541151268e-06,0.0,0.0,0.00016689713818169953,0.0,,0.001373481842365911,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,25,0.6551838862200248,0.37343436370789207,0.011118409636783576,0.1111111111111111,0.0,0.036322070570521295,0.9259259259259259,1.0,3.4494959029742966e-06,0.0,0.0,0.0001063980154479473,0.0,,0.0009370146677709484,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,26,0.8151856083692366,0.3734229409056078,0.011079908625458278,0.1111111111111111,0.0,0.03644418711129436,0.9259259259259259,1.0,7.062785127979865e-06,0.0,0.0,0.00014294179027720693,0.0,,0.001073827296444839,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,27,0.6811937496998909,0.3733970789535044,0.011078895103067478,0.1111111111111111,0.0,0.036559537204121244,0.9259259259259259,1.0,4.1325094845858714e-06,0.0,0.0,0.00010258511764908813,0.0,,0.0008553713736758563,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,28,0.6626630920919997,0.37339555373539135,0.011067718884761529,0.1111111111111111,0.0,0.036670177812162565,0.9259259259259259,1.0,2.786687499079468e-06,0.0,0.0,8.011469204433636e-05,0.0,,0.0006480434775166011,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,29,0.65905249533076,0.3733843072061233,0.011049616342493731,0.1111111111111111,0.0,0.036788185281442676,0.9259259259259259,1.0,1.6195460567864492e-06,0.0,0.0,5.1579037861031634e-05,0.0,,0.0004485867576753907,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,30,1.7943199856685825,0.373353054391724,0.010990050557079183,0.1111111111111111,0.0,0.03690210789272162,0.9259259259259259,1.0,8.469888028468849e-06,0.0,0.0,0.00013732912127614052,0.0,,0.0009689281628721535,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,31,0.692726961124729,0.3733204748443822,0.01100063980716645,0.1111111111111111,0.0,0.03700666909601692,0.9259259259259259,1.0,2.9300759517665595e-06,0.0,0.0,8.201511269613535e-05,0.0,,0.0006970288126579351,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,32,0.7303393998473737,0.37333131192864877,0.010971331386166827,0.1111111111111111,0.0,0.03711962547033744,0.9259259259259259,1.0,4.1445712396928675e-06,0.0,0.0,9.136918426783355e-05,0.0,,0.0007061607685256643,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,33,0.697186054806663,0.37331133709484227,0.010956023105583398,0.1111111111111111,0.0,0.03722145118091097,0.9259259259259259,1.0,3.3955148962092004e-06,0.0,0.0,7.711591475127985e-05,0.0,,0.000629157590551635,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,34,1.4780814965678242,0.3732839183150636,0.010879571910603174,0.1111111111111111,0.0,0.03733325768596197,0.9259259259259259,1.0,1.0134317302151764e-05,0.0,0.0,0.0001676746046298931,0.0,,0.0011982157962187707,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,35,0.956749517323979,0.3732187394028551,0.010816988342157356,0.1111111111111111,0.0,0.037445832479142196,0.9259259259259259,1.0,1.2643441752109135e-05,0.0,0.0,0.00021819938881610768,0.0,,0.0016556305951416234,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,36,0.683610695737824,0.3732042715534898,0.01086601861618175,0.1111111111111111,0.0,0.0375292164618811,0.9259259259259259,1.0,4.269742490478071e-06,0.0,0.0,0.00013632290618616064,0.0,,0.001140639547126377,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,37,1.0731817610079506,0.373226514139408,0.010767517521466157,0.1111111111111111,0.0,0.037631000292369,0.9259259259259259,1.0,1.2785137176726411e-05,0.0,0.0,0.00021901450271418664,0.0,,0.0016647509549374162,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,38,0.7088819633486428,0.37317176765197096,0.01079118725202702,0.1111111111111111,0.0,0.03771216068358921,0.9259259259259259,1.0,8.473739400675705e-06,0.0,0.0,0.0001944179990886297,0.0,,0.0015163991515647905,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,39,0.6685771492797706,0.3732106180872435,0.010801041997242083,0.1111111111111111,0.0,0.03778804168202564,0.9259259259259259,1.0,3.752060529687455e-06,0.0,0.0,0.00011731926959491256,0.0,,0.0010296038665670287,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,40,0.7033100399400738,0.37321847542422404,0.010770877692888287,0.1111111111111111,0.0,0.03786682152732146,0.9259259259259259,1.0,5.4078359326405225e-06,0.0,0.0,0.00012454580229584973,0.0,,0.0009765065479765576,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,41,0.7632408064847772,0.3731901193388224,0.010742251316539315,0.1111111111111111,0.0,0.037952053327718865,0.9259259259259259,1.0,6.4463962848936675e-06,0.0,0.0,0.00012903987118253825,0.0,,0.0010251468356565112,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,42,0.6749317539670542,0.3731799908233794,0.010738855788225183,0.1111111111111111,0.0,0.03802743716630327,0.9259259259259259,1.0,2.6096257224236663e-06,0.0,0.0,8.462939050475152e-05,0.0,,0.0007077048401758937,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,43,0.6535657985740716,0.37318990476653924,0.01071999345491054,0.1111111111111111,0.0,0.038105033108732145,0.9259259259259259,1.0,1.9408803854702704e-06,0.0,0.0,5.741101973122272e-05,0.0,,0.0005028100530328363,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,44,1.2107581055315584,0.3731729937518809,0.010674671281174903,0.1111111111111111,0.0,0.03818968654641064,0.9259259259259259,1.0,6.340956284185383e-06,0.0,0.0,0.00011077194647749759,0.0,,0.00080510201522869,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,45,0.9086419781919187,0.3731403890175507,0.010639302250736112,0.1111111111111111,0.0,0.038269087828131314,0.9259259259259259,1.0,7.626552701942075e-06,0.0,0.0,0.00013561618996698512,0.0,,0.0010400749690980017,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,46,0.7519707853509248,0.3731252840455461,0.01061761950256692,0.1111111111111111,0.0,0.03834528573822339,0.9259259259259259,1.0,6.757636367079915e-06,0.0,0.0,0.00014105702769659064,0.0,,0.0010833321454015556,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,47,0.675779114007391,0.3731283427286196,0.010611069358611403,0.1111111111111111,0.0,0.0384167592724661,0.9259259259259259,1.0,3.930669739155103e-06,0.0,0.0,0.00010070603991614051,0.0,,0.0008506294010952482,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,48,0.6610026392926746,0.3731329033447529,0.010595811009770988,0.1111111111111111,0.0,0.03847984562094272,0.9259259259259259,1.0,2.440814984000271e-06,0.0,0.0,7.449907484508111e-05,0.0,,0.0006204898490060522,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,49,0.6694072554212507,0.37313599571348405,0.010579865860021909,0.1111111111111111,0.0,0.038548370469381144,0.9259259259259259,1.0,2.422564652830988e-06,0.0,0.0,6.10968687122971e-05,0.0,,0.0005122962502587927,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,50,0.6640560008342126,0.37313363620536055,0.010556631214565036,0.1111111111111111,0.0,0.03861286774032595,0.9259259259259259,1.0,1.3111073312751413e-06,0.0,0.0,4.287233182087236e-05,0.0,,0.0003607717708241967,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,51,1.8732651986513593,0.3731158945754498,0.010513009232594468,0.1111111111111111,0.0,0.03868039668261318,0.9259259259259259,1.0,7.005722035831681e-06,0.0,0.0,0.00010921437753416386,0.0,,0.0007976018959124321,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,52,0.6947249475669772,0.3730924240010187,0.010509525630418754,0.1111111111111111,0.0,0.038741665550685346,0.9259259259259259,1.0,2.0751154231152066e-06,0.0,0.0,6.635650882057877e-05,0.0,,0.0005535271363021405,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,53,0.6537411021263744,0.3731003713971736,0.0104902030420387,0.1111111111111111,0.0,0.03880427576194399,0.9259259259259259,1.0,1.5961852100545665e-06,0.0,0.0,4.6990962114535145e-05,0.0,,0.00040675190831025845,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,54,0.6665107935425822,0.3730932273553288,0.010471043876933159,0.1111111111111111,0.0,0.038869045529616716,0.9259259259259259,1.0,1.469968779296521e-06,0.0,0.0,4.0551478517635786e-05,0.0,,0.0003308558331949151,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,55,1.3364594377714336,0.3730837185277623,0.010435288861718154,0.1111111111111111,0.0,0.03893488060293774,0.9259259259259259,1.0,4.702277509647181e-06,0.0,0.0,7.738196230141624e-05,0.0,,0.0005763551409501575,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,56,1.5185131322536567,0.37305551433233164,0.010370691145337587,0.1111111111111111,0.0,0.039007277295423824,0.9259259259259259,1.0,9.959084158068088e-06,0.0,0.0,0.00016107992027176516,0.0,,0.0011499819979931734,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,57,0.7360142653640084,0.37302746983724605,0.010365325075462891,0.1111111111111111,0.0,0.039069776220360036,0.9259259259259259,1.0,6.944203335836565e-06,0.0,0.0,0.00014267056537287126,0.0,,0.0011396738050738887,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,58,0.6885303375892379,0.3730429070493417,0.010353982200601616,0.1111111111111111,0.0,0.03912637659212282,0.9259259259259259,1.0,5.235612430649753e-06,0.0,0.0,0.0001255052563177471,0.0,,0.0010040171417648898,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,59,1.5377184577603256,0.3729999947242958,0.010186303411405064,0.1111111111111111,0.0,0.0392196027496548,0.9259259259259259,1.0,1.694730177350942e-05,0.0,0.0,0.00026596742589890624,0.0,,0.00196267074216412,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,60,0.7250752381975415,0.3729124049208072,0.010239408766888048,0.1111111111111111,0.0,0.039272784132950316,0.9259259259259259,1.0,1.1142469311708728e-05,0.0,0.0,0.0002426392690032616,0.0,,0.001884171567329855,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,61,0.6842290504690139,0.37297141467076245,0.010253198862879122,0.1111111111111111,0.0,0.03931272258108752,0.9259259259259259,1.0,8.377352397643862e-06,0.0,0.0,0.00019357997407607873,0.0,,0.0016066282535711698,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,62,0.666427544358768,0.3730040127142678,0.010269095780254549,0.1111111111111111,0.0,0.03935113666266805,0.9259259259259259,1.0,3.965467716810245e-06,0.0,0.0,0.0001301576134738449,0.0,,0.0011011315597112712,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,63,0.7299185736509456,0.37302140837681,0.010238007904516356,0.1111111111111111,0.0,0.03940150421299344,0.9259259259259259,1.0,6.484806738965267e-06,0.0,0.0,0.0001349572285741384,0.0,,0.0010938754971784852,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,64,0.6748986178363935,0.3730029208624639,0.01023257304194511,0.1111111111111111,0.0,0.03945095223535407,0.9259259259259259,1.0,3.913430620165977e-06,0.0,0.0,0.00010575662337455496,0.0,,0.0008621090683875446,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,65,0.7137308523306425,0.3730120338413012,0.01021230473047564,0.1111111111111111,0.0,0.039505673994330796,0.9259259259259259,1.0,4.657703161951131e-06,0.0,0.0,0.0001010190789470368,0.0,,0.0008217075718628449,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,66,1.1987922477596364,0.37299121194774826,0.010147861193572093,0.1111111111111111,0.0,0.03956273895103768,0.9259259259259259,1.0,1.075516608966117e-05,0.0,0.0,0.00018461697646422718,0.0,,0.0013395925830204727,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,67,0.7245399392828011,0.37295555374197426,0.010149040141977317,0.1111111111111111,0.0,0.03960973895572371,0.9259259259259259,1.0,7.5247419213468025e-06,0.0,0.0,0.00015839465828852912,0.0,,0.001277396583924841,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,68,0.6695472884742328,0.3729798211143812,0.010161038679930456,0.1111111111111111,0.0,0.039645450679620844,0.9259259259259259,1.0,3.533457725042418e-06,0.0,0.0,0.00010903631707780564,0.0,,0.0009117418902374921,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,69,0.6578880812833799,0.3730079310965252,0.01014878939104927,0.1111111111111111,0.0,0.03969019151558996,0.9259259259259259,1.0,2.9393484497792003e-06,0.0,0.0,8.083849937692036e-05,0.0,,0.0006950212806684589,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,70,0.668699738649218,0.3730110910543475,0.010132014521404636,0.1111111111111111,0.0,0.039730785866355055,0.9259259259259259,1.0,2.585416517062696e-06,0.0,0.0,6.991241431083406e-05,0.0,,0.0005667519204094422,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,71,0.6809369676363114,0.37300217897711563,0.010114284895485633,0.1111111111111111,0.0,0.03977826957810282,0.9259259259259259,1.0,2.3720029490861614e-06,0.0,0.0,5.767493945344689e-05,0.0,,0.00048214567842085325,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,72,1.5853761325783082,0.3729832207540877,0.010062748261717627,0.1111111111111111,0.0,0.03982852747589068,0.9259259259259259,1.0,8.251693688159006e-06,0.0,0.0,0.00013492668402682558,0.0,,0.0009683656811887195,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,73,0.6908621573218909,0.37296581773415566,0.01006632089575547,0.1111111111111111,0.0,0.03987648558626935,0.9259259259259259,1.0,3.2720848412579405e-06,0.0,0.0,8.635716692150337e-05,0.0,,0.0007320367309173395,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,74,0.7267393606130358,0.3729727176333608,0.010048646422707336,0.1111111111111111,0.0,0.0399098393870139,0.9259259259259259,1.0,4.27151696276444e-06,0.0,0.0,9.318797088198038e-05,0.0,,0.0007304163098976274,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,75,0.672131645055938,0.37296886084541964,0.010041391036325316,0.1111111111111111,0.0,0.039953755724251964,0.9259259259259259,1.0,1.894053490678901e-06,0.0,0.0,5.830591463669127e-05,0.0,,0.0005105891089369927,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,76,0.6606306613287691,0.3729754225679671,0.010023948740325157,0.1111111111111111,0.0,0.03999700034952986,0.9259259259259259,1.0,1.7802708897872622e-06,0.0,0.0,4.941090608125291e-05,0.0,,0.0004075095992633746,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,77,1.2235532072479633,0.37295435012920064,0.009996513016963058,0.1111111111111111,0.0,0.0400391419092613,0.9259259259259259,1.0,5.200602973503102e-06,0.0,0.0,8.782371754315025e-05,0.0,,0.0006593859255359345,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,78,2.0092973050054965,0.372901186987935,0.009868800552203143,0.1111111111111111,0.0,0.04010984469061009,0.9259259259259259,1.0,1.5064547627142149e-05,0.0,0.0,0.00023282761537150298,0.0,,0.0016452505205089213,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,79,0.6982607599062277,0.37286129747287655,0.009934466962014705,0.1111111111111111,0.0,0.04013362901092896,0.9259259259259259,1.0,6.617739846574522e-06,0.0,0.0,0.00016076333947524527,0.0,,0.0013381953167290051,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,80,0.763291303767574,0.37290814215257334,0.00989932805311713,0.1111111111111111,0.0,0.04017051599377357,0.9259259259259259,1.0,9.197345850560632e-06,0.0,0.0,0.0001879872365122235,0.0,,0.0014500611820498215,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,81,0.6742091976116878,0.3728988323035592,0.00992828012331406,0.1111111111111111,0.0,0.04019536958906141,0.9259259259259259,1.0,4.270712846269798e-06,0.0,0.0,0.00012084656287857379,0.0,,0.001048552798407701,0.0,
no_explicit_geometry__V_-0.2__t0_1.0,no_explicit_geometry,cubic_frustrated,-0.2,1.0,82,1.0649241932328652,0.37291116513461847,0.009852869770984282,0.1111111111111111,0.0,0.04024865046003051,0.9259259259259259,1.0,1.1523388464420797e-05,0.0,0.0,0.00020619592230615343,0.0,,0.0015307274188104067,0.0,
