t0,V,family,rung,charge,spin_odd,rung_pair,leg_pair_right
1.4,-0.1,stripe,18,0.9330799129885413,-0.0003005268821369556,-0.049588380296676726,0.033538001243666876
1.4,-0.1,stripe,19,0.9322974747730478,0.00022111165238536328,-0.04985728096641215,0.03365862838755509
1.4,-0.1,stripe,20,0.9316779293854403,-0.00014798737608991147,-0.04996310261463692,0.0336832767329042
1.4,-0.1,stripe,21,0.9312905265326995,8.448538434664617e-05,-0.04995327277047894,0.0336474785434543
1.4,-0.1,stripe,22,0.9311302419480957,-3.276747197622468e-05,-0.049880171302573134,0.03358567298099761
1.4,-0.1,stripe,23,0.9311452142687459,-6.2890588966027135e-06,-0.04978826161612043,0.033523712334063045
1.4,-0.1,stripe,24,0.9312652372843484,3.414904957958847e-05,-0.04970817301842036,0.033477261973098735
1.4,-0.1,stripe,25,0.9314236836249562,-5.1864148950808966e-05,-0.04965573930559418,0.03345232660970235
1.4,-0.1,stripe,26,0.9315706984718681,6.162014682568804e-05,-0.049634549136070204,0.033447978881164055
1.4,-0.1,stripe,27,0.9316778879316399,-6.530983834035465e-05,-0.04963990315893401,0.0334589954975622
1.4,-0.1,stripe,28,0.931736893942464,6.485230992995973e-05,-0.04966297573533199,0.03347871065257509
1.4,-0.1,stripe,29,0.9317543696545835,-6.214679264628125e-05,-0.04969404339980343,0.03350070584917207
1.4,-0.1,stripe,30,0.931745362987886,5.8684939822361715e-05,-0.04972460308088298,0.03351986808864632
1.4,-0.1,stripe,31,0.9317271089943028,-5.5630746440881464e-05,-0.049748300371308285,0.033532691481321555
1.4,-0.1,stripe,32,0.9317139348976139,5.386442537053157e-05,-0.04976113180753053,0.033537202672818366
1.4,-0.1,stripe,33,0.9317138717557505,-5.3746247871162354e-05,-0.04976118671063415,0.033532769172568894
1.4,-0.1,stripe,34,0.9317269196886563,5.535786386234943e-05,-0.04974847565355337,0.0335200287204903
1.4,-0.1,stripe,35,0.9317450830428278,-5.8248785778647427e-05,-0.04972489968863283,0.0335009393996837
1.4,-0.1,stripe,36,0.9317540319803211,6.164884238611605e-05,-0.04969445834987779,0.03347900732496339
1.4,-0.1,stripe,37,0.9317365721119693,-6.432520042197482e-05,-0.04966348597184697,0.03345932310043407
1.4,-0.1,stripe,38,0.9316776392955517,6.473866454635779e-05,-0.04964043511933523,0.0334482817677561
1.4,-0.1,stripe,39,0.9315705928521685,-6.0903943087177995e-05,-0.0496350414188948,0.03345260194715361
1.4,-0.1,stripe,40,0.931423747954804,5.0956006400164054e-05,-0.04965610072068982,0.033477395458815
1.4,-0.1,stripe,41,0.9312654938907865,-3.235006898721896e-05,-0.049708347059906295,0.03352374089933427
1.4,-0.1,stripe,42,0.9311456904096272,3.472606729407661e-06,-0.04978822431947174,0.033585572773260915
1.4,-0.1,stripe,43,0.9311308382545774,3.7624700298958624e-05,-0.04988004783712069,0.03364744093771722
1.4,-0.1,stripe,44,0.9312910088233857,-9.136893422874385e-05,-0.049953126550806214,0.0336831752726328
1.4,-0.1,stripe,45,0.9316781294803108,0.0001576599641926741,-0.04996316616447291,0.03365898533374462
1.4,-0.1,stripe,46,0.9322974625541256,-0.00023429815558456758,-0.04985796702823844,0.03353845210798796
1.4,-0.1,stripe,47,0.9330796984510139,0.0003171164721910425,-0.049589569574425264,0.03329400865253111
1.4,-0.1,stripe,48,0.9338624716008351,-0.0003997780346029899,-0.049132004109878974,0.03291890093232277
1.4,-0.1,stripe,49,0.9343939497620058,0.00047383190689671926,-0.048499302581670595,0.03244039912173522
1.4,-0.1,stripe,50,0.9343721948632822,-0.0005282946216259163,-0.04776254416754887,0.03192796275736874
1.4,-0.1,stripe,51,0.933516435407978,0.0005509781520574435,-0.04705114940846289,0.031487059257683636
1.4,-0.1,stripe,52,0.9316676761876728,-0.0005288667548296739,-0.04653986459925488,0.031248780079476984
1.4,-0.1,stripe,53,0.9288978186403516,0.0004490832417196881,-0.046417218007618104,0.03133454429142587
1.4,-0.1,stripe,54,0.9255974710242094,-0.00029810461865856274,-0.04682379741532238,0.031810616959716015
1.4,-0.1,stripe,55,0.9225154537726588,6.868315418973146e-05,-0.04778366373606584,0.032640297414839224
1.4,-0.1,stripe,56,0.9207257778401078,0.00024151805576644555,-0.04913254101062602,0.033633635230962924
1.4,-0.1,stripe,57,0.9214933768193848,-0.00062299682631721,-0.050455005049387505,0.03441462477595695
1.4,-0.1,stripe,58,0.9260127877887634,0.0010511397333064232,-0.05107732207175955,0.034451385053655866
1.4,-0.1,stripe,59,0.9350337049272159,-0.0014833009695943563,-0.05013056235653105,0.03310396772775268
1.4,-0.1,stripe,60,0.9482731821225341,0.0018504619420687952,-0.04659436545805814,0.029589251514415174
1.4,-0.1,stripe,61,0.9638138137554537,-0.0020785450369731895,-0.03972136072719243,0.02373089783003481
1.4,-0.1,stripe,62,0.9785131511642927,0.0020991867061302544,-0.030515248678381485,0.017393640602026715
1.4,-0.1,stripe,63,0.9898637511542601,-0.0018988995908654077,-0.020419907394741865,0.010167833056281373
1.4,-0.1,stripe,64,0.996020970310936,0.0012969968643714305,-0.008179116517917012,
1.4,-0.1,pairing,1,0.9960258728068638,-7.567973825534091e-05,-0.008179636706700293,0.010168603035271277
1.4,-0.1,pairing,2,0.9898726512708211,0.00011070481182463814,-0.02042159652942327,0.017395611828398987
1.4,-0.1,pairing,3,0.9785235530657168,-0.00012216717912423566,-0.03052043630937607,0.023734924771298658
1.4,-0.1,pairing,4,0.9638214340410657,0.00012045218049668108,-0.039728419746691016,0.02959335047735513
1.4,-0.1,pairing,5,0.9482810925281623,-0.00010661182698412622,-0.04660100067761115,0.033107356511319894
1.4,-0.1,pairing,6,0.9350422113816064,8.59996556617776e-05,-0.05013648681788851,0.034454850125185246
1.4,-0.1,pairing,7,0.9260222931223456,-5.9227907671780836e-05,-0.051081792325207515,0.03441729259133908
1.4,-0.1,pairing,8,0.9215039508269943,3.646050033979834e-05,-0.05045864853991572,0.03363619558211613
1.4,-0.1,pairing,9,0.9207367029331612,-1.590584786249764e-05,-0.049134886660852056,0.03264188862835681
1.4,-0.1,pairing,10,0.9225251378940761,2.0153029450098764e-06,-0.04778452478173548,0.03181170417823441
1.4,-0.1,pairing,11,0.9256044495462958,1.0670229709421587e-05,-0.04682471635240929,0.03133519696095142
1.4,-0.1,pairing,12,0.9289016358579831,-1.8484330642347582e-05,-0.04641827809333926,0.031249186909556866
1.4,-0.1,pairing,13,0.931669097187361,2.4850140847646826e-05,-0.04654050071947645,0.03148746266273375
1.4,-0.1,pairing,14,0.9335173123122735,-2.840798103532972e-05,-0.0470508785904629,0.03192753421429271
1.4,-0.1,pairing,15,0.9343733023605596,2.829380013029325e-05,-0.0477618123268527,0.03243983833004588
1.4,-0.1,pairing,16,0.934395287811906,-2.553462561002944e-05,-0.04849796919928637,0.03291800729296948
1.4,-0.1,pairing,17,0.9338641050928834,2.137491790482571e-05,-0.04913033506244001,0.033293050488474474
