family,iteration,leg_pairing_field_bulk_rms,spin_odd_field_bulk_rms,signed_projection_onto_initial_stripe
stripe,72,0.002823633133533956,5.128294999842272e-08,-2.894256989424795e-07
stripe,73,0.002823647533699178,2.8748505468976423e-08,-4.158431722764957e-07
stripe,74,0.0028236359895744967,3.0211667805362595e-08,-3.119746539724291e-07
stripe,75,0.0028236332874967134,3.26421215488989e-08,-2.6771576923683123e-07
stripe,76,0.0028236355795821996,2.214224229535715e-08,-2.2482827394420228e-07
stripe,77,0.002823633298335195,3.410162672258668e-08,-2.692609696054838e-07
stripe,78,0.002823633995258408,3.071223043871457e-08,-1.6108606148819858e-07
stripe,79,0.0028236353940020798,2.3266634481297552e-08,-3.5892300281528014e-08
stripe,80,0.0028236341197531716,3.878236664583238e-08,-4.883509661916408e-08
pairing,1,0.002804818901215254,0.0006444822966036744,0.6148627504476746
pairing,2,0.00282065643019463,0.00039411103884795767,0.3754720774328679
pairing,3,0.0028230470379325724,0.00024137627198260307,0.22960346725426903
pairing,4,0.002823472402524214,0.0001479881816896117,0.14054837588705973
pairing,5,0.0028235791359545303,9.078868234202719e-05,0.08608698093088882
pairing,6,0.0028236315710930392,5.572174915936948e-05,0.052749853936580784
pairing,7,0.002823626086718356,3.4214195511153756e-05,0.03233491570251974
pairing,8,0.002823640729857129,2.1007688594806237e-05,0.01981929351788472
pairing,9,0.002823629434643488,1.2904146689053388e-05,0.012152955864452447
pairing,10,0.0028236274924586676,7.928056362497824e-06,0.007452560864219211
pairing,11,0.0028236278171433742,4.871764289046983e-06,0.004570059816029347
pairing,12,0.0028236280621285873,2.9954968339972405e-06,0.002804498798681797
pairing,13,0.002823628706302011,1.8437456581888249e-06,0.0017216277757523238
pairing,14,0.002823641306436633,1.1287115821628046e-06,0.00105230192655798
pairing,15,0.002823627904539067,6.92275372512758e-07,0.0006432763935784421
pairing,16,0.0028236275015000502,4.2622537100041813e-07,0.00039392712761210374
pairing,17,0.002823640160583206,2.5773009745353527e-07,0.00023563989850190685
pairing,18,0.0028236418186486554,1.5164118717496383e-07,0.0001378406115894933
pairing,19,0.0028236285195481184,1.0146510798202167e-07,8.402717827333463e-05
pairing,20,0.002823639753721333,6.76481831806866e-08,4.432334641512176e-05
pairing,21,0.0028236272957336073,6.593580313976281e-08,2.6121689588392356e-05
pairing,22,0.002823639914414593,4.4512167671828806e-08,8.943829674955814e-06
pairing,23,0.002823627517667754,4.0365036011195006e-08,2.563594157511782e-06
pairing,24,0.002823626591656657,4.8571412971318784e-08,1.0616145032090718e-06
pairing,25,0.0028236267171275493,4.860255201097466e-08,8.589146367532356e-08
pairing,26,0.0028236260485973125,5.586751918054463e-08,-4.902122102981107e-07
pairing,27,0.0028236281983367844,5.6412287392264635e-08,6.01445825598565e-07
pairing,28,0.0028236276133883774,4.226955695826319e-08,-1.04168997320759e-06
pairing,29,0.0028236288117201385,4.311244370376029e-08,-2.3998434890945277e-07
pairing,30,0.002823629171152474,3.54224492614834e-08,1.5631162577850178e-06
pairing,31,0.002823634785728631,3.8529605115022526e-08,2.5491242448396514e-07
pairing,32,0.002823630441363389,3.4932398742988455e-08,1.2204181421725598e-06
pairing,33,0.002823629405866334,3.103486772523674e-08,2.1121639154106838e-08
pairing,34,0.0028236359426376235,3.705728109432613e-08,6.131919639568966e-07
pairing,35,0.002823631792997063,3.480682453141739e-08,1.5758951556267334e-06
pairing,36,0.0028236325264883247,3.064779124822469e-08,3.6812817224697126e-06
pairing,37,0.0028236317412393837,2.5954645010789164e-08,2.7325750166758424e-06
pairing,38,0.0028236311204100357,3.04992381273524e-08,1.0045373294403261e-06
pairing,39,0.002823637333021526,4.1418737671943555e-08,-5.604703911709573e-07
pairing,40,0.002823629905128941,4.756351972887265e-08,-3.584251346621532e-06
pairing,41,0.0028236314422033825,2.4939531458760856e-08,-3.0298813641791036e-06
pairing,42,0.0028236292285412413,3.457896438037701e-08,-4.204642965111687e-06
pairing,43,0.00282363071346331,3.010338631897544e-08,-1.0629838269935404e-06
pairing,44,0.002823631490080285,2.2679944303426016e-08,9.049576236315805e-08
pairing,45,0.0028236321402415913,2.581489489072147e-08,-9.704690768541422e-07
pairing,46,0.002823638629309027,1.8574963234751847e-08,1.6094395181508589e-06
pairing,47,0.002823631256370921,2.520124462808047e-08,2.0242321553869543e-07
pairing,48,0.0028236312009244087,3.693025667629411e-08,1.6667151271966253e-06
pairing,49,0.002823647485856982,2.6103529594687633e-08,2.0355883585171826e-06
pairing,50,0.0028236478033458164,2.5846367397123896e-08,-6.871985783227993e-07
pairing,51,0.0028236394252481216,3.901055739844582e-08,-3.8518732767427805e-06
pairing,52,0.0028236316681580415,3.1015914151725416e-08,-6.633330255327305e-06
pairing,53,0.0028236305558691967,4.153423656796236e-08,-5.238128977445249e-06
pairing,54,0.0028236275018037,5.451348392666855e-08,-6.913473382126511e-06
pairing,55,0.0028236268608734937,5.8357640041222834e-08,-6.552876505826576e-06
pairing,56,0.002823627329919716,5.8811692351318944e-08,-4.733128817949332e-06
pairing,57,0.00282362887635396,3.4885349738321324e-08,-4.2179184702870825e-06
pairing,58,0.0028236285816822574,3.3801351868374275e-08,-2.6064747374133628e-06
pairing,59,0.0028236276492429003,4.643484350558013e-08,-2.2266341649554322e-06
pairing,60,0.0028236425586085885,4.3545191035248993e-08,-4.079962212996394e-06
pairing,61,0.0028236340375117123,2.7284213653984626e-08,-1.5420883142141416e-06
pairing,62,0.0028236324084193122,2.1577509126786984e-08,-7.224238222234861e-07
pairing,63,0.002823637807043906,2.922815615264565e-08,-2.1392554031826763e-06
pairing,64,0.0028236456203342255,3.233770013506834e-08,-2.7102476431903173e-06
pairing,65,0.002823632966524148,4.1115641555436704e-08,-4.199511550898801e-06
pairing,66,0.0028236333715849745,2.0259841654570094e-08,-4.627933928050633e-06
pairing,67,0.002823630488298452,2.8327127314889425e-08,-7.315842045870228e-06
pairing,68,0.0028236310697437317,2.1046385233944345e-08,-4.3412498466443505e-06
pairing,69,0.0028236307186281784,3.4432973579583495e-08,-2.503297688592162e-06
pairing,70,0.0028236324202927667,1.953839858356689e-08,1.8948878560598238e-07
pairing,71,0.002823637593509832,2.1786459022204636e-08,-9.659262646098933e-07
pairing,72,0.002823633158257554,2.2584933349486223e-08,9.114586981366382e-07
pairing,73,0.0028236321551536356,3.368727188395153e-08,3.9046039472221e-07
pairing,74,0.0028236307178791855,4.270942377240735e-08,-2.22968388378464e-06
pairing,75,0.002823630054600776,3.4412980196237535e-08,-4.185294510935405e-06
pairing,76,0.002823629928181015,4.329534089879856e-08,-3.963631897846198e-06
pairing,77,0.0028236301035138474,3.207669140925745e-08,-6.061149355415187e-06
pairing,78,0.0028236447727490945,2.9069405532819343e-08,-5.931371875053219e-06
pairing,79,0.0028236450809983266,3.536676751391201e-08,-7.5723768575765795e-06
pairing,80,0.002823614646441854,2.49330481343924e-08,-6.190549562802116e-06
