t0,V,family,iteration,energy_per_site,spin_field_rms,pairing_field_rms,global_relative_residual,density
1.4,-0.4,stripe,49,-1.1674048005845816,4.123940752120299e-08,0.0028236324591728182,8.088362012576745e-06,0.9374921329218149
1.4,-0.4,stripe,50,-1.167404800540097,5.169948916336842e-08,0.0028236324756703247,5.435945634843069e-06,0.9374921483379711
1.4,-0.4,stripe,51,-1.167404800580885,4.9780474770056934e-08,0.00282363191757689,5.7286901181141e-06,0.9374921426323992
1.4,-0.4,stripe,52,-1.1674047967178423,3.963934404936165e-08,0.0028236455272299113,9.285900752832789e-06,0.9374924968860837
1.4,-0.4,stripe,53,-1.1674048038424554,5.2495357232965195e-08,0.0028236333574474244,1.054377850135473e-05,0.9374920896240397
1.4,-0.4,stripe,54,-1.167404800407868,3.613663685657026e-08,0.0028236352680440606,1.649614153258237e-05,0.9374921513959987
1.4,-0.4,stripe,55,-1.167404800986572,3.2001126647303846e-08,0.0028236344217616445,7.505220657318544e-06,0.9374921055602868
1.4,-0.4,stripe,56,-1.167404800424807,3.6522192663092135e-08,0.0028236328459939615,1.454433658021663e-05,0.9374921395357002
1.4,-0.4,stripe,57,-1.16740479657932,4.725782187625759e-08,0.0028236452472495325,1.0433338050445509e-05,0.9374925169762642
1.4,-0.4,stripe,58,-1.1674048002254482,5.587568878731917e-08,0.0028236455527747353,3.861702919213752e-06,0.9374924361333327
1.4,-0.4,stripe,59,-1.1674048034158262,5.3515767090633124e-08,0.0028236323707050634,9.440174211067805e-06,0.9374921107750356
1.4,-0.4,stripe,60,-1.1674048006067794,3.5038063021925206e-08,0.002823632099680812,1.065512837231745e-05,0.937492126358196
1.4,-0.4,stripe,61,-1.1674048005329711,3.273827129632393e-08,0.0028236336119829993,8.882315836584404e-06,0.9374921462365629
1.4,-0.4,stripe,62,-1.167404800756254,2.5379177053164462e-08,0.0028236353856292036,9.360957048934611e-06,0.9374921211163437
1.4,-0.4,stripe,63,-1.1674048006017612,3.8125702576149195e-08,0.002823632961357713,1.1583796885984262e-05,0.9374921334499797
1.4,-0.4,stripe,64,-1.1674048005734468,4.992691460572982e-08,0.0028236324819405833,6.030276094110861e-06,0.9374921409775662
1.4,-0.4,stripe,65,-1.1674048006177609,2.9767193556453434e-08,0.0028236343406770554,1.1996827727534265e-05,0.9374921442605074
1.4,-0.4,stripe,66,-1.1674048007048734,3.261685427489148e-08,0.0028236333422424404,8.74245303125919e-06,0.9374921255351234
1.4,-0.4,stripe,67,-1.1674048005690034,3.036819005498467e-08,0.0028236347524431514,1.1182825263482496e-05,0.9374921372359236
1.4,-0.4,stripe,68,-1.1674048005053521,2.999597989705466e-08,0.002823633775432366,1.1399993122989265e-05,0.9374921472606068
1.4,-0.4,stripe,69,-1.1674048005983195,3.7697850672434975e-08,0.0028236347330687435,6.547821942334227e-06,0.9374921496769724
1.4,-0.4,stripe,70,-1.167404800697063,4.406855653915598e-08,0.002823634360929477,5.851044374131211e-06,0.937492143327448
1.4,-0.4,stripe,71,-1.1674048007112867,4.881254223381194e-08,0.002823631843720289,7.293829376405175e-06,0.9374921278219388
1.4,-0.4,stripe,72,-1.1674048004460247,5.128294999842272e-08,0.002823633133533956,5.805412448755158e-06,0.9374921546849766
1.4,-0.4,stripe,73,-1.1674047968628798,2.8748505468976423e-08,0.002823647533699178,1.4698408938484603e-05,0.9374924937269713
1.4,-0.4,stripe,74,-1.1674048038261857,3.0211667805362595e-08,0.0028236359895744967,1.2111388457465015e-05,0.9374920898366325
1.4,-0.4,stripe,75,-1.1674048003823962,3.26421215488989e-08,0.0028236332874967134,1.2553907054636664e-05,0.9374921452500764
1.4,-0.4,stripe,76,-1.1674048005300313,2.214224229535715e-08,0.0028236355795821996,1.1944691871189161e-05,0.9374921572630335
1.4,-0.4,stripe,77,-1.1674048009175693,3.410162672258668e-08,0.002823633298335195,6.834593077274914e-06,0.937492115349725
1.4,-0.4,stripe,78,-1.1674048004025805,3.071223043871457e-08,0.002823633995258408,1.3158248982196287e-05,0.937492152562851
1.4,-0.4,stripe,79,-1.1674048005902713,2.3266634481297552e-08,0.0028236353940020798,1.130248373212293e-05,0.9374921447363822
1.4,-0.4,stripe,80,-1.1674048007866273,3.878236664583238e-08,0.0028236341197531716,1.0370269563610053e-05,0.937492118323293
1.4,-0.4,pairing,1,-1.1673602388256485,0.0006444822966036744,0.002804818901215254,0.045385924157680974,0.9374998706561358
1.4,-0.4,pairing,2,-1.167404428089337,0.00039411103884795767,0.00282065643019463,0.02140903817982191,0.9374938875173966
1.4,-0.4,pairing,3,-1.167404511179609,0.00024137627198260307,0.0028230470379325724,0.01300627352894295,0.937499997471123
1.4,-0.4,pairing,4,-1.1674047559531295,0.0001479881816896117,0.002823472402524214,0.007931853975851751,0.9375000116779291
1.4,-0.4,pairing,5,-1.1674048082160997,9.078868234202719e-05,0.0028235791359545303,0.004843696696224246,0.9374960931232101
1.4,-0.4,pairing,6,-1.1674047953184112,5.572174915936948e-05,0.0028236315710930392,0.0029593558562099986,0.9374958600994627
1.4,-0.4,pairing,7,-1.1674048065701332,3.4214195511153756e-05,0.002823626086718356,0.0018087795060685447,0.9374947476033391
1.4,-0.4,pairing,8,-1.1674047964965968,2.1007688594806237e-05,0.002823640729857129,0.001106471598815073,0.9374950846489154
1.4,-0.4,pairing,9,-1.1674048042845055,1.2904146689053388e-05,0.002823629434643488,0.0006768010942428213,0.9374945917455196
1.4,-0.4,pairing,10,-1.167404800703919,7.928056362497824e-06,0.0028236274924586676,0.00041411639367700583,0.9374946030376359
1.4,-0.4,pairing,11,-1.1674048006759894,4.871764289046983e-06,0.0028236278171433742,0.0002538676656348794,0.9374946210236483
1.4,-0.4,pairing,12,-1.167404800963194,2.9954968339972405e-06,0.0028236280621285873,0.00015538719565846395,0.9374945985986736
1.4,-0.4,pairing,13,-1.1674048007016673,1.8437456581888249e-06,0.002823628706302011,9.520008844039808e-05,0.9374946137433369
1.4,-0.4,pairing,14,-1.1674047969340895,1.1287115821628046e-06,0.002823641306436633,6.046194222600353e-05,0.9374949657294432
1.4,-0.4,pairing,15,-1.1674048042164318,6.92275372512758e-07,0.002823627904539067,3.781473423917624e-05,0.9374945264812485
1.4,-0.4,pairing,16,-1.1674048001949369,4.2622537100041813e-07,0.0028236275015000502,2.2440520856653664e-05,0.9374946463940903
1.4,-0.4,pairing,17,-1.1674047970308676,2.5773009745353527e-07,0.002823640160583206,1.75829484994481e-05,0.9374949768655064
1.4,-0.4,pairing,18,-1.1674048002777793,1.5164118717496383e-07,0.0028236418186486554,1.3382741857449686e-05,0.9374949166945774
1.4,-0.4,pairing,19,-1.167404803802572,1.0146510798202167e-07,0.0028236285195481184,1.103369899703195e-05,0.9374945571673402
1.4,-0.4,pairing,20,-1.1674047965931893,6.76481831806866e-08,0.002823639753721333,1.3649944098560667e-05,0.9374949990791407
1.4,-0.4,pairing,21,-1.167404804195821,6.593580313976281e-08,0.0028236272957336073,9.394740143494874e-06,0.9374945621232164
1.4,-0.4,pairing,22,-1.167404796772796,4.4512167671828806e-08,0.002823639914414593,1.2123605639099434e-05,0.9374949807044686
1.4,-0.4,pairing,23,-1.167404804142733,4.0365036011195006e-08,0.002823627517667754,1.0338146265501245e-05,0.9374945452535777
1.4,-0.4,pairing,24,-1.167404800462589,4.8571412971318784e-08,0.002823626591656657,5.704258712795607e-06,0.9374946190218678
1.4,-0.4,pairing,25,-1.1674048009804885,4.860255201097466e-08,0.0028236267171275493,6.920059307251688e-06,0.9374945993171527
1.4,-0.4,pairing,26,-1.1674048008881255,5.586751918054463e-08,0.0028236260485973125,8.658354201231515e-06,0.9374945832135314
1.4,-0.4,pairing,27,-1.1674048004392097,5.6412287392264635e-08,0.0028236281983367844,4.988041722547127e-06,0.9374946437805702
1.4,-0.4,pairing,28,-1.1674048009158013,4.226955695826319e-08,0.0028236276133883774,7.55724305536912e-06,0.9374946200421991
1.4,-0.4,pairing,29,-1.1674048009329359,4.311244370376029e-08,0.0028236288117201385,9.08451693652506e-06,0.9374945992337723
1.4,-0.4,pairing,30,-1.1674048008088371,3.54224492614834e-08,0.002823629171152474,6.4273566149847216e-06,0.9374945972357325
1.4,-0.4,pairing,31,-1.1674047997057362,3.8529605115022526e-08,0.002823634785728631,1.0327986896397462e-05,0.9374947559739368
1.4,-0.4,pairing,32,-1.1674048024400816,3.4932398742988455e-08,0.002823630441363389,1.3449255040359524e-05,0.937494556363212
1.4,-0.4,pairing,33,-1.1674048004210156,3.103486772523674e-08,0.002823629405866334,1.0078818055594369e-05,0.9374946202283032
1.4,-0.4,pairing,34,-1.1674047999393362,3.705728109432613e-08,0.0028236359426376235,6.878808047641749e-06,0.9374947359256837
1.4,-0.4,pairing,35,-1.1674048020302377,3.480682453141739e-08,0.002823631792997063,6.359115467880935e-06,0.9374945967520861
1.4,-0.4,pairing,36,-1.1674048007287254,3.064779124822469e-08,0.0028236325264883247,6.987126627388045e-06,0.9374946193232555
1.4,-0.4,pairing,37,-1.1674048008437086,2.5954645010789164e-08,0.0028236317412393837,1.151571251457679e-05,0.9374946069322078
1.4,-0.4,pairing,38,-1.1674048008058122,3.04992381273524e-08,0.0028236311204100357,6.1482628997340754e-06,0.9374946137702957
1.4,-0.4,pairing,39,-1.1674047998009625,4.1418737671943555e-08,0.002823637333021526,7.035182561392693e-06,0.9374947622122347
1.4,-0.4,pairing,40,-1.1674048023949337,4.756351972887265e-08,0.002823629905128941,7.516395051736198e-06,0.9374945715131935
1.4,-0.4,pairing,41,-1.1674048005668052,2.4939531458760856e-08,0.0028236314422033825,1.4961622236023164e-05,0.9374946236705239
1.4,-0.4,pairing,42,-1.167404800864832,3.457896438037701e-08,0.0028236292285412413,1.0296322008476803e-05,0.9374946071359944
1.4,-0.4,pairing,43,-1.1674048008463702,3.010338631897544e-08,0.00282363071346331,7.693166015126326e-06,0.9374945996105838
1.4,-0.4,pairing,44,-1.167404800521366,2.2679944303426016e-08,0.002823631490080285,7.244605726407501e-06,0.9374946313712094
1.4,-0.4,pairing,45,-1.1674048009737454,2.581489489072147e-08,0.0028236321402415913,1.0059341105731197e-05,0.9374945994644082
1.4,-0.4,pairing,46,-1.167404799765705,1.8574963234751847e-08,0.002823638629309027,8.809088287058918e-06,0.9374947488581974
1.4,-0.4,pairing,47,-1.1674048022446293,2.520124462808047e-08,0.002823631256370921,1.1010480890888562e-05,0.937494582157992
1.4,-0.4,pairing,48,-1.1674048006687452,3.693025667629411e-08,0.0028236312009244087,6.056083152488606e-06,0.9374946196248791
1.4,-0.4,pairing,49,-1.1674047967870578,2.6103529594687633e-08,0.002823647485856982,1.6583502522546572e-05,0.9374949909566991
1.4,-0.4,pairing,50,-1.1674048002772384,2.5846367397123896e-08,0.0028236478033458164,1.5294533082611555e-05,0.9374949410069605
1.4,-0.4,pairing,51,-1.167404802877693,3.901055739844582e-08,0.0028236394252481216,8.111850256412714e-06,0.9374947266816129
1.4,-0.4,pairing,52,-1.1674048020766403,3.1015914151725416e-08,0.0028236316681580415,6.759182427163358e-06,0.9374946083739937
1.4,-0.4,pairing,53,-1.1674048008787186,4.153423656796236e-08,0.0028236305558691967,7.761656138719709e-06,0.9374946091889963
1.4,-0.4,pairing,54,-1.167404800901535,5.451348392666855e-08,0.0028236275018037,7.687035498316876e-06,0.9374945964116114
1.4,-0.4,pairing,55,-1.1674048006889033,5.8357640041222834e-08,0.0028236268608734937,2.669230033481857e-06,0.9374946117003439
1.4,-0.4,pairing,56,-1.1674048008011608,5.8811692351318944e-08,0.002823627329919716,6.334641881772991e-06,0.9374946112596962
1.4,-0.4,pairing,57,-1.1674048007897548,3.4885349738321324e-08,0.00282362887635396,1.2651789981206777e-05,0.9374946136900957
1.4,-0.4,pairing,58,-1.1674048007937594,3.3801351868374275e-08,0.0028236285816822574,4.3408353037488e-06,0.937494615083266
1.4,-0.4,pairing,59,-1.1674048009607978,4.643484350558013e-08,0.0028236276492429003,1.1112424631634937e-05,0.9374945804355905
1.4,-0.4,pairing,60,-1.1674047967277768,4.3545191035248993e-08,0.0028236425586085885,9.186078423922368e-06,0.9374949787297644
1.4,-0.4,pairing,61,-1.1674048039652465,2.7284213653984626e-08,0.0028236340375117123,1.4252090317977884e-05,0.9374945761282766
1.4,-0.4,pairing,62,-1.1674048007032098,2.1577509126786984e-08,0.0028236324084193122,4.3937858582078715e-06,0.9374946101041961
1.4,-0.4,pairing,63,-1.1674047997296966,2.922815615264565e-08,0.002823637807043906,1.0843710192087572e-05,0.93749477167286
1.4,-0.4,pairing,64,-1.167404798517743,3.233770013506834e-08,0.0028236456203342255,8.659929144380148e-06,0.9374949447472095
1.4,-0.4,pairing,65,-1.1674048039673939,4.1115641555436704e-08,0.002823632966524148,9.22422145418396e-06,0.9374945586628163
1.4,-0.4,pairing,66,-1.1674048004974105,2.0259841654570094e-08,0.0028236333715849745,1.4634583086215683e-05,0.9374946288949383
1.4,-0.4,pairing,67,-1.1674048009931592,2.8327127314889425e-08,0.002823630488298452,1.2078201730355246e-05,0.9374945968569601
1.4,-0.4,pairing,68,-1.167404800685398,2.1046385233944345e-08,0.0028236310697437317,1.214840241209648e-05,0.9374946168842853
1.4,-0.4,pairing,69,-1.1674048007585256,3.4432973579583495e-08,0.0028236307186281784,9.09973000791393e-06,0.9374946106459389
1.4,-0.4,pairing,70,-1.1674048006861795,1.953839858356689e-08,0.0028236324202927667,1.2307866247875423e-05,0.9374946242581842
1.4,-0.4,pairing,71,-1.1674047998525936,2.1786459022204636e-08,0.002823637593509832,1.1367551826086824e-05,0.9374947544297486
1.4,-0.4,pairing,72,-1.1674048021584045,2.2584933349486223e-08,0.002823633158257554,7.02359058530434e-06,0.9374945995505531
1.4,-0.4,pairing,73,-1.1674048008015023,3.368727188395153e-08,0.0028236321551536356,5.921431862025644e-06,0.9374946084307304
1.4,-0.4,pairing,74,-1.1674048006568905,4.270942377240735e-08,0.0028236307178791855,7.483973860212244e-06,0.9374946299848664
1.4,-0.4,pairing,75,-1.1674048009279925,3.4412980196237535e-08,0.002823630054600776,1.0202850996867541e-05,0.9374946099106889
1.4,-0.4,pairing,76,-1.1674048009760603,4.329534089879856e-08,0.002823629928181015,6.162517379698979e-06,0.9374945831554886
1.4,-0.4,pairing,77,-1.1674048007086186,3.207669140925745e-08,0.0028236301035138474,9.151983001234762e-06,0.9374946020020287
1.4,-0.4,pairing,78,-1.1674047969260073,2.9069405532819343e-08,0.0028236447727490945,1.3737153787185383e-05,0.9374949716948199
1.4,-0.4,pairing,79,-1.1674048001325257,3.536676751391201e-08,0.0028236450809983266,1.5172312133781735e-05,0.9374949310666697
1.4,-0.4,pairing,80,-1.1674048082719386,2.49330481343924e-08,0.002823614646441854,1.6364623636551913e-05,0.9374946172156017
1.4,0.0,stripe,1,-0.6612314503796254,0.02865948826588769,0.00010782403649124182,0.2668910317337965,0.9375092169502317
1.4,0.0,stripe,2,-0.6615704322936242,0.026583287060044133,4.8494678701798965e-05,0.07033291359445613,0.937501616713763
1.4,0.0,stripe,3,-0.661323189144609,0.025514393242216778,2.362588886249534e-05,0.037012015756179656,0.9375003113639556
1.4,0.0,stripe,4,-0.6612385390325373,0.024914606660783146,1.2152932189039162e-05,0.02184590515822864,0.9375000686945887
1.4,0.0,stripe,5,-0.6611905383854619,0.024562988587848875,6.4737426308022836e-06,0.013450945401545691,0.9375000168485224
1.4,0.0,stripe,6,-0.6611636015365624,0.024351775856769686,3.5211358641697383e-06,0.008558338350061966,0.9375000045804904
1.4,0.0,stripe,7,-0.6611475678389903,0.024223242259421556,1.9388537983411803e-06,0.005652182786626053,0.9375000012910687
1.4,0.0,stripe,8,-0.6611377916454797,0.024144773456615327,1.078034653511333e-06,0.003933306501773985,0.9375000003343741
1.4,0.0,stripe,9,-0.6611317425468118,0.024097053711890793,6.020209396919658e-07,0.0029547039768631866,0.9374999996384636
1.4,0.0,stripe,10,-0.6611279343184162,0.024068462138853827,3.373535609763469e-07,0.0024128989340450155,0.9375000000568798
1.4,0.0,stripe,11,-0.6611255368261193,0.024051804254018063,1.8928887472870267e-07,0.0021164166123344252,0.9375000000263735
1.4,0.0,stripe,12,-0.6611240154393369,0.024042659657837567,1.0635365429190294e-07,0.0019545216663582185,0.937500000030897
1.4,0.0,stripe,13,-0.6611230411860959,0.024038245658113622,6.10816762200403e-08,0.001854533355952907,0.9374999999391859
1.4,0.0,stripe,14,-0.661122438260238,0.02403673419900535,3.584723933087067e-08,0.0017830722086872486,0.9374999999112019
1.4,0.0,stripe,15,-0.6611220646351949,0.02403705740810464,2.0209601061753045e-08,0.0017367579732307735,0.9374999999624458
1.4,0.0,stripe,16,-0.6611218269608017,0.024038503029726446,1.1262033134314796e-08,0.0016884887699882807,0.9374999997714808
1.4,0.0,stripe,17,-0.6611216795345312,0.024040709014362893,8.15129707667574e-09,0.0016526641629260842,0.9374999998027674
1.4,0.0,stripe,18,-0.6611215988518004,0.024043269774308894,6.9536837088527035e-09,0.0016067542438622424,0.9374999998966653
1.4,0.0,stripe,19,-0.6611215479310102,0.02404609306478139,6.61742534929544e-09,0.0015653469047113525,0.9374999998828429
1.4,0.0,stripe,20,-0.6611215301456614,0.024049026208359615,3.520507830604045e-09,0.0015346766392658386,0.9375000000015971
1.4,0.0,stripe,21,-0.6611215224899888,0.024051947843899774,1.893055701215978e-09,0.0014920849680760881,0.9374999995380834
1.4,0.0,stripe,22,-0.6611215396341632,0.02405481723032402,4.588489417734615e-09,0.0014635864693618088,0.9375000000030014
1.4,0.0,stripe,23,-0.661121548322844,0.02405767806890348,5.5051657798985295e-09,0.001424423696249143,0.9374999999701643
1.4,0.0,stripe,24,-0.6611215403890801,0.024060604890103147,6.633501877204395e-09,0.0013960806587825702,0.9374999998775155
1.4,0.0,stripe,25,-0.6611215712701365,0.024063445863888155,6.046741358060899e-09,0.0013760491500599435,0.9374999999927971
1.4,0.0,stripe,26,-0.6611215888928005,0.024066205002717805,3.273456813256572e-09,0.001338526966342267,0.9374999999958358
1.4,0.0,stripe,27,-0.6611216041869106,0.024068803794760944,1.701441030597555e-09,0.0013112211181270407,0.9374999999961813
1.4,0.0,stripe,28,-0.6611216040204111,0.024071413466003125,2.653782182580743e-09,0.001284186938152902,0.9374999995473627
1.4,0.0,stripe,29,-0.6611216243011311,0.02407391766665103,2.244620423389834e-09,0.0012624204493783804,0.9374999996745217
1.4,0.0,stripe,30,-0.6611216345050467,0.02407641268126316,1.7464695481978294e-08,0.001231776816052224,0.937499999275452
1.4,0.0,stripe,31,-0.6611216567686918,0.024078774342682917,6.042430073607781e-09,0.0012144013117590827,0.9374999999855801
1.4,0.0,stripe,32,-0.6611216637526656,0.0240810832898203,3.4830963376360596e-09,0.0011881154580914294,0.9374999997187015
1.4,0.0,stripe,33,-0.6611216702445151,0.02408334580501694,2.2418046527624367e-09,0.0011645330576035688,0.9374999993331524
1.4,0.0,stripe,34,-0.6611216968412174,0.024085507438213933,2.3240259203339236e-09,0.0011551851555163626,0.9374999989434807
1.4,0.0,stripe,35,-0.6611217125473947,0.024087602936787588,5.845626281059665e-09,0.0011310198503568392,0.9374999989819068
1.4,0.0,stripe,36,-0.661121730848775,0.024089614739783403,5.194945843467616e-09,0.0011063465546090102,0.9374999993735428
1.4,0.0,stripe,37,-0.6611217376712276,0.02409157348321429,2.5721885716653197e-09,0.0010861370181402131,0.9374999995873364
1.4,0.0,stripe,38,-0.6611217550459765,0.02409346534910431,1.963121391310959e-09,0.0010621859381335242,0.9374999999329273
1.4,0.0,stripe,39,-0.6611217536234137,0.02409535441332846,1.0133790380206374e-09,0.0010410594152297772,0.937499999894308
1.4,0.0,stripe,40,-0.66112176936304,0.02409716345908982,5.71178145238123e-10,0.001018247800795153,0.9374999999554299
1.4,0.0,stripe,41,-0.6611217868772529,0.024098874957726255,1.5996796505308821e-09,0.000999682791453103,0.9374999999400075
1.4,0.0,stripe,42,-0.6611217953993028,0.024100515022597954,5.874758787739303e-10,0.0009820437227797362,0.9374999999503154
1.4,0.0,stripe,43,-0.6611218077153522,0.024102120377906922,5.356468025655137e-10,0.00095938008468421,0.9375000000187534
1.4,0.0,stripe,44,-0.6611218024077933,0.024103740129395698,5.847712555444938e-10,0.0009425250433687942,0.9374999997026989
1.4,0.0,stripe,45,-0.6611218113615291,0.024105220588236925,2.5688654243741146e-10,0.0009293455216893935,0.9374999997576264
1.4,0.0,stripe,46,-0.6611218178773295,0.024106713384563015,1.1900190826868017e-10,0.0009160314904443426,0.9374999999536822
1.4,0.0,stripe,47,-0.6611218295341156,0.02410814837616944,1.118321514887471e-09,0.000897268010762304,0.9374999998848762
1.4,0.0,stripe,48,-0.661121827468504,0.02410960294741986,5.003724889344664e-10,0.0008849171648900019,0.9374999999549088
1.4,0.0,stripe,49,-0.6611218382853561,0.02411096885157058,3.28821274788117e-10,0.0008711115227854443,0.9374999998551962
1.4,0.0,stripe,50,-0.6611218633016713,0.024112172476802966,1.7785211708452125e-10,0.0008617816408591434,0.9374999999566015
1.4,0.0,stripe,51,-0.6611218682445617,0.024113370152506003,1.9927649759436698e-10,0.0008436428004607489,0.9374999999574856
1.4,0.0,stripe,52,-0.6611218906001816,0.02411447364073706,2.515769257941989e-10,0.0008304980327907766,0.9374999995459063
1.4,0.0,stripe,53,-0.6611218729666238,0.02411567947320041,1.375556044686834e-10,0.0008250921814414459,0.9374999999600119
