t0,V,family,rung,physical_charge,physical_spin_odd,physical_rung_pair
1.4,-0.4,pairing,29,0.9347122343103474,-3.3948179614662344e-08,-0.053914585701916144
1.4,-0.4,pairing,30,0.9347182512938477,-6.453959418284416e-08,-0.05393123975300414
1.4,-0.4,pairing,31,0.9347168322803173,-4.3578476813244116e-08,-0.05394431654484073
1.4,-0.4,pairing,32,0.9347143453206077,-5.5905079607287966e-08,-0.05395144302454656
1.4,-0.4,pairing,33,0.9347143702568954,-4.992299634798414e-08,-0.05395145959151562
1.4,-0.4,pairing,34,0.9347169082403772,-5.042466591498318e-08,-0.05394436326034256
1.4,-0.4,pairing,35,0.9347183817360845,-5.455644426499706e-08,-0.053931307333746945
1.4,-0.4,pairing,36,0.9347124248388021,-4.7597095320650595e-08,-0.053914657745228724
1.4,-0.4,pairing,37,0.9346914691101463,-5.815995167413046e-08,-0.05389801975716745
1.4,-0.4,pairing,38,0.9346490888822383,-4.618136578704579e-08,-0.05388608095382886
1.4,-0.4,pairing,39,0.9345829478046725,-5.867706512341364e-08,-0.053884085906667746
1.4,-0.4,pairing,40,0.934497973109883,-4.530828565108003e-08,-0.05389678162486369
1.4,-0.4,pairing,41,0.934409092255514,-5.0809649099203824e-08,-0.05392676596673389
1.4,-0.4,pairing,42,0.9343425500479559,-4.4713381067151836e-08,-0.05397234179822519
1.4,-0.4,pairing,43,0.9343345708749948,-3.1201643588274486e-08,-0.0540252129885745
1.4,-0.4,pairing,44,0.9344260923241232,-4.391824152960577e-08,-0.0540686238660507
1.4,-0.4,pairing,45,0.9346528156821374,1.927791701272774e-08,-0.054076787998338746
1.4,-0.4,pairing,46,0.935031009936509,-1.936577180561283e-07,-0.054016699588199234
1.4,-0.4,pairing,47,0.9355411630433885,1.952148298428602e-07,-0.053853808178702216
1.4,-0.4,pairing,48,0.9361132990840897,-7.837717862224647e-08,-0.0535605609306531
1.4,-0.4,pairing,49,0.9366196537268163,1.9508848428384518e-07,-0.05312633771446122
1.4,-0.4,pairing,50,0.9368820395480573,-1.9737789820617468e-07,-0.052570564003599204
1.4,-0.4,pairing,51,0.9366982120610863,1.5842249427577837e-07,-0.05195141811954635
1.4,-0.4,pairing,52,0.9358890811918936,-1.9580808539865213e-07,-0.05136462961175836
1.4,-0.4,pairing,53,0.9343607822182818,5.660125123457815e-07,-0.05093593427618851
1.4,-0.4,pairing,54,0.9321719328162081,2.131047404374531e-07,-0.05080132060469825
1.4,-0.4,pairing,55,0.9295928851133091,-4.0604478498962315e-07,-0.051067340486666654
1.4,-0.4,pairing,56,0.9271393449472805,3.931747003249608e-07,-0.051764575292675
1.4,-0.4,pairing,57,0.9255568812861129,-1.781853640747677e-07,-0.05278353634368426
