id,geometry,t0,V,chi,accepted,status,iteration,ladder,label,residual,spatial_cell,charge_rms,spin_rms,bulk_density,rung_anomalous_rms,short_raw_abs,short_connected_abs,long_raw_abs,long_connected_abs,diagnostic,diagnostic_sha256,source_sha256
backfill_38,square,1.4,-0.05,200,False,maximum_iterations,60,,square__pairing_weak_other_t01400_vm0050_chi200_raw,6.5797945174640195e-06,one_ladder,0.003315158173355811,0.003327902892363358,0.9306495658499537,0.097115806313703,0.020701628641855478,0.01124730525236122,0.00964812010835025,0.00018434512294234992,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260915_square_two_basin_fine_cuts_95_5_60/square__pairing_weak_other_t01400_vm0050_chi200_raw/diagnostics.h5,d30c197026430b41641dfd2d5edb2fab690e08782556932eb0cd15d72ff6a93a,9ae557f5224b3a6a7ad1c5f0ce5d69bcc62ffbdab6952fab729f50288e7ff9be
backfill_39,square,1.4,-0.1,200,False,maximum_iterations,60,,square__stripe_weak_other_t01400_vm0100_chi200_raw,2.1548563466121883e-05,one_ladder,0.003283567702908738,0.0002673116631771098,0.9308664729079489,0.09797851842615828,0.02114539270057418,0.011519105463182204,0.009839871603880147,0.0002059140746293338,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260915_square_two_basin_fine_cuts_95_5_60/square__stripe_weak_other_t01400_vm0100_chi200_raw/diagnostics.h5,9730fe3f44837c0b473bc5a774db435895fc2b86bef2211a8c67e2fb512d6ace,9ac513efba7fbc50a90f5f170e5afb04a2dd2941cf8830559734187404cbafb2
backfill_40,square,1.4,-0.1,200,False,maximum_iterations,60,,square__pairing_weak_other_t01400_vm0100_chi200_raw,1.3347724167373128e-06,one_ladder,0.003283004669261924,1.4890007266350236e-05,0.9308685056475637,0.09797880528797115,0.021144970145047178,0.011518633006823499,0.009839921066869334,0.00020591325652850987,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260915_square_two_basin_fine_cuts_95_5_60/square__pairing_weak_other_t01400_vm0100_chi200_raw/diagnostics.h5,94bb8b730f8d05522502541e2a7d1a8bae387806ba4fe4bab5147382440d7af8,af04064898ba361bbaf10d6b5aa036bad04c9664a65ac2d9b859eee1579b4eb6
backfill_41,square,1.4,-0.15,200,False,maximum_iterations,60,,square__stripe_weak_other_t01400_vm0150_chi200_raw,4.3773115907799406e-07,one_ladder,0.003273228733994445,2.018778636303213e-06,0.931077568704659,0.09895308509825573,0.021586404749304323,0.011764579004690287,0.010055018048324576,0.00022695487608714987,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260915_square_two_basin_fine_cuts_95_5_60/square__stripe_weak_other_t01400_vm0150_chi200_raw/diagnostics.h5,bbd133e1141f380024ae848be0bf8e175d85b2460adc5d494f37f39cb330982c,530ac249df828be7f5a01e2e9bcb3771f4d7a2558606ad52dd96dca40e419def
backfill_42,square,1.4,-0.15,200,False,maximum_iterations,60,,square__pairing_weak_other_t01400_vm0150_chi200_raw,9.693160471340307e-08,one_ladder,0.003273408308792737,2.1177181655199425e-06,0.9310744029653001,0.09895286488906616,0.021587114572865548,0.011765313841122584,0.01005498024982637,0.0002269549217833195,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260915_square_two_basin_fine_cuts_95_5_60/square__pairing_weak_other_t01400_vm0150_chi200_raw/diagnostics.h5,21684059c7f66b2dae5b0841d1484254665cd71cd7d1baaafa78bb61ff7e0689,2c8a49bd53bd872df4eb5dc9f2764e4ce919ef7b93da31e2d5b5ffe272dc881a
backfill_43,square,1.25,-0.4,200,False,maximum_iterations,60,,square__stripe_weak_other_t01250_vm0400_chi200_raw,2.40613106067296e-05,one_ladder,0.03714905509443883,0.14945882861544166,0.9384578827386568,6.150208370830579e-07,0.015239477005348544,0.015239477004979754,0.000353801092143589,0.00035380109188108417,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260915_square_two_basin_fine_cuts_95_5_60/square__stripe_weak_other_t01250_vm0400_chi200_raw/diagnostics.h5,ca34c086d7a1af57011585d091f25cdb2a7b5cdf0af797c31853d126fa231cef,bc1acfff6fdf0a8f0348406a5b3f2ed27693130e0d4cc25e8a588ea276e78e98
backfill_44,square,1.25,-0.4,200,False,maximum_iterations,60,,square__pairing_weak_other_t01250_vm0400_chi200_raw,1.3741445594834742e-06,one_ladder,0.0035392106489547026,9.812855110326087e-05,0.9336924007883048,0.09350702044545212,0.01989883389012891,0.011091990820442595,0.009091539564189486,0.00030253178366670643,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260915_square_two_basin_fine_cuts_95_5_60/square__pairing_weak_other_t01250_vm0400_chi200_raw/diagnostics.h5,1acaf372d66927a491d2c50f83c41eca0ec2336ab28463d0ebbeb84926654a24,49dba968fbd46d6315cab8a6efa4c98f08f82b783341320962f7d9d322e22c23
backfill_45,square,1.3,-0.4,200,False,maximum_iterations,60,,square__stripe_weak_other_t01300_vm0400_chi200_raw,2.866725752614929e-07,one_ladder,0.0030166150790296715,1.0279321400175142e-06,0.9338616501610902,0.099056452276723,0.021521098183345102,0.01164780587317324,0.010172824097537211,0.0003159063841536435,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260915_square_two_basin_fine_cuts_95_5_60/square__stripe_weak_other_t01300_vm0400_chi200_raw/diagnostics.h5,c6e87328164d413dc9f537a295f7372664f6b31e7c3891fee99d4f2e23bfd26a,e41007d19cd863a691b8ddfaa061e9563820e8b971d5cf5cf7ed402de5b1a102
backfill_46,square,1.3,-0.4,200,False,maximum_iterations,60,,square__pairing_weak_other_t01300_vm0400_chi200_raw,6.611816338574763e-07,one_ladder,0.003017109394683611,2.5143800153840075e-07,0.9338622328545477,0.09905555602226092,0.02152090356524968,0.011647784062560904,0.010172652670513154,0.0003159016068577436,output/phase1_diagnostics/20260921_latest_correlations_retry2/results/20260915_square_two_basin_fine_cuts_95_5_60/square__pairing_weak_other_t01300_vm0400_chi200_raw/diagnostics.h5,0f688af3c997e529d1746fb5b41f85362f31cf67993374dffff458dce0045edb,9476638263639bce26bffbc93ec95b9b74bba043d0bc339059e478f51912914a
backfill_47,square,1.35,-0.4,200,False,maximum_iterations,60,,square__stripe_weak_other_t01350_vm0400_chi200_raw,4.0116943924922363e-07,one_ladder,0.002535922521176528,7.022782997763748e-07,0.9341003887116056,0.10349977012943462,0.022697165559968483,0.011927307807963517,0.011073654763475518,0.00031904361768037633,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260915_square_two_basin_fine_cuts_95_5_60/square__stripe_weak_other_t01350_vm0400_chi200_raw/diagnostics.h5,56c2219364a36e79d29d21224f4745df89e0a75a4a28c7f01da94f3d68b406cb,847809ad2e5163ce0673b3eeee4603e0a91d64b2c2cc3fc02148c02fad2367fd
backfill_48,square,1.35,-0.4,200,False,maximum_iterations,60,,square__pairing_weak_other_t01350_vm0400_chi200_raw,5.979980986022156e-07,one_ladder,0.002535939720881093,6.318266987363536e-07,0.9341018144298481,0.10349977715015589,0.022696789699168628,0.011926937913174904,0.011073647921114246,0.00031903503604237905,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260915_square_two_basin_fine_cuts_95_5_60/square__pairing_weak_other_t01350_vm0400_chi200_raw/diagnostics.h5,baf8f4f5a66428f36a408981e27399a51aade2e2eb346e16e22c34ae9034e7ff,cdd00c3bb70102890838462a1809a7a3bfb215194ba389a38f1376173b4d42fc
backfill_49,square,1.2,0.2,200,False,maximum_iterations,60,,square__stripe_weak_other_t012_vp02_chi200_raw,7.193200821769153e-05,one_ladder,0.05355254272809833,0.23299094786023905,0.9271838388896813,5.387082725569292e-10,0.007439167161703239,0.007439167161703239,1.8437882472546419e-06,1.8437882472546442e-06,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260915_square_t012_vp02_four_seeds_60/square__stripe_weak_other_t012_vp02_chi200_raw/diagnostics.h5,f1d234e9385e906c23245c8488974fe5157a6d5a0d2da3b66998211dc9d35d5c,eb44ce8394db73cdf2975835604a637656dafc8ffe9df44d45e65357fc6e83bc
backfill_50,square,1.2,0.2,200,False,maximum_iterations,60,,square__pairing_weak_other_t012_vp02_chi200_raw,5.369699418667829e-05,one_ladder,0.05355333834644449,0.23281262965096913,0.9270638448604384,4.736250347981043e-10,0.007454642942773705,0.007454642942773705,1.8700731857056582e-06,1.8700731857056633e-06,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260915_square_t012_vp02_four_seeds_60/square__pairing_weak_other_t012_vp02_chi200_raw/diagnostics.h5,ffb6c9e5b3ee7ce619966cd5d8f3c38db8f8adaa11a6ba4656a8dfd89ae36618,7a8ebb64e6d59745218baa7688747d730eade3b974bf8727a88f51788cf2cfaa
backfill_51,square,1.2,0.2,200,False,maximum_iterations,60,,square__intertwined_lambda08_t012_vp02_chi200_raw,6.408375536559098e-05,one_ladder,0.04727293199570884,0.20384335157291686,0.9277457197442507,2.430873419732111e-08,0.009615745103763142,0.009615745103762605,1.9410099513262884e-05,1.9410099512951816e-05,output/phase1_diagnostics/20260921_latest_correlations_retry2/results/20260915_square_t012_vp02_four_seeds_60/square__intertwined_lambda08_t012_vp02_chi200_raw/diagnostics.h5,63d46dceac19195f7d4b284ee4cb3c9a379a033057e6b4ba2670033304327ccf,20fb3fa826e5e74eea82d6236028583d2a2ccc0815337a072f06ffe83d4b0da0
backfill_52,square,1.2,0.2,200,False,maximum_iterations,60,,square__intertwined_lambda16_t012_vp02_chi200_raw,9.154467408634863e-05,one_ladder,0.05377474645907752,0.23450738125062173,0.9282831709438287,2.2925400363825078e-09,0.007289922524313755,0.0072899225243137555,1.7258117550583295e-06,1.7258117550583723e-06,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260915_square_t012_vp02_four_seeds_60/square__intertwined_lambda16_t012_vp02_chi200_raw/diagnostics.h5,eef252e1936eef511ef6d8c2efb4d61d009094090bb8b978cff367d728cc0b4d,30e5df4e931eab420aae3d199086ad1bbf23822ab2884f7997cc1c0940700e72
backfill_53A,trellis,1.0,0.0,200,False,maximum_iterations,60,A,trellis__one_ladder__stripe_eps005_chi200_raw60,2.326870998416164e-06,one_ladder,0.005213820521227574,1.0318183012709566e-05,0.930634867103266,0.06578930404525814,0.010325448912987359,0.005977724105524526,0.004395652169896389,4.641091245203553e-05,output/phase1_diagnostics/20260921_latest_correlations_retry2/results/20260916_trellis_two_basin_comparison_60/trellis__one_ladder__stripe_eps005_chi200_raw60/diagnostics_ladder_A.h5,7d87598c8a6e885c9736081ee306a77c4af5a6918ef408a840169242150cc5e4,b6eba891c3da1df315840beed9e2048267ef639ae200ec39dabb098f269fb805
backfill_54A,trellis,1.0,0.0,200,False,maximum_iterations,60,A,trellis__one_ladder__pairing_eps005_chi200_raw60,3.304658516417591e-07,one_ladder,0.0052153228645784085,1.1663403638412311e-05,0.9306347416477038,0.06578888229783533,0.010325412682836757,0.005977733865499498,0.004395601181457409,4.641084885632313e-05,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260916_trellis_two_basin_comparison_60/trellis__one_ladder__pairing_eps005_chi200_raw60/diagnostics_ladder_A.h5,058e32381981e7930651a014703fe5d94d04cefc7895f4951a0ffc80e59807fd,574e5ae0106a9e8e99b4d8c9212b5385f6a69850926e9d3e560b146db89eb53b
backfill_55A,trellis,1.0,0.0,200,False,maximum_iterations,60,A,trellis__two_ladder__stripe_eps005_chi200_raw60,0.023449192519348985,two_ladder,0.047813296157122945,0.2285891531148356,0.9274481280317195,5.61834098529505e-08,0.005842669859865229,0.005842669859864916,6.641346859858618e-07,6.64134685992458e-07,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260916_trellis_two_basin_comparison_60/trellis__two_ladder__stripe_eps005_chi200_raw60/diagnostics_ladder_A.h5,1fbf8fc91dae0293a4adeb9e11b0e291f1e0accf641ec3e4000e2be51dadd944,33f5182edf094f992c455aa5e7a8a76c4bd9793e30146a5ae1fab178aee6e9f2
backfill_55B,trellis,1.0,0.0,200,False,maximum_iterations,60,B,trellis__two_ladder__stripe_eps005_chi200_raw60,0.023312911329718987,two_ladder,0.04769823965636236,0.22931476583573807,0.9279451279792799,4.343902086383145e-09,0.005810406144508107,0.005810406144508091,6.54238701604734e-07,6.542387016041599e-07,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260916_trellis_two_basin_comparison_60/trellis__two_ladder__stripe_eps005_chi200_raw60/diagnostics_ladder_B.h5,b24fe60a5944bcce2c905299895098f93efb3af9979866051095679a8518c331,33f5182edf094f992c455aa5e7a8a76c4bd9793e30146a5ae1fab178aee6e9f2
backfill_56A,trellis,1.0,0.0,200,False,maximum_iterations,60,A,trellis__two_ladder__pairing_eps005_chi200_raw60,0.0262027960204117,two_ladder,0.04789143813232318,0.22811606010648225,0.9270972122994845,1.7231461114597978e-08,0.00586483343706206,0.005864833437061995,6.651759478870792e-07,6.651759478898122e-07,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260916_trellis_two_basin_comparison_60/trellis__two_ladder__pairing_eps005_chi200_raw60/diagnostics_ladder_A.h5,fbf665816f9af2a039c164b83113a0cc8c9825807d19db4904fcd077461473af,2ad237cc4d5aa532a49ed62b6809fbdb06be9b3fb0adc0026d1ffabbe182657e
backfill_56B,trellis,1.0,0.0,200,False,maximum_iterations,60,B,trellis__two_ladder__pairing_eps005_chi200_raw60,0.025992186486098457,two_ladder,0.04770347655242049,0.22929889828006336,0.9279245692772706,8.980906567227458e-10,0.005811693133363214,0.005811693133363213,6.545955545242725e-07,6.545955545240632e-07,output/phase1_diagnostics/20260921_latest_correlations_retry1/results/20260916_trellis_two_basin_comparison_60/trellis__two_ladder__pairing_eps005_chi200_raw60/diagnostics_ladder_B.h5,baafa9398f857fa3034fe9ccd35866fff25f2c8e829a155d603c9ed3642c383f,2ad237cc4d5aa532a49ed62b6809fbdb06be9b3fb0adc0026d1ffabbe182657e
square_AB_stripe_-0.4_A,square,1.4,-0.4,200,True,fixed_point,40,A,square__two_ladder__stripe_eps005_t014_vm04_chi200_raw60,1.7705029812777946e-07,two_ladder,0.002087012553959429,1.755743968553785e-07,0.9343990973766303,0.10639100224336817,0.023187244470960305,0.011814648337092858,0.011660930599238882,0.00030361128013676276,output/phase1_gpu/20260920_square_two_ladder_two_basin_60/results/square__two_ladder__stripe_eps005_t014_vm04_chi200_raw60/square__two_ladder_stripe_weak_other__square_AB_two_reference_eps005_shift08_raw__none__stripe_eps005_Bshift08/20260921T075141_1573323_242b9c6650c6/diagnostics_ladder_A.h5,11fcb0e6d81a8752c29adb27988089cab0f87e419b8d14cf06cf5101c4706ca1,f1ffe424157117e244bb58533d07e344cbd6e03aca8c083c147bd72a158aebd1
square_AB_stripe_-0.4_B,square,1.4,-0.4,200,True,fixed_point,40,B,square__two_ladder__stripe_eps005_t014_vm04_chi200_raw60,3.953225064814124e-07,two_ladder,0.00208693522149274,1.3956480107462015e-07,0.9343963215756568,0.10639128965677425,0.023187983939957822,0.011815308491852148,0.011660994598834375,0.0003036111520955281,output/phase1_gpu/20260920_square_two_ladder_two_basin_60/results/square__two_ladder__stripe_eps005_t014_vm04_chi200_raw60/square__two_ladder_stripe_weak_other__square_AB_two_reference_eps005_shift08_raw__none__stripe_eps005_Bshift08/20260921T075141_1573323_242b9c6650c6/diagnostics_ladder_B.h5,db82007bd0bef8dd4d90e6a65e5be6d2325e6622e8d8aa4a3bd8956a429949d3,f1ffe424157117e244bb58533d07e344cbd6e03aca8c083c147bd72a158aebd1
square_AB_pairing_-0.4_A,square,1.4,-0.4,200,True,fixed_point,40,A,square__two_ladder__pairing_eps005_t014_vm04_chi200_raw60,1.9221471394459669e-07,two_ladder,0.0020870296508523605,4.795687968812131e-07,0.9343989886875365,0.10639099677978897,0.023187274144603618,0.011814678813363292,0.011660930480944697,0.00030361201082552497,output/phase1_gpu/20260920_square_two_ladder_two_basin_60/results/square__two_ladder__pairing_eps005_t014_vm04_chi200_raw60/square__two_ladder_pairing_weak_other__square_AB_two_reference_eps005_shift08_raw__none__pairing_eps005_Bshift08/20260921T075209_1767067_242b9c6650c6/diagnostics_ladder_A.h5,40a14addf8771cde64ca36cc56a43da4c43aa19ee402db016a8b6e47b167458d,f02014387006d2b0d4f8c21c7b177c7d1415fb908f35012e900ec4ad3c5566de
square_AB_pairing_-0.4_B,square,1.4,-0.4,200,True,fixed_point,40,B,square__two_ladder__pairing_eps005_t014_vm04_chi200_raw60,4.6587680414215266e-07,two_ladder,0.002086995689152371,2.160654396535642e-07,0.9343956203844525,0.10639134738133553,0.023188167210819958,0.011815475050912605,0.011661006865468641,0.0003036102530404999,output/phase1_gpu/20260920_square_two_ladder_two_basin_60/results/square__two_ladder__pairing_eps005_t014_vm04_chi200_raw60/square__two_ladder_pairing_weak_other__square_AB_two_reference_eps005_shift08_raw__none__pairing_eps005_Bshift08/20260921T075209_1767067_242b9c6650c6/diagnostics_ladder_B.h5,74906a93ad930652688bbbe578e1e2e4f8ec287de827aecba459cee6664a33a0,f02014387006d2b0d4f8c21c7b177c7d1415fb908f35012e900ec4ad3c5566de
square_AB_stripe_-0.2_A,square,1.4,-0.2,200,True,fixed_point,55,A,square__two_ladder__stripe_eps005_t014_vm02_chi200_raw60,2.8645926066113436e-08,two_ladder,0.003208841577974791,1.052708012119676e-06,0.9313710739455737,0.10005163265738388,0.022007578248759055,0.011963143749826414,0.010296207099543693,0.0002475421517532656,output/phase1_gpu/20260920_square_two_ladder_two_basin_60/results/square__two_ladder__stripe_eps005_t014_vm02_chi200_raw60/square__two_ladder_stripe_weak_other__square_AB_two_reference_eps005_shift08_raw__none__stripe_eps005_Bshift08/20260921T175904_2265745_ba35d00e04fa/diagnostics_ladder_A.h5,be14de810f6c43ae55d8dfb8c49b88f98681e33f67a49809d1e21dc9bc50040b,629a52111b4893306944ad18ffde74e759f41491709b51ee0d8e29cf231c4ac0
square_AB_stripe_-0.2_B,square,1.4,-0.2,200,True,fixed_point,55,B,square__two_ladder__stripe_eps005_t014_vm02_chi200_raw60,4.021732122523082e-08,two_ladder,0.00320969774276135,1.0926378122970412e-06,0.9313668691372118,0.10005097947018374,0.022008586119832054,0.011964258836704966,0.010296101614024536,0.00024755146126919004,output/phase1_gpu/20260920_square_two_ladder_two_basin_60/results/square__two_ladder__stripe_eps005_t014_vm02_chi200_raw60/square__two_ladder_stripe_weak_other__square_AB_two_reference_eps005_shift08_raw__none__stripe_eps005_Bshift08/20260921T175904_2265745_ba35d00e04fa/diagnostics_ladder_B.h5,6025e61f903f832a017e934585b502d85348baea163302beeb75ec582269b9ce,629a52111b4893306944ad18ffde74e759f41491709b51ee0d8e29cf231c4ac0
square_AB_pairing_-0.2_A,square,1.4,-0.2,200,True,fixed_point,44,A,square__two_ladder__pairing_eps005_t014_vm02_chi200_raw60,5.047246623879516e-08,two_ladder,0.003209550504599594,1.0763523698605324e-06,0.9313681497265162,0.100051047396295,0.022008298682425535,0.01196396580766211,0.010296113598824356,0.00024755193551603746,output/phase1_gpu/20260920_square_two_ladder_two_basin_60/results/square__two_ladder__pairing_eps005_t014_vm02_chi200_raw60/square__two_ladder_pairing_weak_other__square_AB_two_reference_eps005_shift08_raw__none__pairing_eps005_Bshift08/20260921T181156_2318927_ba35d00e04fa/diagnostics_ladder_A.h5,7a6f17fdd417c965bc7a0aa49ec006d5f2d9144d16ebb3351407489baa6fbcdf,6301bd437328f76bebc7b259d4a599ffa372ef8ffcf6a91a32aa402aa9486b4f
square_AB_pairing_-0.2_B,square,1.4,-0.2,200,True,fixed_point,44,B,square__two_ladder__pairing_eps005_t014_vm02_chi200_raw60,5.030114009259984e-08,two_ladder,0.0032089076044864596,1.0425265749056836e-06,0.9313709155446107,0.10005161488894196,0.022007609167036923,0.01196317714000726,0.010296203686883354,0.00024754201798417243,output/phase1_gpu/20260920_square_two_ladder_two_basin_60/results/square__two_ladder__pairing_eps005_t014_vm02_chi200_raw60/square__two_ladder_pairing_weak_other__square_AB_two_reference_eps005_shift08_raw__none__pairing_eps005_Bshift08/20260921T181156_2318927_ba35d00e04fa/diagnostics_ladder_B.h5,4e27dec8a8b01cebdf713e71cc7db761f27e7fca43e2215eb585794b81435b8c,6301bd437328f76bebc7b259d4a599ffa372ef8ffcf6a91a32aa402aa9486b4f
