family,rung,holes,staggered_sz,pair_rung,pair_leg_to_next
pairing_weak_other,7,0.07572723822332306,-0.01155462788112438,-0.0511194874465519,0.03351754519601813
pairing_weak_other,8,0.07761649441590146,-0.007766811214729136,-0.050083020863135944,0.03279666456717066
pairing_weak_other,9,0.0772670577024509,-0.0030984483932686435,-0.04910366816448955,0.03222521273889789
pairing_weak_other,10,0.07500153511191598,0.001966643730517484,-0.04845006367201572,0.03192642965895954
pairing_weak_other,11,0.07146943180913201,0.006780840726913803,-0.048219425225242224,0.0319115337224871
pairing_weak_other,12,0.06763168973077227,0.010789850979739182,-0.048374978191080956,0.03212460541145325
pairing_weak_other,13,0.06438485137854166,0.01374416083071002,-0.048810002353790606,0.03247942353071154
pairing_weak_other,14,0.06222777777537236,0.015674062781966952,-0.04939019826280991,0.032887349591753434
pairing_weak_other,15,0.061198486697619625,0.016777371333186977,-0.04999323395798771,0.03327480598247114
pairing_weak_other,16,0.061042404043602616,0.017297272532254618,-0.050527458895361005,0.03359335500349444
pairing_weak_other,17,0.06145020822895608,0.017412947467920395,-0.05093959043425947,0.03382064090126341
pairing_weak_other,18,0.062215185797195094,0.017169967397218613,-0.05121320731057205,0.03395710319342482
pairing_weak_other,19,0.06328428227940419,0.016472357059189202,-0.05136084044623557,0.034017877198754445
pairing_weak_other,20,0.06470941807164499,0.015111737177701215,-0.051410864188317126,0.03402506155066716
pairing_weak_other,21,0.06649782016979011,0.01284350060026579,-0.051397660575238965,0.03400182250586467
pairing_weak_other,22,0.06842408308232062,0.009516126196360664,-0.051353374327860205,0.03396706992425963
pairing_weak_other,23,0.06997931628817766,0.005182835911143033,-0.05130203555383074,0.033934081103083255
pairing_weak_other,24,0.0705689747089917,0.00021177993225462988,-0.05125901253046918,0.033910084623866216
pairing_weak_other,25,0.06992138783050172,-0.004785751281194434,-0.05123164632246078,0.03389753730149132
pairing_weak_other,26,0.06832457151964944,-0.009188878435268985,-0.05122086393598201,0.03389550445275466
pairing_weak_other,27,0.0664154187393351,-0.01260423373324017,-0.05122393024640247,0.03390112405642995
pairing_weak_other,28,0.06476125004384203,-0.01495778247440789,-0.05123601673209251,0.03391112247069045
pairing_weak_other,29,0.0636253743018187,-0.016392707536794088,-0.05125205259503016,0.033922434509549584
pairing_weak_other,30,0.06299144668403978,-0.017153413549160557,-0.05126800854044391,0.033932359339287746
pairing_weak_other,31,0.06272549273198114,-0.01747077166772533,-0.05128052470495133,0.03393894551305934
pairing_weak_other,32,0.06272443185976662,-0.01747594307848939,-0.05128698352091425,0.03394134036537194
pairing_weak_other,33,0.0629829959328786,-0.017169807954014807,-0.0512876669977991,0.03393917766497333
pairing_weak_other,34,0.06359456825201715,-0.016428920988637324,-0.05128111641381241,0.03393270075840754
pairing_weak_other,35,0.06469025799941441,-0.015023292188989998,-0.051268767902275164,0.033922987757825374
pairing_weak_other,36,0.06629337200616314,-0.012705384206505368,-0.0512527154545106,0.03391163819351979
pairing_weak_other,37,0.06815645487580269,-0.009328758722230726,-0.05123640145031354,0.033901561323210136
pairing_weak_other,38,0.06973196608709809,-0.004956819042889762,-0.05122410002931575,0.03389564169037253
pairing_weak_other,39,0.07039376255189689,2.5944998790217166e-05,-0.0512209028797996,0.03389762437262595
pairing_weak_other,40,0.06985889068444129,0.005007209309558558,-0.05123143963303907,0.03390988885925437
pairing_weak_other,41,0.06840129834093256,0.009367268783791183,-0.051258586300815784,0.03393382439608762
pairing_weak_other,42,0.06662307036567539,0.012732343413703759,-0.05130153737824909,0.033966658652826304
pairing_weak_other,43,0.06504422895444861,0.015037638369849865,-0.05135263713129527,0.03400118277739797
pairing_weak_other,44,0.06387188812838374,0.016440914619816088,-0.05139671784860868,0.034024579560636106
pairing_weak_other,45,0.06304642745470423,0.017191621574880675,-0.05141005470087423,0.03401773910533512
pairing_weak_other,46,0.06241195963854429,0.017528410930793686,-0.0513611372945591,0.03395781820900204
pairing_weak_other,47,0.06187024802575214,0.017592712133287502,-0.05121506794018876,0.03382237169408488
pairing_weak_other,48,0.06145694511912203,0.017420659248902112,-0.05094306904015113,0.033596396515329155
