campaign,family,t0,V,segment_iteration,cumulative_iteration,corrected_energy_per_site,spin_rms,pair_rms
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,9,9,-0.7949658890876241,0.34866827508523207,1.1859109929337658e-07
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,10,10,-0.7949665110365892,0.34866960484351606,2.4526698426870927e-08
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,11,11,-0.79496664733344,0.34866990948964716,5.072575623517403e-09
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,12,12,-0.7949666769021337,0.3486699892809194,1.0511558268556668e-09
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,13,13,-0.7949666836307202,0.3486700057774838,2.1746938603774267e-10
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,14,14,-0.7949666890356023,0.34867001062424596,4.5084244345987396e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,15,15,-0.7949666847166019,0.3486700214250471,1.1219497036218198e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,16,16,-0.7949666865544743,0.34867002614663234,2.0637980933656414e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,17,17,-0.7949666829032307,0.34867004364891113,9.711960748514042e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,18,18,-0.7949666908817231,0.3486700298776083,1.9320847783029042e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,19,19,-0.7949666892276323,0.3486700265510143,5.018200772363389e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,20,20,-0.7949666852244762,0.3486700432916238,2.91262698202411e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,21,21,-0.7949666870408398,0.3486700500705312,2.8694143325788114e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,22,22,-0.7949666870570441,0.34867004949330505,9.746606209567381e-13
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,23,23,-0.7949666880643264,0.3486700527986026,6.948985590604792e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,24,24,-0.7949666867920526,0.3486700608847943,4.307437047476106e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,25,25,-0.7949666868552645,0.34867006908038706,5.888917274688326e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,26,26,-0.7949666844613036,0.34867008332886473,1.6723304029968316e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,27,27,-0.7949666874884477,0.34867008196353044,5.220564294837697e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,28,28,-0.7949666869376594,0.34867008562998303,3.891611050849873e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,29,29,-0.7949666872257287,0.3486700876619983,1.322357934217506e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,30,30,-0.7949666850711755,0.34867009474898314,1.1970232875099661e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,31,31,-0.7949666888645015,0.34867009543246824,1.979120674390527e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,32,32,-0.7949666876092406,0.3486700991510974,3.0325996465332812e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,33,33,-0.7949666888845663,0.3486701060568593,7.505890238115661e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,34,34,-0.7949666861313035,0.3486701105928388,2.2818436199330922e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,35,35,-0.7949666874949355,0.3486701169423078,7.259784154974e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,36,36,-0.7949666843517316,0.3486701265468708,1.0535088339311542e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,37,37,-0.7949666901221096,0.3486701252310259,1.7394695678503946e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,38,38,-0.7949666869370619,0.34867012973906275,2.0146866928572686e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,39,39,-0.7949666871477614,0.3486701351729292,2.8218157798451117e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,40,40,-0.7949666861789326,0.3486701388118234,1.0008470649331937e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,41,41,-0.7949666883894045,0.3486701451274868,4.87691091658349e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,42,42,-0.7949666869260811,0.34867015001612056,6.748881028409435e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,43,43,-0.7949666870314809,0.34867015778017146,4.0717666814802725e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,44,44,-0.7949666849999798,0.34867016274233237,6.390120225951619e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,45,45,-0.7949666892956445,0.34867016572401177,1.3762254374686532e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,46,46,-0.7949666868121054,0.34867016801896533,3.556961567079776e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,47,47,-0.7949666840036261,0.34867018703857106,3.287445466455486e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,48,48,-0.7949666870455815,0.34867018606435995,2.4853870902816033e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,49,49,-0.794966689170977,0.3486701873135093,3.976694943288973e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,50,50,-0.7949666872376416,0.3486701909575643,2.9812355973230462e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,51,51,-0.7949666878351556,0.34867019270296096,1.5002384766377696e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,52,52,-0.7949666887922822,0.3486702005311078,3.032099887263175e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,53,53,-0.7949666864357591,0.348670206241953,1.0026818432827107e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,54,54,-0.794966687421363,0.348670210730382,2.3325681816858373e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,55,55,-0.7949666868125439,0.3486702182638163,2.9888368966767937e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,56,56,-0.7949666868884275,0.34867022150316107,2.70552787442615e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,57,57,-0.7949666876083423,0.34867022678000864,8.555747993954712e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,58,58,-0.7949666845966746,0.3486702350553283,7.842231842240541e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,59,59,-0.7949666858148892,0.34867024655792334,3.334447144605769e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,-0.2,60,60,-0.7949666917430435,0.3486702353200758,3.748118375451765e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,1,1,-0.5297622031399344,0.33451072936940035,0.0005307350587381984
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,2,2,-0.5430515002990887,0.3521126464638682,8.304600762535764e-05
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,3,3,-0.5456690329666797,0.35539512400385104,1.464189076025403e-05
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,4,4,-0.5461215811794953,0.35604638449102965,2.450360397779299e-06
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,5,5,-0.5462074204741416,0.35618245576838986,4.230731199482086e-07
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,6,6,-0.5462247273980245,0.35621197606807986,7.304584805016702e-08
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,7,7,-0.5462284423444552,0.3562184805540587,1.2724969891618343e-08
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,8,8,-0.5462292521786392,0.35621992703948535,2.219289961168828e-09
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,9,9,-0.5462294327763448,0.3562202453191718,3.8944282411487965e-10
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,10,10,-0.5462294728153723,0.35622031241688035,6.869580847244151e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,11,11,-0.5462294820546797,0.3562203224248472,1.2262068083305112e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,12,12,-0.5462294843034511,0.3562203181438329,6.003765421856858e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,13,13,-0.5462294845135227,0.3562203123415083,8.246787112394477e-13
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,14,14,-0.5462294848044218,0.3562203048352566,1.9696633940774743e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,15,15,-0.5462294844986825,0.3562202989941211,8.80795105229476e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,16,16,-0.5462294847899682,0.3562202914879716,1.491736062216341e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,17,17,-0.5462294844528582,0.3562202852648293,7.419469926744736e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,18,18,-0.546229484623544,0.3562202781258223,3.214602096809612e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,19,19,-0.5462294842517151,0.35622027222628755,7.208173414206777e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,20,20,-0.5462294845806166,0.35622026493785763,5.728865952163589e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,21,21,-0.5462294847484577,0.35622025807609853,1.3611323579578123e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,22,22,-0.5462294846391552,0.3562202507049486,2.220042227870645e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,23,23,-0.5462294842183534,0.3562202453081727,6.4567048834581986e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,24,24,-0.5462294850854348,0.35622023646575807,4.618962108965114e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,25,25,-0.546229484749159,0.3562202293035982,2.1443463783059757e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,26,26,-0.5462294848020651,0.35622022217522264,7.711968062766115e-13
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,27,27,-0.546229484659505,0.35622021566175494,1.8358680452161177e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,28,28,-0.5462294845493901,0.3562202086010856,3.945488369625623e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,29,29,-0.5462294850940882,0.35622019951372225,9.725592061677353e-13
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,30,30,-0.5462294843956067,0.35622019442068287,6.691545460950965e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,31,31,-0.5462294845502699,0.35622018844505493,1.351876305179713e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,32,32,-0.5462294829084353,0.3562201884004066,3.3070919664614945e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,33,33,-0.5462294859475196,0.3562201748490668,5.026081160652049e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,34,34,-0.5462294847989007,0.3562201670759362,4.438502909703523e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,35,35,-0.5462294848312057,0.3562201599591341,1.1696264929392064e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,36,36,-0.5462294845620131,0.3562201535844212,9.083967316371768e-13
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,37,37,-0.5462294848574017,0.35622014625529724,1.2744858254927968e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,38,38,-0.5462294846928564,0.3562201393446969,1.756314793491825e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,39,39,-0.5462294847465966,0.3562201322093316,1.9414511569351124e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,40,40,-0.5462294847218228,0.356220125215693,2.969537983979779e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,41,41,-0.5462294843662161,0.3562201193241169,1.6585503816309216e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,42,42,-0.5462294842568891,0.35622011272814774,1.9277781570972644e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,43,43,-0.5462294848915261,0.35622010566952195,1.8185797651516318e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,44,44,-0.5462294851472479,0.3562200972011827,3.4484502004364564e-13
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,45,45,-0.5462294845546674,0.35622009064334526,1.5707291113853677e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,46,46,-0.5462294847273477,0.3562200839675082,1.3724370827997367e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,47,47,-0.5462294844697173,0.3562200785397002,2.328544132627093e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,48,48,-0.5462294850630868,0.3562200699979164,1.7275042728879134e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,49,49,-0.5462294850493602,0.35622006142622553,1.7837147830404072e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,50,50,-0.5462294842598571,0.3562200570650246,6.947358584816895e-13
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,51,51,-0.5462294847341634,0.3562200503989685,4.875679380372839e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,52,52,-0.5462294847977639,0.3562200434741595,5.0902348427016225e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,53,53,-0.5462294841756883,0.35622003873979596,1.0750322319657336e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,54,54,-0.5462294835613761,0.35622003503496236,8.278579831118046e-13
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,55,55,-0.546229483835151,0.35622003002028935,4.05807179800548e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,56,56,-0.5462294860626123,0.35622001599985886,1.3396087332711424e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,57,57,-0.5462294842202399,0.35622001016311783,6.36744758260571e-13
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,58,58,-0.5462294850342293,0.3562200017000635,1.6343074939447686e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,59,59,-0.5462294848803497,0.3562199946174203,9.205686311491866e-13
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.0,0.0,60,60,-0.5462294846160906,0.3562199882224281,2.7038034286842287e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,1,1,-0.5076173742020714,0.11167844428974466,0.018189751204100588
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,2,2,-0.5129509861896597,0.28470549876067575,0.006032138841478333
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,3,3,-0.5356209392331722,0.3420779689044684,0.0011838176937468696
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,4,4,-0.5442019472943861,0.35347634428142083,0.00023253943598271868
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,5,5,-0.5458641596165164,0.35564853226198134,4.582718231961519e-05
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,6,6,-0.5461571418798805,0.35608917791964956,9.36535406647604e-06
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,7,7,-0.5462144003447428,0.3561826175094913,1.9082338634479207e-06
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,8,8,-0.5462262113329571,0.3562030243581626,3.9448390948933815e-07
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,9,9,-0.546228765717918,0.35620754190358567,8.077460201090569e-08
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,10,10,-0.5462293271346526,0.35620854815980896,1.6656130065509355e-08
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,11,11,-0.546229453089889,0.3562087681634029,3.422678118352197e-09
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,12,12,-0.5462294806267651,0.35620881277861066,7.049664051505494e-10
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,13,13,-0.5462294871542889,0.35620881803069426,1.450262801746443e-10
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,14,14,-0.5462294884809981,0.3562088144453011,3.074904502638324e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,15,15,-0.5462294890804508,0.3562088085662479,6.328775853289934e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,16,16,-0.5462294887302344,0.3562088035607595,3.201618547149559e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,17,17,-0.5462294891734781,0.3562087956500578,2.4435865680471145e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,18,18,-0.5462294887402639,0.3562087915781924,3.1226849752654246e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,19,19,-0.5462294888756027,0.3562087860113084,2.6688262469393084e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,20,20,-0.5462294892544894,0.35620877894893926,4.026419014793922e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,21,21,-0.5462294889782744,0.3562087730228047,2.4741837300258407e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,22,22,-0.546229488884708,0.3562087663560636,1.5776648217520056e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,23,23,-0.5462294893052306,0.35620875925228696,1.2278314556316268e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,24,24,-0.5462294886162542,0.35620875489832354,4.2348319972501895e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,25,25,-0.5462294891001308,0.3562087489728781,2.1298575805363927e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,26,26,-0.546229489208705,0.3562087418610878,1.3918789148923062e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,27,27,-0.54622949211878,0.35620872883940363,5.4168157774948506e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,28,28,-0.5462294856991002,0.35620873054101354,8.599371126997998e-13
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,29,29,-0.5462294894575537,0.3562087239383961,1.6566665273018175e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,30,30,-0.5462294889503402,0.3562087179641722,1.8223222094043157e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,31,31,-0.5462294892392652,0.3562087120368009,1.6498833530914637e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,32,32,-0.5462294885279636,0.3562087076630224,3.1166217154851117e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,33,33,-0.5462294894761954,0.35620869962137686,6.258741551035408e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,34,34,-0.5462294894229451,0.3562086920852675,5.886208224940759e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,35,35,-0.5462294889075368,0.3562086869357832,2.6510158862245875e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,36,36,-0.5462294893130266,0.3562086800783913,5.6369723148459425e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,37,37,-0.5462294891404738,0.35620867453688665,3.6052655789331084e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,38,38,-0.5462294922395935,0.3562086601870964,1.583988924805944e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,39,39,-0.5462294853543487,0.3562086637415023,5.098837090913818e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,40,40,-0.5462294892456017,0.35620865791047884,2.6790066910701786e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,41,41,-0.5462294898311673,0.3562086485905713,4.64924397913618e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,42,42,-0.5462294889874096,0.3562086436364748,6.7569138059717496e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,43,43,-0.5462294886013577,0.3562086399015387,1.1367367372666292e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,44,44,-0.5462294894699995,0.3562086325679018,4.9950107936068335e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,45,45,-0.5462294886327982,0.3562086276829709,3.511724518342742e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,46,46,-0.546229489732366,0.3562086193970443,4.5424090608294325e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,47,47,-0.5462294891389948,0.3562086129694015,3.688460394432718e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,48,48,-0.5462294882782925,0.356208609931107,2.037149187926925e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,49,49,-0.5462294896106606,0.3562086017362706,1.555119596227634e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,50,50,-0.5462294888700097,0.35620859636617436,6.25689995991369e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,51,51,-0.5462294890627475,0.35620859053253234,3.5197148659107316e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,52,52,-0.5462294884469483,0.35620858682850887,4.703356919324705e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,53,53,-0.5462294892923689,0.3562085791659708,3.022668423734239e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,54,54,-0.5462294889273576,0.3562085729866014,1.6595841344800642e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,55,55,-0.5462294887454631,0.3562085679107928,3.708804688120954e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,56,56,-0.5462294890000632,0.35620856267295553,2.2020708885921355e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,57,57,-0.5462294888706933,0.35620855656729816,1.7151987782090437e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,58,58,-0.5462294898204839,0.3562085468393773,6.281634489538407e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,59,59,-0.5462294883038873,0.3562085441340922,3.698130056412881e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.0,0.0,60,60,-0.5462294896395004,0.3562085351648925,3.5672390510240964e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,1,1,-1.0897097399961042,0.2926443500073161,0.0006123981096302828
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,2,2,-1.0926664615098687,0.30385660003507964,0.00017290179367248986
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,3,3,-1.0933079221781237,0.30650997011120945,5.245625048560411e-05
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,4,4,-1.0934708456998312,0.30711105692961893,1.5981164587384884e-05
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,5,5,-1.093505831825384,0.3072514822476416,4.878859393825748e-06
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,6,6,-1.0935140718770473,0.30728456600356163,1.489071652602835e-06
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,7,7,-1.0935159642481755,0.30729267103872127,4.544359789177544e-07
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,8,8,-1.0935164149242278,0.307294861087528,1.386763152356474e-07
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,9,9,-1.0935165174818537,0.30729567193388924,4.2321575099446135e-08
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,10,10,-1.093516543876958,0.30729614106039216,1.2914570403440243e-08
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,11,11,-1.0935165506830649,0.3072965255899171,3.944923568550335e-09
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,12,12,-1.0935165529116544,0.3072968891468835,1.2018514671767921e-09
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,13,13,-1.0935165566085887,0.3072972333956925,3.7054989498550027e-10
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,14,14,-1.0935165552473274,0.3072975996333366,1.099597056444194e-10
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,15,15,-1.093516555031199,0.3072979751402109,3.140955875087745e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,16,16,-1.0935165534844427,0.30729835348957374,1.0128617747615752e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,17,17,-1.0935165563938112,0.30729871004912795,1.0863986954956648e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,18,18,-1.0935165549663615,0.30729908182351523,6.1254511326926555e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,19,19,-1.093516556925646,0.307299442791263,1.040439533996616e-11
