id,reference,direction,window_low,window_high,actual_low,actual_high,points,fit,exponent_or_inverse_length,r2,log_rmse,sign_changes,minimum_magnitude
backfill_2,32,1,4,12,4,12,9,power,1.5795872092270173,0.9400911153136381,0.13949652087972417,0,0.0016030732271681992
backfill_2,32,1,4,12,4,12,9,exponential,0.21977534341702157,0.9913594657914631,0.05297708473681208,0,0.0016030732271681992
backfill_2,32,1,8,20,8,20,13,power,3.212907693339313,0.9890808211489707,0.09520227508366653,0,0.00024248743416919495
backfill_2,32,1,8,20,8,20,13,exponential,0.2434113454935157,0.9993209571101472,0.02374110562869963,0,0.00024248743416919495
backfill_2,32,1,12,28,12,24,13,power,3.841570061707045,0.998373308970397,0.03326242388242755,0,0.00011801812028747541
backfill_2,32,1,12,28,12,24,13,exponential,0.21998062926959927,0.9960799540319878,0.051635327716591975,0,0.00011801812028747541
backfill_3,16,1,4,12,4,12,9,power,0.8289112127707491,0.4252590207876845,0.33711373981410814,0,0.00011019454322323497
backfill_3,16,1,4,12,4,12,9,exponential,0.13006996695441259,0.5704033366408052,0.29145453784040976,0,0.00011019454322323497
backfill_3,16,1,8,20,8,20,13,power,9.572859435457099,0.8785698734073761,1.003660266558501,0,8.679771697474726e-08
backfill_3,16,1,8,20,8,20,13,exponential,0.7486132370115168,0.9457928461779008,0.6705818737799999,0,8.679771697474726e-08
backfill_3,16,1,12,28,12,28,17,power,10.584730515183516,0.928952113027917,0.7498144463034695,0,1.6613254484841222e-08
backfill_3,16,1,12,28,12,28,17,exponential,0.5387004692610424,0.8801354393854818,0.9739207510012354,0,1.6613254484841222e-08
backfill_3,24,-1,4,12,4,12,9,power,7.158913508817255,0.9132021549887572,0.7721065696204124,0,3.6221531503545967e-06
