id,geometry,t0,V,chi,accepted,status,iteration,ladder,label,residual,spin_rms,short_raw_mean,short_raw_abs,short_connected_mean,short_connected_abs,long_raw_mean,long_raw_abs,long_connected_mean,long_connected_abs,rung_anomalous_rms,leg0_mean_2_8,leg0_negative_fraction_2_8,leg1_mean_2_8,leg1_negative_fraction_2_8,rung_leg0_mean_2_8,rung_leg0_negative_fraction_2_8,rung_leg1_mean_2_8,rung_leg1_negative_fraction_2_8
backfill_11,square,1.2,-0.2,200,False,maximum_iterations,40,,square__stripe_weak_other_t012_vm02_chi200_raw,7.687758204106198e-05,0.19829792154299947,0.010901843446260408,0.010901843446260408,0.010901843446260408,0.010901843446260408,3.224999404963796e-05,3.224999404963796e-05,3.2249994049637786e-05,3.2249994049637786e-05,1.3055482347893157e-09,0.0018644128351945,0.05042016806722689,0.0018657936949834947,0.05042016806722689,-0.0046371072717414875,1.0,-0.004664935843570436,1.0
backfill_12,square,1.2,-0.2,200,False,maximum_iterations,40,,square__pairing_weak_other_t012_vm02_chi200_raw,4.369901561225521e-05,0.19832294762215794,0.010878534458005684,0.010878534458005684,0.010878534458005424,0.010878534458005424,3.173800780835922e-05,3.173800780835922e-05,3.173800780832173e-05,3.173800780832173e-05,2.888132406791859e-08,0.001860107273038621,0.05042016806722689,0.0018599372078957914,0.05042016806722689,-0.004627861460649514,1.0,-0.0046555990628141825,1.0
backfill_13,square,1.2,0.0,200,False,maximum_iterations,40,,square__stripe_weak_other_t012_v000_chi200_raw,6.867746931557193e-05,0.21878955654634158,0.009016095194046912,0.009016095194046912,0.009016095194042999,0.009016095194042999,7.470320099873393e-06,7.470320099873393e-06,7.470320098363729e-06,7.470320098363729e-06,7.171746283117951e-08,0.0012918245542065906,0.0773109243697479,0.0012920501743541861,0.0773109243697479,-0.0037430551648983497,1.0,-0.0037701250528534417,1.0
backfill_14,square,1.2,0.0,200,False,maximum_iterations,40,,square__pairing_weak_other_t012_v000_chi200_raw,4.5860471600558516e-05,0.21876320468215993,0.009014001255914969,0.009014001255914969,0.009014001255912594,0.009014001255912594,7.5111730855937395e-06,7.5111730855937395e-06,7.5111730851857084e-06,7.5111730851857084e-06,6.142537611865835e-08,0.0012923556494233545,0.07058823529411765,0.0012906733027587206,0.0773109243697479,-0.00374255930331885,1.0,-0.0037685751513306907,1.0
backfill_15,square,1.4,-0.2,200,False,maximum_iterations,40,,square__stripe_weak_other_t014_vm02_chi200_raw,5.18294669876523e-07,4.570968514298977e-06,0.022007722402886377,0.022007722402886377,0.011963453385340637,0.011963453385340637,0.010296065668849441,0.010296065668849441,0.00024755539947320056,0.00024755539947320056,0.1000507760600974,0.003591483732377806,0.0,0.0035914530396503794,0.0,-0.006064865867976181,1.0,-0.006076917831648779,1.0
backfill_16,square,1.4,-0.2,200,False,maximum_iterations,40,,square__pairing_weak_other_t014_vm02_chi200_raw,3.9349478411342814e-08,1.162002618950033e-06,0.0220084225594134,0.0220084225594134,0.01196412071368455,0.01196412071368455,0.010296085157321689,0.010296085157321689,0.0002475537910917326,0.0002475537910917326,0.1000508804673739,0.0035916722341880598,0.0,0.0035916409015150992,0.0,-0.0060651503587804785,1.0,-0.0060772022670082335,1.0
backfill_17,square,1.4,0.0,200,False,maximum_iterations,20,,square__stripe_weak_other_t014_v000_chi200_raw_finish20,4.4803123717012706e-05,0.17689778488661473,0.014068186403755458,0.014068186403755458,0.014068186403755449,0.014068186403755449,8.187273907322939e-05,8.187273907322939e-05,8.187273907322172e-05,8.187273907322172e-05,3.0647229938514274e-09,0.0040158682818677086,0.0,0.004015994602190269,0.0,-0.00662608578378111,1.0,-0.006638518674945163,1.0
backfill_18,square,1.4,0.0,200,False,maximum_iterations,20,,square__pairing_weak_other_t014_v000_chi200_raw_finish20,0.00022325784584434783,0.17510563242072932,0.01509021850020479,0.01509021850020479,0.015090218500187914,0.015090218500187914,9.814315602787558e-05,9.814315602787558e-05,9.81431560114252e-05,9.81431560114252e-05,1.3032827857776054e-07,0.004309907685336685,0.0,0.004309770871884475,0.0,-0.007068635387474397,1.0,-0.007081782839108074,1.0
backfill_19,cubic_unfrustrated,1.0,-0.4,200,False,maximum_iterations,60,,cubic_unfrustrated__stripe_weak_other_t010_vm04_chi200_raw,9.63177278519604e-06,0.341538524899453,0.004372630410816834,0.004372630410816834,0.004372630410816834,0.004372630410816834,4.6392293629359354e-11,4.6392293629359354e-11,4.63922936293639e-11,4.63922936293639e-11,3.66704653559402e-11,-0.00015352176080893535,0.3176470588235294,-0.00015327704764982907,0.3142857142857143,-0.0014988318257551092,0.9394957983193277,-0.0015007029961638988,0.9394957983193277
backfill_20,cubic_unfrustrated,1.0,-0.4,200,False,maximum_iterations,60,,cubic_unfrustrated__pairing_weak_other_t010_vm04_chi200_raw,1.3136398365996404e-05,0.3416168653827044,0.004264253574370984,0.004264253574370984,0.004264253574370984,0.004264253574370984,4.059257114805795e-11,4.059257114805795e-11,4.059257114804804e-11,4.059257114804804e-11,1.1628124244555366e-11,-0.00015798117514391832,0.31932773109243695,-0.00015783010612497876,0.31932773109243695,-0.0014652851957328084,0.9361344537815126,-0.0014671160258421792,0.9378151260504202
