branch	seed	iteration	chemical_potential	density	mu_evaluations	wall_hours	field_rel_residual
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	3	1.656123803543027	0.9369390490596546	1	0.04413021279705896	0.01073546787976788
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	4	1.656123803543027	0.9369875045759954	1	0.03980866445435418	0.003515724469831728
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	5	1.656123803543027	0.9369828488247981	1	0.03960300227006276	0.002625089406181711
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	6	1.656123803543027	0.9369850073652497	1	0.04380455831686655	0.00282415304983262
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	7	1.656123803543027	0.9369877150032671	1	0.03954044838746389	0.003107372520902627
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	8	1.656123803543027	0.9369906195081124	1	0.03961949500772688	0.003420505099938023
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	9	1.656123803543027	0.9369945889407234	1	0.04388336002826691	0.00376647780170365
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	10	1.656123803543027	0.9369992140295785	1	0.04396667745378283	0.004146192651409805
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	11	1.656123803543027	0.9370048051649339	1	0.04393615365028381	0.004564308978181564
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	12	1.656123803543027	0.9370116908623881	1	0.04392362833023071	0.005022497908073265
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	13	1.656123803543027	0.9370197497587919	1	0.04381380663977729	0.005523386186026325
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	14	1.656123803543027	0.9370297808842568	1	0.04392856273386214	0.00607243189715712
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	15	1.656123803543027	0.9370415473942716	1	0.03966292083263397	0.006671550803593836
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	16	1.656123803543027	0.9370564513989068	1	0.03965893831517962	0.007325747948843445
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	17	1.656123803543027	0.9370741281173115	1	0.03982835835880703	0.008037175548518809
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	18	1.656123803543027	0.9370956110366677	1	0.03980575111177233	0.008808379088417553
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	19	1.656123803543027	0.9371218693307278	1	0.04392646253108978	0.009641155746022438
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	20	1.656123803543027	0.9371531074195134	1	0.03967941304047903	0.01053664035467354
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	21	1.656123803543027	0.9371908529281734	1	0.04436308695210351	0.01149350478263515
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	22	1.656123803543027	0.9372125252623942	1	0.03963870300187005	0.01200619608517045
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	23	1.656123803543027	0.9370198078963488	1	0.03980070140626695	0.004651637385397886
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	24	1.656123803543027	0.9370136069550534	1	0.03957500888241662	0.004151380779183033
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	25	1.656123803543027	0.9369881747512379	1	0.04359241366386413	0.001842506521199725
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	1	1.676511338689997	0.9369947123072974	11	0.2713677680492401	0.9972991056998879
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	2	1.656135747798851	0.9372077744858581	5	0.144437441362275	0.07523922905512734
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	3	1.656135747798851	0.9369466683069099	1	0.0399957142273585	0.0112778840874147
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	4	1.656135747798851	0.9369906224246075	1	0.0397956242163976	0.003566982246850896
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	5	1.656135747798851	0.9369868489904226	1	0.03977775361802843	0.002448580917002643
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	6	1.656135747798851	0.9369877198821743	1	0.04417633281813727	0.002602313288254648
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	7	1.656135747798851	0.9369898039989355	1	0.0440045835574468	0.002855627446630721
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	8	1.656135747798851	0.9369916349585625	1	0.03968708667490217	0.003141121862202722
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	9	1.656135747798851	0.9369943313971986	1	0.03981969217459361	0.003455921117619734
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	10	1.656135747798851	0.9369977229304155	1	0.03980895280838013	0.003803440926372359
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	11	1.656135747798851	0.9370018256986018	1	0.03985720800028907	0.004186099303474544
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	12	1.656135747798851	0.9370068606041778	1	0.03966378331184387	0.004606776104229975
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	13	1.656135747798851	0.93701312880552	1	0.0395176938507292	0.005067559305306636
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	14	1.656135747798851	0.9370208060319339	1	0.03964875333838993	0.005572941390748006
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	15	1.656135747798851	0.93703021491774	1	0.03975235720475515	0.006124882320392213
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	16	1.656135747798851	0.937041645580391	1	0.03956446607907613	0.006727197076587442
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	17	1.656135747798851	0.9370556220293876	1	0.03954594446553125	0.007384528859072583
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	18	1.656135747798851	0.9370725247859798	1	0.03949850777784984	0.008099505669262206
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	19	1.656135747798851	0.9370934135730127	1	0.03954169558154212	0.008874439957690718
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	20	1.656135747798851	0.9371185491133082	1	0.03958151552412245	0.009710183899494209
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	21	1.656135747798851	0.937148990181171	1	0.03958498722977109	0.01060784433516138
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	22	1.656135747798851	0.9371668585658286	1	0.03960249304771423	0.01108983539812391
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	23	1.656135747798851	0.9370250472814325	1	0.03952638473775652	0.003886303316796722
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	24	1.656135747798851	0.9370196811289083	1	0.0396249775091807	0.003465518805771459
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	25	1.656135747798851	0.9369979435079603	1	0.03962069001462724	0.001566295164098141
