geometry	rung	charge_even	charge_even_centered	charge_odd	spin_even	spin_odd	beta_nn	beta_nn_centered
cubic_unfrustrated	24	-0.01693692621125469	-0.00413918428855958	6.035051951236436e-09	1.915134717478395e-15	1.160009588385691e-14	0.04692976188980361	0.002186134297114506
cubic_unfrustrated	25	-0.01731170202011192	-0.004513960097416805	2.645320811359153e-09	2.239528007486058e-15	4.081804338973427e-15	0.04697325986774464	0.002229632275055536
cubic_unfrustrated	26	-0.01710232918751706	-0.004304587264821948	-4.215914260058407e-09	-9.065664885454794e-15	-6.17735029795341e-15	0.04673749183345596	0.001993864240766849
cubic_unfrustrated	27	-0.01635951459317555	-0.003561772670480436	-2.373842490632772e-09	-2.784231178942775e-15	-2.756475603327146e-14	0.04627039134162599	0.001526763748936885
cubic_unfrustrated	28	-0.01522547763993908	-0.002427735717243969	-6.402187406086279e-09	-3.040536572518349e-15	2.767187520791303e-14	0.04565909761707225	0.0009154700243831429
cubic_unfrustrated	29	-0.01390754199608477	-0.001109800073389658	-1.133690491657291e-08	4.597017211338539e-16	-2.746761151861676e-14	0.04501428221990091	0.0002706546272117985
cubic_unfrustrated	30	-0.01264135769854388	0.0001563842241512313	-1.611025421573153e-09	-8.183557997920587e-16	6.024260951198457e-15	0.04445072585105975	-0.0002929017416293603
cubic_unfrustrated	31	-0.01165025289935658	0.001147489023338538	-8.5995402630476e-09	8.868773770931426e-16	-2.318891606511997e-15	0.04406764857457672	-0.0006759790181123868
cubic_unfrustrated	32	-0.01110751665689638	0.00169022526579873	-4.895691680176228e-09	-2.580401170515501e-15	2.445006003215511e-14	0.04393207120887069	-0.0008115563838184126
cubic_unfrustrated	33	-0.01110751245068827	0.001690229472006841	6.85858165053177e-09	-1.579899405745877e-15	-8.092918696300799e-15	0.04406764111672812	-0.0006759864759609893
cubic_unfrustrated	34	-0.0116502508144827	0.001147491108212412	7.823595646327952e-09	3.421308375495258e-15	3.331579803700357e-14	0.04445070911962323	-0.0002929184730658743
cubic_unfrustrated	35	-0.01264135468664715	0.0001563872360479633	5.715771157592531e-09	4.677248172102466e-15	-5.081482110091962e-14	0.04501425629824771	0.0002706287055586065
cubic_unfrustrated	36	-0.013907539608899	-0.001109797686203888	2.59451358921442e-09	-4.432652161989736e-15	7.900928175597066e-14	0.04565908223725557	0.0009154546445664588
cubic_unfrustrated	37	-0.01522548787812151	-0.002427745955426393	1.147685040753244e-09	-5.376341732921119e-15	-6.823404688494072e-14	0.04627036699896394	0.001526739406274832
cubic_unfrustrated	38	-0.01635953273281328	-0.003561790810118166	3.588060584758246e-09	-2.193557835372673e-15	7.350803993277921e-14	0.04673747213935955	0.001993844546670447
cubic_unfrustrated	39	-0.01710234777712324	-0.004304605854428128	2.497999879863544e-09	2.745199900733297e-15	-5.387270490819773e-14	0.04697326647359211	0.002229638880903002
cubic_unfrustrated	40	-0.01731172179625327	-0.004513979873558158	-3.788211352245829e-09	4.478188653234128e-15	4.87969040174896e-14	0.04692977497252191	0.002186147379832803
cubic_unfrustrated	41	-0.0169369548261243	-0.004139212903429185	-3.132462589663931e-09	3.392251757272646e-15	-4.228995625910059e-14	0.04660769320426945	0.001864065611580347
cubic_unfrustrated	42	-0.01602993416951246	-0.003232192246817346	-3.206450781972903e-09	3.530162273612802e-16	5.90959572943639e-14	0.04605729124779018	0.00131366365510107
cubic_unfrustrated	43	-0.01473852032762551	-0.001940778404930397	-8.748923410392684e-09	5.230191280070073e-16	-4.716019241790548e-14	0.04537094477245653	0.0006273171797674254
