branch	seed	rung	charge_even	charge_odd	spin_even	spin_odd
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	39	-0.0001207620226850566	0	0	-0.0001773493660604444
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	40	-0.00013959937876252	0	0	4.107216131830223e-05
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	41	-0.0001368540296492867	0	0	9.72643281308625e-05
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	42	-0.0001129571257695753	0	0	-0.0002321743654359646
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	43	-7.1661617957793e-05	0	0	0.0003583080897889642
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	44	-1.945286562617248e-05	0	0	-0.0004706636652852252
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	45	3.546987321208873e-05	0	0	0.0005647856288478752
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	46	8.448111554092597e-05	0	0	-0.0006369415717244005
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	47	0.0001198837645431439	0	0	0.000684270148246433
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	48	0.0001361179199997892	0	0	-0.0007048945425617685
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	49	0.0001306340471437811	0	0	0.0006979968938126001
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	50	0.0001042933749156694	0	0	-0.0006638507284277086
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	51	6.123264204591609e-05	0	0	0.0006038101134252833
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	52	8.214432263660453e-06	0	0	-0.000520255960852407
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	53	-4.643487308719288e-05	0	0	0.0004165016126599672
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	54	-9.413273305704481e-05	0	0	-0.0002966614500470676
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	55	-0.0001273883143448801	0	0	0.0001654877375745863
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	56	-0.0001409789085123537	0	0	-2.818217199852396e-05
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	57	-0.0001327701456855417	0	0	-0.0001098103911412747
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	58	-0.0001040511921704817	0	0	0.0002430178533998808
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	59	-5.93322900094135e-05	0	0	-0.0003661578696241008
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	60	-5.636434399704818e-06	0	0	0.0004743473194779015
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	61	4.860357067997618e-05	0	0	-0.0005632959476980107
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	62	9.486946389557997e-05	0	0	0.0006294764942706504
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	63	0.00012589529885413	0	0	-0.0006702645680131029
square__stripe_pairing_m004_chi200_loose	stripe + d-wave, m=4	64	0.0001368085433739683	0	0	0.0006840427168698414
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	1	0.0001368085433739683	0	0	-0.0006947334742918748
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	2	0.000119883764543144	0	0	0.000673250429919269
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	3	7.323157392482026e-05	0	0	-0.0006101299248655755
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	4	8.214432263660507e-06	0	0	0.0005092756737524974
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	5	-5.933229000941331e-05	0	0	-0.0003769250508595353
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	6	-0.0001129571257695751	0	0	0.000221263337044934
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	7	-0.00013959937876252	0	0	-5.191749755145349e-05
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	8	-0.0001327701456855416	0	0	-0.0001206392017749994
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	9	-9.413273305704502e-05	0	0	0.0002857349180893704
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	10	-3.30975475149173e-05	0	0	-0.0004331592362308705
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	11	3.546987321208884e-05	0	0	0.0005537946362139741
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	12	9.486946389558029e-05	0	0	-0.0006401803701500441
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	13	0.0001306340471437811	0	0	0.0006869738753902888
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	14	0.0001340529136026206	0	0	-0.0006912811875969436
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	15	0.0001042933749156692	0	0	0.0006528359192050316
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	16	4.860357067997635e-05	0	0	-0.0005740157342752116
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	17	-1.945286562617248e-05	0	0	0.0004596953008433956
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	18	-8.330032253199331e-05	0	0	-0.0003169448149919433
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	19	-0.0001273883143448801	0	0	0.0001545927415501436
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	20	-0.0001409789085123537	0	0	1.732018608769101e-05
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	21	-0.0001207620226850567	0	0	-0.0001881619394118276
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	22	-7.166161795779297e-05	0	0	0.0003473667371459372
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	23	-5.636434399704845e-06	0	0	-0.0004850884905074411
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	24	6.123264204591588e-05	0	0	0.0005928097387778845
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	25	0.0001126591895396021	0	0	-0.0006638684153026403
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	26	0.0001361179199997892	0	0	0.0006938698658514783
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	27	0.0001258952988541303	0	0	-0.0006809586378883294
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	28	8.448111554092613e-05	0	0	0.000625933231826665
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	29	2.196207822825497e-05	0	0	-0.0005321967174300319
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	30	-4.643487308719288e-05	0	0	0.0004055462695075733
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	31	-0.0001040511921704814	0	0	-0.0002538146391594181
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	32	-0.0001368540296492865	0	0	8.638573393607074e-05
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	33	-0.0001368540296492866	0	0	8.638573393606987e-05
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	34	-0.0001040511921704814	0	0	-0.0002538146391594182
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	35	-4.643487308719329e-05	0	0	0.0004055462695075727
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	36	2.196207822825492e-05	0	0	-0.000532196717430032
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	37	8.448111554092591e-05	0	0	0.0006259332318266648
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	38	0.0001258952988541301	0	0	-0.0006809586378883295
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	39	0.0001361179199997893	0	0	0.0006938698658514785
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	40	0.0001126591895396024	0	0	-0.0006638684153026408
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	41	6.123264204591604e-05	0	0	0.0005928097387778848
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	42	-5.636434399704818e-06	0	0	-0.0004850884905074413
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	43	-7.166161795779262e-05	0	0	0.0003473667371459381
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	44	-0.0001207620226850566	0	0	-0.0001881619394118281
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	45	-0.0001409789085123537	0	0	1.732018608769108e-05
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	46	-0.0001273883143448802	0	0	0.0001545927415501426
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	47	-8.330032253199343e-05	0	0	-0.0003169448149919428
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	48	-1.945286562617289e-05	0	0	0.0004596953008433947
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	49	4.860357067997618e-05	0	0	-0.0005740157342752111
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	50	0.0001042933749156691	0	0	0.0006528359192050314
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	51	0.0001340529136026205	0	0	-0.0006912811875969434
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	52	0.0001306340471437812	0	0	0.0006869738753902887
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	53	9.486946389558051e-05	0	0	-0.0006401803701500444
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	54	3.546987321208873e-05	0	0	0.0005537946362139737
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	55	-3.309754751491706e-05	0	0	-0.0004331592362308708
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	56	-9.413273305704474e-05	0	0	0.0002857349180893712
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	57	-0.0001327701456855417	0	0	-0.0001206392017749988
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	58	-0.00013959937876252	0	0	-5.191749755145335e-05
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	59	-0.0001129571257695753	0	0	0.0002212633370449333
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	60	-5.933229000941386e-05	0	0	-0.0003769250508595342
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	61	8.214432263660453e-06	0	0	0.0005092756737524974
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	62	7.323157392482004e-05	0	0	-0.0006101299248655752
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	63	0.0001198837645431437	0	0	0.0006732504299192688
square__stripe_pairing_m005_chi200_loose	stripe + d-wave, m=5	64	0.0001368085433739684	0	0	-0.000694733474291875
