family,iteration,channel,absolute,applied_rms,contraction,cosine,factor,measured_rms,passes,relative
stripe,39,charge_modulation,2.1106513600625473e-05,0.0034996515471935035,0.9799796328765719,0.9999339450493415,49.94913399114368,0.003499663335678267,0,0.0025212412462523952
stripe,40,charge_modulation,2.0459469376683803e-05,0.003499663335678267,0.9769264625711138,0.9998574934720552,43.339691760834285,0.0034996639331341473,0,0.002463417924634954
stripe,41,charge_modulation,2.0007427982368133e-05,0.0034996639331341473,0.9831876500470382,0.9998829731603827,59.48008474709591,0.003499648880516141,0,0.00242228555282849
stripe,42,charge_modulation,1.940341369765803e-05,0.003499648880516141,0.9839163165063407,0.9997396353937152,62.174812156321785,0.0034996491358932754,0,0.0023839570539020576
stripe,43,charge_modulation,1.8931773145257694e-05,0.0034996491358932754,0.9725588067328138,0.9999370522157177,36.441563975127366,0.0034996440254030964,0,0.0023186843836896626
stripe,44,charge_modulation,1.840369132471032e-05,0.0034996440254030964,0.9845949433850499,0.9997632045846209,64.91375039995214,0.0034996768965075,0,0.002283487529619219
stripe,45,charge_modulation,1.805941676340326e-05,0.0034996768965075,0.9892912424891414,0.9998026931620604,93.38151498771012,0.003499656088141186,0,0.0022594800262448235
stripe,46,charge_modulation,1.764751121152014e-05,0.003499656088141186,0.9839790223409866,0.9998266431913272,62.41816331585714,0.0034996698968222557,0,0.0022236708824924485
stripe,47,charge_modulation,1.7166531053859624e-05,0.0034996698968222557,0.9772514021373742,0.9999513320942034,43.95875324003689,0.0034996752620961484,0,0.0021731879208040346
stripe,48,charge_modulation,1.665165336309834e-05,0.0034996752620961484,0.9894982880094314,0.9997207760218009,95.22256951038864,0.0034997000565825448,0,0.0021509510894832445
stripe,49,charge_modulation,1.6292482561795427e-05,0.0034997000565825448,0.9813396273563061,0.9998754861487212,53.58949786771488,0.0034996957783229848,0,0.0021110763988678944
stripe,50,charge_modulation,1.5882525009201093e-05,0.0034996957783229848,0.9907608591032377,0.9997835940151296,108.2351715569613,0.003499655276164741,0,0.0020920271506466048
stripe,51,charge_modulation,1.5381279051172002e-05,0.003499655276164741,0.9762078497166812,0.9999034196610297,42.030669279233706,0.003499654953867827,0,0.002042474224510314
stripe,52,charge_modulation,1.5230350490637139e-05,0.003499654953867827,0.9865307500843544,0.9997829848807965,74.24318401267635,0.0034996311596698954,0,0.0020154011868288037
stripe,53,charge_modulation,1.522090607436119e-05,0.0034996311596698954,0.9963910024368557,0.9997216280707906,277.0852522074781,0.0034996758674497603,0,0.002008674767232328
stripe,54,charge_modulation,1.4908541732365672e-05,0.0034996758674497603,0.9721598884492643,0.999901304897527,35.91939630621102,0.0034996775383629836,0,0.0019529448513980886
stripe,55,charge_modulation,1.490209018591409e-05,0.0034996775383629836,0.987273992688848,0.9998920970846518,78.57924135590287,0.0034996578647491033,0,0.0019282997301034626
stripe,56,charge_modulation,1.4854885315800613e-05,0.0034996578647491033,0.990726245660338,0.9997324726906398,107.83119364324699,0.0034996581785493625,0,0.0019109389487349717
stripe,57,charge_modulation,1.4702151900396025e-05,0.0034996581785493625,0.975495966640574,0.9998085365410253,40.80960817070264,0.0034996411304004864,0,0.0018644702149038437
stripe,58,charge_modulation,1.4604137543426828e-05,0.0034996411304004864,0.9903580023931213,0.9997636549336419,103.71294837146533,0.0034996485935341647,0,0.0018469345686955838
stripe,59,charge_modulation,1.4847134812491156e-05,0.0034996485935341647,0.9924705724640817,0.9997062812216116,132.81222180964025,0.0034996684522275784,0,0.0018335563572035565
stripe,60,charge_modulation,1.5076475589104708e-05,0.0034996684522275784,1.0038301878680713,0.9997729413128236,inf,0.003499720214875305,0,0.001840970007645544
stripe,61,charge_modulation,1.479213672878326e-05,0.003499720214875305,0.9887780390729309,0.9995784139323716,89.11098572691063,0.0034997366679277854,0,0.0018210698941556144
stripe,62,charge_modulation,1.5011121908509867e-05,0.0034997366679277854,0.9935376288481035,0.9995320720115509,154.74196335915016,0.0034997246069382575,0,0.0018101484837448288
stripe,63,charge_modulation,1.465888336954664e-05,0.0034997246069382575,0.9812065456379174,0.9999104853828846,53.2100156114773,0.003499726261710282,0,0.0017762938262990042
stripe,64,charge_modulation,1.4504787307250029e-05,0.003499726261710282,0.9805404248695879,0.9998437286131846,51.388583424782304,0.0034997229415027723,0,0.0017420001279082724
stripe,65,charge_modulation,1.42671081062749e-05,0.0034997229415027723,0.9813346364467802,0.9999676062527019,53.57516863514287,0.003499715049413338,0,0.001709542062483098
stripe,66,charge_modulation,1.424913237740768e-05,0.003499715049413338,0.9941190624580775,0.9993955364017532,170.04091488329087,0.003499746894838094,0,0.0017005046137092835
stripe,67,charge_modulation,1.399385116870877e-05,0.003499746894838094,0.9843820505089828,0.9998440799798891,64.02889192176961,0.0034997258613723064,0,0.0016742072609729304
stripe,68,charge_modulation,1.3834946625604187e-05,0.0034997258613723064,0.9802724374346404,0.999923864980552,50.69049948197558,0.0034997287742951563,0,0.0016413126913908153
stripe,69,charge_modulation,1.3693896913424992e-05,0.0034997287742951563,0.9947192917514341,0.9999575448809108,189.36853787966444,0.00349973135501242,0,0.0016327135110495799
stripe,70,charge_modulation,1.3517526177759566e-05,0.00349973135501242,0.9815435540625522,0.9998436738069516,54.181612396513415,0.0034997520784476456,0,0.0016028204957124997
stripe,71,charge_modulation,1.3408116640020902e-05,0.0034997520784476456,0.98475016471435,0.9998171086741137,65.57447875787817,0.0034997553157926353,0,0.0015786650112658788
stripe,72,charge_modulation,1.3471296500257648e-05,0.0034997553157926353,1.0081499355561516,0.9993141141604399,inf,0.0034997606971683875,0,0.0015926209383183656
stripe,73,charge_modulation,1.3211618946453937e-05,0.0034997606971683875,0.9737626155740406,0.9999191737592029,38.113555214390836,0.0034997535054378873,0,0.001550960088788477
stripe,74,charge_modulation,1.3238703094731359e-05,0.0034997535054378873,0.9948098375145353,0.9998870700132096,192.67219529264347,0.003499748968913795,0,0.0015430877853672635
stripe,75,charge_modulation,1.3140608766135618e-05,0.003499748968913795,0.9875537191301367,0.9999583425365347,80.34528631129801,0.0034997555687662166,0,0.0015239446666276647
stripe,76,charge_modulation,1.2984822203999935e-05,0.0034997555687662166,0.9833899591283476,0.9999098239712111,60.2045478230372,0.0034997404295654595,0,0.001498767036288255
stripe,77,charge_modulation,1.2796886451178768e-05,0.0034997404295654595,0.987319942850561,0.9999492196412453,78.86399786804147,0.0034997468905903772,0,0.0014798414007969845
stripe,78,charge_modulation,1.263760592666325e-05,0.0034997468905903772,0.982380594629442,0.9999197700086445,56.75560434468471,0.0034997367216228364,0,0.0014538841203826178
stripe,79,charge_modulation,1.2536060596929875e-05,0.0034997367216228364,0.9907718059369856,0.9999441019573029,108.36356422194089,0.0034997348356088556,0,0.00144055210509428
stripe,80,charge_modulation,1.2446598283036986e-05,0.0034997348356088556,0.9928733769853337,0.9998723710977492,140.31891373263963,0.003499742313029156,0,0.0014304661170147703
stripe,1,charge_uniform,2.3418536138040957e-06,0.004266826000992936,nan,nan,1.0,0.004264484147379132,0,0.0005488514444364783
stripe,2,charge_uniform,5.186538935327695e-07,0.004264484147379132,-0.22147152600638884,-1.0,1.0,0.004265002801272665,0,0.00012160692916262671
stripe,3,charge_uniform,8.907943358470172e-08,0.004265002801272665,0.171751209612916,1.0,1.2073666893405877,0.00426509188070625,1,2.0885700959377972e-05
stripe,4,charge_uniform,1.6560196854434328e-08,0.00426509188070625,0.18590370625435068,1.0,1.22835591769987,0.004265108440903104,1,3.8827141405407816e-06
stripe,5,charge_uniform,3.53806943031304e-09,0.004265108440903104,0.21364899592758468,1.0,1.2716967293500265,0.004265111978972534,1,8.295372894676874e-07
stripe,6,charge_uniform,8.371926806319263e-10,0.004265111978972534,0.2366241525559473,1.0,1.3099707088562156,0.004265112816165215,1,1.9628851960465857e-07
stripe,7,charge_uniform,2.2447609916709244e-10,0.004265112816165215,0.2681295529216217,1.0,1.3663620439819546,0.004265113040641314,1,5.2630750235248065e-08
stripe,8,charge_uniform,6.528655047133292e-11,0.004265113040641314,0.29083965158685254,1.0,1.4101183212480082,0.004265113105927865,1,1.530710882686662e-08
stripe,9,charge_uniform,4.749019580363445e-11,0.004265113105927865,0.7274116255305482,1.0,3.668535028121924,0.0042651131534180604,1,1.1134568789945424e-08
stripe,10,charge_uniform,2.8553466015213136e-11,0.0042651131534180604,-0.6012497007440833,-1.0,1.0,0.004265113124864594,1,6.694656152869097e-09
stripe,11,charge_uniform,2.081793938624177e-12,0.004265113124864594,-0.07290862473631075,-1.0,1.0,0.004265113126946388,1,4.880981762175765e-10
stripe,12,charge_uniform,3.08681899485741e-13,0.004265113126946388,-0.14827687493880579,-1.0,1.0,0.0042651131266377065,1,7.237367223287278e-11
stripe,13,charge_uniform,6.2585405607995526e-12,0.0042651131266377065,-20.275048751566512,-1.0,1.0,0.004265113132896247,1,1.4673797308043874e-09
stripe,14,charge_uniform,1.909679012146448e-12,0.004265113132896247,0.30513168263344753,1.0,1.4391215932679897,0.004265113134805926,1,4.4774404612208335e-10
stripe,15,charge_uniform,3.496980482964318e-12,0.004265113134805926,-1.8311875769288417,-1.0,1.0,0.0042651131313089456,1,8.199033349026133e-10
stripe,16,charge_uniform,1.303178398526228e-11,0.0042651131313089456,-3.726581846466442,-1.0,1.0,0.0042651131443407295,1,3.055436876874843e-09
stripe,17,charge_uniform,2.135034336825381e-12,0.0042651131443407295,-0.16383285199017295,-1.0,1.0,0.004265113142205695,1,5.005809376143524e-10
stripe,18,charge_uniform,6.4077597394796015e-12,0.004265113142205695,3.0012443495440024,1.0,inf,0.0042651131357979355,0,1.5023657112565696e-09
stripe,19,charge_uniform,9.432541553389129e-13,0.0042651131357979355,-0.1472049817235373,-1.0,1.0,0.00426511313674119,1,2.2115571735093935e-10
stripe,20,charge_uniform,8.103990568886221e-12,0.00426511313674119,-8.591523846480637,-1.0,1.0,0.004265113128637199,1,1.900064619406127e-09
stripe,21,charge_uniform,3.163101291309145e-11,0.004265113128637199,-3.903140390430968,-1.0,1.0,0.004265113160268212,1,7.416218919523891e-09
stripe,22,charge_uniform,3.172685551777743e-11,0.004265113160268212,-1.003030020092917,-1.0,1.0,0.0042651131285413564,1,7.43869021186352e-09
stripe,23,charge_uniform,2.240869816094726e-12,0.0042651131285413564,-0.0706300633808196,-1.0,1.0,0.004265113130782226,1,5.253951647664146e-10
stripe,24,charge_uniform,6.322517162593577e-12,0.004265113130782226,2.8214567027423927,1.0,inf,0.004265113137104743,0,1.4823797070211946e-09
stripe,25,charge_uniform,7.867008260109554e-12,0.004265113137104743,-1.244284207981874,-1.0,1.0,0.004265113129237735,1,1.8445016596792691e-09
stripe,26,charge_uniform,2.0737404848869545e-13,0.004265113129237735,0.02635996323280937,1.0,1.0270736229380348,0.004265113129030361,1,4.862099602168291e-11
stripe,27,charge_uniform,2.3573157315048832e-14,0.004265113129030361,0.11367457734873644,1.0,1.128253770504181,0.004265113129006788,1,5.526971173308127e-12
stripe,28,charge_uniform,3.062817274107621e-11,0.004265113129006788,-1299.281735227022,-1.0,1.0,0.004265113159634961,1,7.1810926450771095e-09
stripe,29,charge_uniform,8.677556936897979e-12,0.004265113159634961,-0.28331944612746324,-1.0,1.0,0.004265113150957404,1,2.0345431907932466e-09
stripe,30,charge_uniform,2.7233238233947965e-11,0.004265113150957404,-3.1383531599947303,-1.0,1.0,0.004265113178190642,1,6.385115024192845e-09
stripe,31,charge_uniform,4.8460428378471754e-11,0.004265113178190642,-1.779458908344684,-1.0,1.0,0.004265113129730214,1,1.136204981060544e-08
stripe,32,charge_uniform,1.821229625442733e-11,0.004265113129730214,-0.37581789645338814,-1.0,1.0,0.00426511314794251,1,4.27006168950358e-09
stripe,33,charge_uniform,2.6310557899034137e-11,0.00426511314794251,1.4446590112237032,1.0,inf,0.004265113174253068,0,6.1687830601685735e-09
stripe,34,charge_uniform,2.6591894485006318e-11,0.004265113174253068,1.010692916016901,1.0,inf,0.004265113200844962,0,6.234745300485388e-09
stripe,35,charge_uniform,2.6222695889699388e-12,0.004265113200844962,-0.09861161228841706,-1.0,1.0,0.004265113198222693,1,6.148182862884954e-10
stripe,36,charge_uniform,2.6725941772165474e-11,0.004265113198222693,10.191912336009574,1.0,inf,0.004265113171496751,0,6.26617408028054e-09
stripe,37,charge_uniform,1.4589658474395417e-11,0.004265113171496751,0.5458987600425834,1.0,2.202152101795131,0.004265113156907092,1,3.4206966820708033e-09
stripe,38,charge_uniform,2.3583740862975766e-11,0.004265113156907092,1.616469700395304,1.0,inf,0.0042651131333233516,0,5.529452559724782e-09
stripe,39,charge_uniform,2.6354404769612927e-12,0.0042651131333233516,-0.1117481951770715,-1.0,1.0,0.004265113135958792,1,6.179063469013581e-10
stripe,40,charge_uniform,4.171069739600242e-12,0.004265113135958792,-1.5826841000824103,-1.0,1.0,0.004265113131787722,1,9.779505505807855e-10
stripe,41,charge_uniform,1.052445457172535e-12,0.004265113131787722,-0.25232027342544555,-1.0,1.0,0.004265113132840168,1,2.4675675049953585e-10
stripe,42,charge_uniform,7.034364410407612e-13,0.004265113132840168,-0.6683827995519979,-1.0,1.0,0.004265113132136731,1,1.6492796770723362e-10
stripe,43,charge_uniform,4.670311012922035e-12,0.004265113132136731,6.639279315714908,1.0,inf,0.00426511312746642,0,1.095002844762129e-09
stripe,44,charge_uniform,2.15681196860662e-11,0.00426511312746642,-4.618133487553724,-1.0,1.0,0.00426511314903454,1,5.0568692863279385e-09
stripe,45,charge_uniform,3.7483375778246675e-12,0.00426511314903454,-0.17379065177602068,-1.0,1.0,0.004265113145286202,1,8.78836609217073e-10
stripe,46,charge_uniform,1.3379202259966583e-11,0.004265113145286202,3.5693696157780828,1.0,inf,0.004265113131907,0,3.136892692929673e-09
stripe,47,charge_uniform,4.695453227621105e-12,0.004265113131907,-0.3509516588796104,-1.0,1.0,0.004265113136602453,1,1.1008976965524192e-09
stripe,48,charge_uniform,4.7791649110395795e-12,0.004265113136602453,-1.0178282434858554,-1.0,1.0,0.0042651131318232885,1,1.1205247687395731e-09
stripe,49,charge_uniform,6.804564724183226e-12,0.0042651131318232885,-1.4237978498011434,-1.0,1.0,0.004265113138627853,1,1.5954007556227103e-09
stripe,50,charge_uniform,6.92007649100157e-12,0.004265113138627853,-1.0169756290814338,-1.0,1.0,0.004265113131707777,1,1.6224836870864007e-09
stripe,51,charge_uniform,6.03449581970672e-14,0.004265113131707777,0.008720273291131387,1.0,1.0087969854080274,0.004265113131647432,1,1.4148501184751627e-11
stripe,52,charge_uniform,2.8086919075243078e-11,0.004265113131647432,-465.439365845946,-1.0,1.0,0.004265113159734351,1,6.585269375828811e-09
stripe,53,charge_uniform,2.82593124248387e-11,0.004265113159734351,-1.006137851899448,-1.0,1.0,0.004265113131475038,1,6.625688783975619e-09
stripe,54,charge_uniform,2.5014712523585558e-14,0.004265113131475038,-0.0008851847542333945,-1.0,1.0,0.004265113131500053,1,5.864958736695411e-12
stripe,55,charge_uniform,7.830067323688628e-12,0.004265113131500053,313.01848127600556,1.0,inf,0.00426511313933012,0,1.8358404731365274e-09
stripe,56,charge_uniform,7.80832603436421e-12,0.00426511313933012,-0.9972233585707951,-1.0,1.0,0.004265113131521794,1,1.8307430024214053e-09
stripe,57,charge_uniform,2.9067464581145064e-11,0.004265113131521794,-3.7226243439656614,-1.0,1.0,0.004265113160589259,1,6.81516843438901e-09
stripe,58,charge_uniform,2.8928502822378466e-11,0.004265113160589259,-0.9952193367818968,-1.0,1.0,0.004265113131660756,1,6.782587409329549e-09
stripe,59,charge_uniform,2.2952134116904777e-11,0.004265113131660756,-0.7934089869023399,-1.0,1.0,0.00426511315461289,1,5.381365812553209e-09
stripe,60,charge_uniform,2.746637552814013e-11,0.00426511315461289,1.1966806828612295,1.0,inf,0.004265113182079266,0,6.439776473821528e-09
stripe,61,charge_uniform,3.644711615846674e-11,0.004265113182079266,-1.3269721780773576,-1.0,1.0,0.00426511314563215,1,8.545404213798279e-09
stripe,62,charge_uniform,9.635585732081786e-12,0.00426511314563215,0.2643716910327738,1.0,1.3593821605423726,0.004265113135996564,1,2.2591629818659022e-09
stripe,63,charge_uniform,5.4877855731882974e-12,0.004265113135996564,0.5695331582092261,1.0,2.323059299619748,0.004265113130508778,1,1.2866682308782533e-09
stripe,64,charge_uniform,2.879151951573622e-11,0.004265113130508778,-5.246473123221705,-1.0,1.0,0.004265113159300298,1,6.750470254922741e-09
stripe,65,charge_uniform,1.996051761377071e-12,0.004265113159300298,-0.0693277671672075,-1.0,1.0,0.004265113157304246,1,4.679950301024436e-10
stripe,66,charge_uniform,2.480810262078803e-11,0.004265113157304246,12.428586823656808,1.0,inf,0.0042651131324961435,0,5.8165168673902026e-09
stripe,67,charge_uniform,6.266766619522635e-13,0.0042651131324961435,0.02526096701273469,1.0,1.025915620651117,0.004265113131869467,1,1.4693084157078455e-10
stripe,68,charge_uniform,5.308730885444923e-13,0.004265113131869467,0.8471243956822683,1.0,6.541266047404347,0.004265113131338594,1,1.2446870039102625e-10
stripe,69,charge_uniform,5.572699419975624e-12,0.004265113131338594,-10.497234725637401,-1.0,1.0,0.004265113136911293,1,1.3065771624551225e-09
stripe,70,charge_uniform,1.753378085084245e-11,0.004265113136911293,3.146371180184548,1.0,inf,0.004265113154445074,0,4.110976711735973e-09
stripe,71,charge_uniform,1.421596174111528e-11,0.004265113154445074,-0.8107756029374714,-1.0,1.0,0.004265113140229112,1,3.333079622119637e-09
stripe,72,charge_uniform,4.4232152662804225e-12,0.004265113140229112,0.3111442860378302,1.0,1.4516828121351948,0.004265113135805897,1,1.0370686827882876e-09
stripe,73,charge_uniform,1.6329586120800155e-11,0.004265113135805897,-3.6917909569732648,-1.0,1.0,0.004265113152135483,1,3.828640774190049e-09
stripe,74,charge_uniform,8.005884150064091e-12,0.004265113152135483,-0.4902686504630039,-1.0,1.0,0.004265113144129599,1,1.8770625454697854e-09
stripe,75,charge_uniform,3.9810949675755936e-12,0.004265113144129599,-0.49727111871131974,-1.0,1.0,0.004265113148110694,1,9.334089927576924e-10
stripe,76,charge_uniform,8.893761595241134e-12,0.004265113148110694,-2.2339988540030373,-1.0,1.0,0.004265113139216932,1,2.085234620136814e-09
stripe,77,charge_uniform,2.0520305073212786e-11,0.004265113139216932,-2.307269522964588,-1.0,1.0,0.004265113159737237,1,4.811198274157159e-09
stripe,78,charge_uniform,1.0322105149784822e-11,0.004265113159737237,-0.5030190883106949,-1.0,1.0,0.004265113149415132,1,2.4201245695485228e-09
stripe,79,charge_uniform,1.3591267868096057e-11,0.004265113149415132,-1.316714727361539,-1.0,1.0,0.0042651131630064,1,3.18661366033154e-09
stripe,80,charge_uniform,3.088812625812176e-11,0.0042651131630064,-2.2726449480572812,-1.0,1.0,0.004265113132118274,1,7.242041436562796e-09
stripe,1,exchange_charge,0.006941907656081528,0.0024884164884513044,nan,nan,1.0,0.0018804082889003323,0,0.34605359427650817
stripe,2,exchange_charge,0.0008407896716796496,0.0018804082889003323,-0.05757936098906789,-0.7300813199738218,1.0,0.0018972647991452648,0,0.03579596623861344
stripe,3,exchange_charge,0.0002134395000022299,0.0018972647991452648,-0.10335054851017567,-0.41780338164016034,1.0,0.0018875171035487416,0,0.008854721880635012
stripe,4,exchange_charge,8.790290235972248e-05,0.0018875171035487416,0.36375548963621956,0.8024790445445347,1.0,0.0018839215050609742,0,0.004034482484153248
stripe,5,exchange_charge,6.029223187688573e-05,0.0018839215050609742,0.619907451085533,0.9814377298081846,2.6309381829661493,0.0018815643668960696,0,0.0025531717651150468
stripe,6,exchange_charge,3.805662172075633e-05,0.0018815643668960696,0.6406904318136456,0.9856774487713835,2.7831154206318107,0.0018801495076205107,0,0.0016616409042986907
stripe,7,exchange_charge,2.7753554393245006e-05,0.0018801495076205107,0.6924523715165719,0.9767335198305641,3.2515288930406565,0.0018792637221691098,0,0.0011789019440222224
stripe,8,exchange_charge,2.1828153648662148e-05,0.0018792637221691098,0.7626498280896289,0.9723105243179051,4.2131842246047455,0.001878705260969905,0,0.0009251294988429645
stripe,9,exchange_charge,1.9839528181342207e-05,0.001878705260969905,0.8507665821666375,0.9770642072614619,6.700911997583699,0.0018783482471902886,0,0.0008057845318735774
stripe,10,exchange_charge,1.898415744303137e-05,0.0018783482471902886,0.9111726219448691,0.9865370335652758,11.257790355799406,0.001878119847951396,0,0.0007443697795409649
stripe,11,exchange_charge,1.8257795276279548e-05,0.001878119847951396,0.9455081785010282,0.9938363494131094,18.351377738746883,0.0018779713605122312,0,0.0007082587643962647
stripe,12,exchange_charge,1.8777780763477945e-05,0.0018779713605122312,0.9695752813864696,0.9968911384733846,32.868011458133395,0.0018778740915107285,0,0.0006889062015706819
stripe,13,exchange_charge,1.7303168539076555e-05,0.0018778740915107285,0.9700234408688525,0.9985379157794015,33.359399109984516,0.001877809937420763,0,0.0006692683045931601
stripe,14,exchange_charge,1.691663058317385e-05,0.001877809937420763,0.9740661952663933,0.9993656693172499,38.55971039622019,0.0018777670005882046,0,0.0006523477073482721
stripe,15,exchange_charge,1.6959210313179183e-05,0.0018777670005882046,0.9846698046415759,0.9994651652742416,65.23074081052023,0.0018777374424108055,0,0.0006427055186271506
stripe,16,exchange_charge,1.691999118636281e-05,0.0018777374424108055,0.9738793851738881,0.99949500248307,38.28393805647836,0.0018777171204490267,0,0.0006262437596793591
stripe,17,exchange_charge,1.6290245957661757e-05,0.0018777171204490267,0.9811823913584539,0.9994313001298692,53.14171524388955,0.0018777040816282673,0,0.0006148156453799993
stripe,18,exchange_charge,1.59365417090971e-05,0.0018777040816282673,0.9704911805444166,0.9996452711431487,33.88817372057864,0.001877693244073622,0,0.000596889038580629
