family,iteration,rung,spin_odd_mf,pair_leg_even_mf
stripe,2,38,-0.009690986881952784,6.826077414630343e-05
stripe,2,39,-6.118092361496325e-07,7.125695867522517e-05
stripe,2,40,0.009690572760474702,6.825115175459939e-05
stripe,2,41,-0.01849416067206039,6.0317694104667364e-05
stripe,2,42,0.025591978781469925,5.007594083596152e-05
stripe,2,43,-0.030570206950684242,4.0306669629389824e-05
stripe,2,44,0.03361865527206273,3.2704586540124864e-05
stripe,2,45,-0.03527976616204932,2.7655046303410052e-05
stripe,2,46,0.03605245171849837,2.4873132221054127e-05
stripe,2,47,-0.03620985150009039,2.402721875982975e-05
stripe,2,48,0.03580858389041596,2.500827358898814e-05
stripe,2,49,-0.034703656078257726,2.7983565370047738e-05
stripe,2,50,0.032519131765896256,3.3250036447826685e-05
stripe,2,51,-0.02869820024174516,4.0936899987935816e-05
stripe,2,52,0.022798994924783475,5.02119483048335e-05
stripe,2,53,-0.01488601049876603,5.8956106428247125e-05
stripe,2,54,0.005595039966366597,6.454907664008331e-05
stripe,2,55,0.004195105034399023,6.502905935086347e-05
stripe,2,56,-0.01359830438749261,6.015817994884213e-05
stripe,2,57,0.021718471462770454,5.152113628966973e-05
stripe,2,58,-0.027841385931921876,4.159602461991619e-05
stripe,2,59,0.03176909122914409,3.241820297050577e-05
stripe,2,60,-0.033798338081246035,2.4714622195937805e-05
stripe,2,61,0.03427782629654835,1.821630417587751e-05
stripe,2,62,-0.03323717663707329,1.2816236057361345e-05
stripe,2,63,0.030509153557570504,8.070818502746782e-06
stripe,2,64,-0.022053521044036004,5.71195672938747e-06
stripe,3,1,0.019630501189631836,3.4073229681132405e-06
stripe,3,2,-0.027840800291715158,4.89540012056147e-06
stripe,3,3,0.030649095210834903,7.946822676306904e-06
stripe,3,4,-0.031496183498523136,1.143397040341083e-05
stripe,3,5,0.03037991120288116,1.5443571995941925e-05
stripe,3,6,-0.027216931982378394,1.9751236278787423e-05
stripe,3,7,0.021875043319399025,2.413926275012813e-05
stripe,3,8,-0.014530100840543202,2.7961753415821378e-05
stripe,3,9,0.0058019928226061826,3.0302412965062268e-05
stripe,3,10,0.0034781909615447327,3.0497380554839394e-05
stripe,3,11,-0.012470095804650154,2.854190830345868e-05
stripe,3,12,0.02034883456356789,2.5131514140750502e-05
stripe,3,13,-0.02646233804161923,2.131483866299629e-05
stripe,3,14,0.030610129136850052,1.8012233246985267e-05
stripe,3,15,-0.03306809138760093,1.5710773159197672e-05
stripe,3,16,0.034282753182079496,1.4542332210203663e-05
stripe,3,17,-0.03456761449237572,1.4489935750196343e-05
stripe,3,18,0.034003389307307945,1.5538798615155996e-05
stripe,3,19,-0.032432417088516435,1.7731673935226896e-05
stripe,3,20,0.02947775809321843,2.107407002453529e-05
stripe,3,21,-0.024709603886678325,2.531229980072906e-05
stripe,3,22,0.017984806820712847,2.9710968365815705e-05
stripe,3,23,-0.009672773670896999,3.314138835303896e-05
stripe,3,24,0.0005057588368389552,3.452293755836357e-05
stripe,3,25,0.008702569267567515,3.338541257252363e-05
stripe,3,26,-0.01714032953525259,3.0129945028076805e-05
stripe,3,27,0.024060368966782045,2.580243976795315e-05
stripe,3,28,-0.02904972001931394,2.1556360237571332e-05
stripe,3,29,0.032210494838733256,1.8161877100476085e-05
stripe,3,30,-0.03397229570167609,1.5895751309354793e-05
stripe,3,31,0.03475267540637329,1.4753918936793697e-05
stripe,3,32,-0.03477259001591803,1.4673980027158083e-05
stripe,3,33,0.03403755776973035,1.565310176596337e-05
stripe,3,34,-0.032338660596469865,1.7745598164073564e-05
stripe,3,35,0.029266939438556034,2.0959602143377593e-05
stripe,3,36,-0.024387067141707387,2.5035846106282263e-05
stripe,3,37,0.017573528559982503,2.9240129782475654e-05
stripe,3,38,-0.009214139958890893,3.2473579104199374e-05
stripe,3,39,4.492333739984644e-05,3.370320107918672e-05
stripe,3,40,0.009125919497416318,3.249729233512647e-05
stripe,3,41,-0.017491008346205424,2.9265209328253944e-05
stripe,3,42,0.02431796489687182,2.501412022968807e-05
stripe,3,43,-0.029222032887172615,2.0831448915441957e-05
stripe,3,44,0.03233260616394539,1.7426617543730134e-05
stripe,3,45,-0.03409468919759626,1.5035965140799978e-05
stripe,3,46,0.03494005454759473,1.3626376704165953e-05
stripe,3,47,-0.035115465356299586,1.3108578304954085e-05
stripe,3,48,0.03467398593847178,1.3450017956262225e-05
stripe,3,49,-0.033482614587781276,1.4692427925159708e-05
stripe,3,50,0.031208374638314593,1.6907300873192062e-05
stripe,3,51,-0.027380883635815315,2.003992324179076e-05
stripe,3,52,0.021648552923067325,2.370569919384586e-05
stripe,3,53,-0.014098146247814629,2.711847784998263e-05
stripe,3,54,0.005301548248012603,2.929806990524373e-05
stripe,3,55,0.003946814160913598,2.951048954296352e-05
stripe,3,56,-0.012829505923687048,2.7643068237146673e-05
stripe,3,57,0.020530839983992858,2.4242415136919408e-05
stripe,3,58,-0.02640265429796222,2.0183164955020614e-05
stripe,3,59,0.030228765780912624,1.620656806258088e-05
stripe,3,60,-0.03220243150094347,1.2610541761299806e-05
stripe,3,61,0.03255879824207984,9.351551074925603e-06
stripe,3,62,-0.03127723143504254,6.517518612014273e-06
stripe,3,63,0.028238930600185654,4.024325688809778e-06
stripe,3,64,-0.019869254835354684,2.804339957978668e-06
stripe,4,1,0.01846751400867199,1.8805685088492608e-06
stripe,4,2,-0.026493882616052053,2.6985861366977154e-06
stripe,4,3,0.02941107078336211,4.348996325779752e-06
stripe,4,4,-0.030372568541106894,6.162501128023582e-06
stripe,4,5,0.02933921137864858,8.150238211792666e-06
stripe,4,6,-0.02626439360982972,1.017994885174418e-05
stripe,4,7,0.021081460106211966,1.2168828811865782e-05
stripe,4,8,-0.01399366541014543,1.3858406969905882e-05
stripe,4,9,0.005588891218996058,1.4873369253479659e-05
stripe,4,10,0.0033538636937044267,1.4943906613046795e-05
stripe,4,11,-0.012039566032984735,1.4079660461779202e-05
stripe,4,12,0.019695046753763976,1.2585721804203229e-05
stripe,4,13,-0.025708567753131212,1.0917851247388661e-05
stripe,4,14,0.029867544360324762,9.478767848782192e-06
stripe,4,15,-0.03238801338132576,8.493798610889761e-06
stripe,4,16,0.033657707289829815,8.028877625439852e-06
stripe,4,17,-0.03396105154385847,8.078763034780181e-06
stripe,4,18,0.03337367469152804,8.641050489903627e-06
stripe,4,19,-0.03175161769284358,9.728759354272132e-06
stripe,4,20,0.0287582259509196,1.1334036931854993e-05
stripe,4,21,-0.024026123181896054,1.3328373367667052e-05
stripe,4,22,0.017456118898796183,1.5369269887605826e-05
stripe,4,23,-0.009404482358937542,1.6949216382985114e-05
stripe,4,24,0.0005496648512853522,1.758600912994067e-05
stripe,4,25,0.008348562227616133,1.70707063458339e-05
stripe,4,26,-0.016531743066398305,1.558326557948221e-05
stripe,4,27,0.02330703310436648,1.359109365430835e-05
stripe,4,28,-0.028275708549963155,1.161604599052692e-05
stripe,4,29,0.03149601981011263,1.0015614352318077e-05
stripe,4,30,-0.03333289022351964,8.932160533102313e-06
stripe,4,31,0.03416094842412247,8.37643442784947e-06
stripe,4,32,-0.03418608479092168,8.322098802264773e-06
stripe,4,33,0.03341480373399306,8.768328348616798e-06
stripe,4,34,-0.03165455124206158,9.737187482371287e-06
stripe,4,35,0.028538905012919065,1.1221139101275577e-05
stripe,4,36,-0.02369540781165525,1.3088821683785448e-05
stripe,4,37,0.0170409188562567,1.5002919271940582e-05
stripe,4,38,-0.008947499068507055,1.6471246742201675e-05
stripe,4,39,9.547416139401958e-05,1.7033473379109204e-05
stripe,4,40,0.008761908533968528,1.649511600529355e-05
stripe,4,41,-0.01687270747600394,1.5032705536786112e-05
stripe,4,42,0.023559275655748772,1.308743222616474e-05
stripe,4,43,-0.028448736255596324,1.11440694655066e-05
stripe,4,44,0.03162488373768203,9.528490169602725e-06
stripe,4,45,-0.03346846085570133,8.359972558776969e-06
stripe,4,46,0.034369395952605096,7.636877463482781e-06
stripe,4,47,-0.034559386941302186,7.324238579761296e-06
stripe,4,48,0.03408990637975561,7.408472215217646e-06
stripe,4,49,-0.03283560931752298,7.905854945434807e-06
stripe,4,50,0.030489719551233137,8.840694266094667e-06
stripe,4,51,-0.026636418261760646,1.0179948695673074e-05
stripe,4,52,0.02098615870426336,1.1751070589744804e-05
stripe,4,53,-0.013646403178688569,1.3215639488861655e-05
stripe,4,54,0.005152963407504562,1.4156018443856991e-05
stripe,4,55,0.0037564187226306186,1.4259976581435114e-05
stripe,4,56,-0.012314540040305402,1.3471334618245473e-05
stripe,4,57,0.01976150827521288,1.2005774307167769e-05
stripe,4,58,-0.025490938155855434,1.0216992954132829e-05
stripe,4,59,0.02926970070036141,8.40822104219545e-06
stripe,4,60,-0.031222977273806338,6.697170899626705e-06
stripe,4,61,0.03152008272917439,5.061683973166178e-06
stripe,4,62,-0.030124236275521826,3.573193358822921e-06
stripe,4,63,0.026967832460500524,2.217596530775487e-06
stripe,4,64,-0.018758387486188757,1.5455129254561163e-06
stripe,5,1,0.017799626300410737,1.0461775333921504e-06
stripe,5,2,-0.02567974876023263,1.498983929452954e-06
stripe,5,3,0.028632915963578528,2.401691085782002e-06
stripe,5,4,-0.02964605053329802,3.366115682294677e-06
stripe,5,5,0.02865455327025892,4.3894171609668935e-06
stripe,5,6,-0.025630275739438255,5.398780166647045e-06
stripe,5,7,0.020544055142163144,6.362682875447842e-06
stripe,5,8,-0.013617697516023217,7.1681443721989e-06
stripe,5,9,0.00542134813224629,7.644851326662997e-06
stripe,5,10,0.0033019904776386815,7.671563033623737e-06
stripe,5,11,-0.011793053405508633,7.256806930533201e-06
stripe,5,12,0.019312334468174937,6.546111899995473e-06
stripe,5,13,-0.02526910809194197,5.758552460371546e-06
stripe,5,14,0.029439251019167577,5.085749221517781e-06
stripe,5,15,-0.03200143883656156,4.633651363901645e-06
stripe,5,16,0.03330732204490966,4.440062229119086e-06
stripe,5,17,-0.033623174110542886,4.505725620204334e-06
stripe,5,18,0.033021804113385164,4.821427166699694e-06
stripe,5,19,-0.03136806776189417,5.389851463589216e-06
stripe,5,20,0.02834942717380969,6.210762775535113e-06
stripe,5,21,-0.02363594853253608,7.218559869135161e-06
stripe,5,22,0.017156133524197297,8.241131077866038e-06
stripe,5,23,-0.009261893642066104,9.029195641059808e-06
stripe,5,24,0.000600232268956499,9.34722810726901e-06
stripe,5,25,0.00810787607711757,9.094277298908217e-06
stripe,5,26,-0.01614271602568757,8.35928390418247e-06
stripe,5,27,0.022842810068225965,7.3707321787183534e-06
stripe,5,28,-0.027812520218962397,6.389095271647975e-06
stripe,5,29,0.031079946967892597,5.58678915928364e-06
stripe,5,30,-0.032970131835418436,5.03847945266077e-06
stripe,5,31,0.03383202037931414,4.755356668848306e-06
stripe,5,32,-0.03386274602201582,4.718705607718968e-06
stripe,5,33,0.033069815308221936,4.93086976974316e-06
stripe,5,34,-0.03127112957876905,5.404413602862797e-06
stripe,5,35,0.028126197823414686,6.134725427953177e-06
stripe,5,36,-0.023300475680934303,7.05553802126383e-06
stripe,5,37,0.01673777152512712,7.999702326323944e-06
stripe,5,38,-0.008804551895191874,8.724578236737607e-06
stripe,5,39,0.0001487813369260749,9.004498163388916e-06
stripe,5,40,0.008516310995381809,8.743823364460644e-06
stripe,5,41,-0.016479071346729414,8.025815146688793e-06
stripe,5,42,0.023093098059834314,7.0625671733076985e-06
stripe,5,43,-0.027987291076067386,6.093716714745706e-06
stripe,5,44,0.03121442712606465,5.275749453709151e-06
stripe,5,45,-0.03311550134742809,4.670096288485047e-06
stripe,5,46,0.034055284438413005,4.281844050977198e-06
stripe,5,47,-0.034256738260154226,4.090496559897465e-06
stripe,5,48,0.03377083291622619,4.090688234173165e-06
stripe,5,49,-0.03247721902227303,4.292012583523105e-06
stripe,5,50,0.030085585125649697,4.707227151218527e-06
stripe,5,51,-0.0262140459631909,5.320235649663838e-06
stripe,5,52,0.020611364838569953,6.048082107662341e-06
stripe,5,53,-0.013400347148838433,6.7313183280425675e-06
stripe,5,54,0.005098534296910574,7.174311946313084e-06
stripe,5,55,0.0035924599010371456,7.2294727637226745e-06
stripe,5,56,-0.011944443444960293,6.867313864428703e-06
stripe,5,57,0.019236356068860157,6.1830500752959995e-06
stripe,5,58,-0.02488462841569315,5.3369313473607556e-06
stripe,5,59,0.028642040322022472,4.464298518599892e-06
stripe,5,60,-0.03059141822295053,3.613096805891919e-06
stripe,5,61,0.030864293644210082,2.7692429624200363e-06
stripe,5,62,-0.029418078283317203,1.9757082192154283e-06
stripe,5,63,0.026219466628708082,1.2329295517210917e-06
stripe,5,64,-0.018136878312718277,8.604264446242246e-07
stripe,6,1,0.017391126550433143,5.833546283429731e-07
stripe,6,2,-0.025166873854645642,8.350728619230733e-07
stripe,6,3,0.028128821228210428,1.3331917258978947e-06
stripe,6,4,-0.02916369755726922,1.8559205839889863e-06
stripe,6,5,0.02819136674192597,2.39869210141326e-06
stripe,6,6,-0.02519437836478944,2.9215074368401667e-06
stripe,6,7,0.020166967436982826,3.411730874207888e-06
stripe,6,8,-0.013342986558624427,3.816385419063821e-06
stripe,6,9,0.0052811803128513845,4.0530048803878605e-06
stripe,6,10,0.003299389097413106,4.063145415349763e-06
stripe,6,11,-0.011664243223496488,3.852556122752085e-06
stripe,6,12,0.01909584790927122,3.494749230916262e-06
stripe,6,13,-0.025015214264766227,3.100653426185733e-06
stripe,6,14,0.02919060028265324,2.766810535700822e-06
stripe,6,15,-0.03177756748993251,2.5464951225695775e-06
stripe,6,16,0.033105540820925816,2.4618643914691946e-06
stripe,6,17,-0.03342954299868857,2.5150514891514855e-06
stripe,6,18,0.03282051919966572,2.695165912186651e-06
stripe,6,19,-0.031148653162310212,3.0033885117817507e-06
stripe,6,20,0.028116480510379703,3.4426648496187084e-06
stripe,6,21,-0.02341629543408357,3.976183877693595e-06
stripe,6,22,0.016993094853118486,4.51407712820324e-06
stripe,6,23,-0.00919641112946935,4.927488598238756e-06
stripe,6,24,0.0006537872544619553,5.095215012370929e-06
stripe,6,25,0.00793880622139628,4.96505233038069e-06
stripe,6,26,-0.01588678215071726,4.582421614761833e-06
stripe,6,27,0.022547410331118938,4.065309106888836e-06
stripe,6,28,-0.027525055555653835,3.548041847876716e-06
stripe,6,29,0.03082756474150293,3.1246446638986592e-06
stripe,6,30,-0.03275512401657328,2.8347761774516386e-06
stripe,6,31,0.03364106340536653,2.6828266769717964e-06
stripe,6,32,-0.033677548858060236,2.6612849109669727e-06
stripe,6,33,0.03287312831096595,2.7703323188722026e-06
stripe,6,34,-0.031052626517682574,3.015728637788336e-06
stripe,6,35,0.027891526904320594,3.3948301791132275e-06
stripe,6,36,-0.023078336009984844,3.873190065729777e-06
stripe,6,37,0.016573066795623807,4.363708515105e-06
stripe,6,38,-0.008739064255064002,4.740910582378713e-06
stripe,6,39,0.0002040789743316153,4.888348346843147e-06
stripe,6,40,0.008344426416852718,4.755713400805777e-06
stripe,6,41,-0.016220725283390417,4.3837931469346e-06
stripe,6,42,0.022797056700992076,3.880594735512835e-06
stripe,6,43,-0.02770155332126236,3.3688852305517505e-06
stripe,6,44,0.030966248748662197,2.933332752634094e-06
stripe,6,45,-0.03290738561439354,2.6064928022770267e-06
stripe,6,46,0.03387445319885514,2.389900807188293e-06
stripe,6,47,-0.03408545885408108,2.2749584752358797e-06
stripe,6,48,0.033591615828007675,2.258241506206339e-06
stripe,6,49,-0.032276099199966435,2.3445995727295996e-06
stripe,6,50,0.02985974441690306,2.5408267422418653e-06
stripe,6,51,-0.025981523303846284,2.838948086341918e-06
stripe,6,52,0.020413168730148784,3.1969407972784446e-06
stripe,6,53,-0.013286962514771909,3.5354996207962205e-06
stripe,6,54,0.005109147529065638,3.756837316691663e-06
stripe,6,55,0.00344152711316285,3.7875676615009085e-06
stripe,6,56,-0.011662879649420619,3.6117204044803214e-06
stripe,6,57,0.01886011981861463,3.274047018187098e-06
stripe,6,58,-0.02446342908351761,2.851677198505442e-06
stripe,6,59,0.02821507463453838,2.409643649297573e-06
stripe,6,60,-0.03017045565563236,1.969943262072206e-06
stripe,6,61,0.030437736389934824,1.5232279117541592e-06
stripe,6,62,-0.028971853442108585,1.0939503228704007e-06
stripe,6,63,0.025760505929266236,6.850280219139226e-07
stripe,6,64,-0.017767056487141806,4.78491037944607e-07
stripe,7,1,0.01713045285389743,3.257603157510198e-07
stripe,7,2,-0.024833364856664576,4.6607068493240787e-07
stripe,7,3,0.027794115936989335,7.424699245488741e-07
stripe,7,4,-0.028836631091034372,1.0291856754095852e-06
stripe,7,5,0.027870982524220437,1.3225817261205428e-06
stripe,7,6,-0.0248862513624176,1.6005987338141119e-06
stripe,7,7,0.01989255103041651,1.857869522010459e-06
stripe,7,8,-0.013132026646975409,2.0681493188441587e-06
stripe,7,9,0.005156631809729071,2.1897488459007463e-06
stripe,7,10,0.003330879476815704,2.1933136785716893e-06
stripe,7,11,-0.011612436175424599,2.082340898548203e-06
stripe,7,12,0.018984398735733085,1.895448693543042e-06
stripe,7,13,-0.02487542169908125,1.6900857957300109e-06
stripe,7,14,0.029049566213621834,1.5171970936453402e-06
stripe,7,15,-0.03164868909576873,1.4055086825844183e-06
stripe,7,16,0.03298868341049489,1.3675384974030062e-06
stripe,7,17,-0.0333172494801835,1.4065667174296758e-06
stripe,7,18,0.03270399670206151,1.5110743449344636e-06
stripe,7,19,-0.03102256607935641,1.6808882143614922e-06
stripe,7,20,0.02798475437007638,1.9217722915321615e-06
stripe,7,21,-0.02329577560442407,2.2120019968792966e-06
stripe,7,22,0.016910231385408057,2.503180210443216e-06
stripe,7,23,-0.009175547508693187,2.7266211983393675e-06
stripe,7,24,0.0007073340988522268,2.817811712719909e-06
stripe,7,25,0.007814809128426102,2.748816305502435e-06
stripe,7,26,-0.015712221129815802,2.54362035644484e-06
stripe,7,27,0.02235314025892122,2.2652248917599136e-06
stripe,7,28,-0.027340751147977706,1.9856333291824053e-06
stripe,7,29,0.03066937503426936,1.7559018382393585e-06
stripe,7,30,-0.0326234255779895,1.5979704749200053e-06
stripe,7,31,0.033526830084863984,1.5144339711719942e-06
stripe,7,32,-0.033569177173238055,1.5013960249152573e-06
stripe,7,33,0.03276004358030835,1.5587458155553524e-06
stripe,7,34,-0.030928973281087523,1.689410082005917e-06
stripe,7,35,0.027761429804441077,1.8920610819614589e-06
stripe,7,36,-0.022959427749154708,2.1482234282884095e-06
stripe,7,37,0.01649233690047991,2.4109307723609863e-06
stripe,7,38,-0.008721147201251967,2.6133355850204608e-06
stripe,7,39,0.0002610395164474302,2.693438585126074e-06
stripe,7,40,0.008216940723415117,2.6239414753991314e-06
stripe,7,41,-0.016043462783759822,2.4254621474448718e-06
stripe,7,42,0.022601569686911988,2.1545649149246124e-06
stripe,7,43,-0.027517872295337722,1.8764356667087586e-06
stripe,7,44,0.030810596825429047,1.6368923420279651e-06
stripe,7,45,-0.032780155438706264,1.4544849892766552e-06
stripe,7,46,0.03376703081756663,1.3302632021885901e-06
stripe,7,47,-0.03398667668425659,1.259806257688515e-06
stripe,7,48,0.033490828406360015,1.2424495018495127e-06
stripe,7,49,-0.03216589649174326,1.2818161019414373e-06
stripe,7,50,0.029740005602314372,1.3794030072132036e-06
stripe,7,51,-0.025864892894421964,1.5334095783015114e-06
stripe,7,52,0.020325656373233792,1.7198503832457378e-06
stripe,7,53,-0.013259104844854538,1.8942937375181852e-06
stripe,7,54,0.005163676574013738,2.0091472934217897e-06
stripe,7,55,0.0032962520454495855,2.0262226947079236e-06
stripe,7,56,-0.011435768986791722,1.9371142559553123e-06
stripe,7,57,0.018577196061260817,1.7639347432925466e-06
stripe,7,58,-0.02415901866251466,1.5453895112400587e-06
stripe,7,59,0.027915327152596876,1.3143458873323346e-06
stripe,7,60,-0.02988242364633277,1.0813469572521987e-06
stripe,7,61,0.03015341152695905,8.407274935647284e-07
stripe,7,62,-0.028682160499823712,6.0624463524658e-07
stripe,7,63,0.025469528208148955,3.804103740912904e-07
stripe,7,64,-0.017537277747682066,2.6585783467969513e-07
stripe,8,1,0.016958966242266393,1.822922443617635e-07
stripe,8,2,-0.024611052898095787,2.607234443271519e-07
stripe,8,3,0.02756727530781262,4.1480012761810077e-07
stripe,8,4,-0.02861053131596833,5.734866373171423e-07
stripe,8,5,0.02764458670200766,7.343608927789965e-07
stripe,8,6,-0.02466286002192016,8.851266944392778e-07
stripe,8,7,0.019686311872020378,1.0233041378943102e-06
stripe,8,8,-0.012963631339299998,1.1353655266072704e-06
stripe,8,9,0.005042909127499992,1.1995161864674239e-06
stripe,8,10,0.003383721291110745,1.2005120691732867e-06
stripe,8,11,-0.011609015509902038,1.1405365505893297e-06
stripe,8,12,0.018938284370492067,1.0404360958640718e-06
stripe,8,13,-0.02480576117594749,9.310024486487584e-07
stripe,8,14,0.028973894436074912,8.395770558949397e-07
stripe,8,15,-0.03157687221535456,7.820228804974072e-07
stripe,8,16,0.03292217342500087,7.645913900931995e-07
stripe,8,17,-0.03325290039008773,7.880626743555083e-07
stripe,8,18,0.032637602647522426,8.476617803159979e-07
stripe,8,19,-0.030952034872076886,9.434183283748141e-07
stripe,8,20,0.027913555388230822,1.0771908801359e-06
stripe,8,21,-0.02323504095172508,1.2374155612163752e-06
stripe,8,22,0.016876026668273425,1.3977264416100163e-06
stripe,8,23,-0.009181878179955373,1.5206558524101406e-06
stripe,8,24,0.0007603321751950237,1.5710768668208103e-06
stripe,8,25,0.007719108384010869,1.533761412198311e-06
stripe,8,26,-0.015587693428758513,1.4216920108509667e-06
stripe,8,27,0.022220229371705237,1.2691624017210333e-06
stripe,8,28,-0.027218300095735656,1.1155041483589005e-06
stripe,8,29,0.030567038681288038,9.888810358233176e-07
stripe,8,30,-0.03254049021376296,9.015825975706519e-07
stripe,8,31,0.03345710959174851,8.551034815145554e-07
stripe,8,32,-0.03350525666395782,8.473273161677153e-07
stripe,8,33,0.03269573216527811,8.781886073393158e-07
stripe,8,34,-0.030861258387047365,9.49286735194327e-07
