family,iteration,pairing_field_bulk_rms,spin_field_bulk_rms,stripe_template_projection,corrected_energy_per_site,global_relative_residual,density,inner_dmrg_pass
pairing,40,0.003855218105873873,0.012636741428301531,5.742756148547406,-0.6609311771454932,0.016429392175584524,0.9375026575713247,True
pairing,41,0.0038092967658268336,0.013011525072573952,5.962842449875421,-0.6609333793482403,0.01658582411398188,0.9375030234381323,True
pairing,42,0.0037601968043916682,0.013389377701362408,6.189123310182934,-0.6609356199341199,0.016770891913668876,0.9375029121639866,True
pairing,43,0.0037075201167828227,0.013770517274855391,6.421610449103344,-0.6609379302095763,0.016978823870529437,0.9375036402895999,True
pairing,44,0.0036517105237539502,0.014154809063341052,6.660248431101586,-0.660940246131784,0.017190737921669547,0.9375039469340453,True
pairing,45,0.003592241698597672,0.014541851060791273,6.904744764885159,-0.660942671034715,0.01740608665388202,0.9375043704313332,True
pairing,46,0.00352879397092507,0.014931365564166316,7.154864692513701,-0.6609452319073678,0.01763469867687543,0.937505619416351,True
pairing,47,0.003461162940580614,0.01532256163584668,7.410142204655892,-0.6609479705383942,0.017863516662636136,0.937506696947735,True
pairing,48,0.0033888346796437873,0.015714634261824026,7.670040488068584,-0.6609510528913287,0.018091460517969737,0.9374934867172622,True
pairing,49,0.0033117860512655367,0.016108115625278984,7.934922783887959,-0.660953835624943,0.018387795943903298,0.9374994337731757,True
pairing,50,0.0032290559477134904,0.016502727181824977,8.204590573919763,-0.6609571461793959,0.018729712096890512,0.9375000572460066,False
pairing,51,0.0031399136473754716,0.01689941626460454,8.479557931248868,-0.660960488837465,0.01917189710406695,0.9375000913308108,True
pairing,52,0.003042915301866479,0.017299988255194,8.760771259624144,-0.660963929577727,0.01976024510345594,0.9374999025139397,True
pairing,53,0.0029353463724253338,0.017707875857057204,9.050140080916572,-0.6609674568333739,0.020584550840779547,0.9374998864721236,True
pairing,54,0.0028143421364712085,0.018127755960229943,9.350028932074991,-0.660971025770985,0.021682286798007305,0.9374998278927436,True
pairing,55,0.0026747974284454805,0.018566518984667355,9.663808079336901,-0.660974666519514,0.02315713439498681,0.9374998649373367,True
pairing,56,0.0025082919149862757,0.019034218796780092,9.996248072862613,-0.6609783148897908,0.025136629223733862,0.9374997313394566,True
pairing,57,0.002306583033801182,0.019541382813314218,10.351344082415082,-0.6609820788641527,0.027525528940820033,0.937499754496593,False
pairing,58,0.0020587550241968136,0.02009788249669832,10.731328137208173,-0.6609863479745907,0.030165667474591647,0.9375001927174074,True
pairing,59,0.0017573915896405769,0.020704284777003062,11.13176051667791,-0.6609921211935966,0.03239211254956644,0.937500263908568,True
pairing,60,0.0014080964055290044,0.021341543297245514,11.537194869788035,-0.6610007726198543,0.03316120269769991,0.9375031309139881,True
pairing,61,0.001041785122143869,0.021962245409930112,11.918777736544792,-0.6610142644191419,0.03123072518092595,0.9375020807887673,True
pairing,62,0.0007090378222140335,0.022509742365200636,12.246844499437534,-0.6610320864082713,0.02651349260445003,0.9375244182945001,True
