t0,V,family,rung,charge,spin_odd,rung_pair,leg_pair_right
1.0,-0.4,stripe,1,0.9973279693889074,-0.41680370977777237,2.1056925399164444e-14,-3.5073394701051116e-14
1.0,-0.4,stripe,2,1.002230950910021,0.40736334084364734,-3.6435830761798325e-14,1.4083668178837653e-13
1.0,-0.4,stripe,3,0.9997408990467341,-0.4109670313455867,1.4293679982287976e-13,-3.9009290803643574e-13
1.0,-0.4,stripe,4,0.9979143705967117,0.4101267538924655,1.2479517163144935e-13,-1.287250776806046e-13
1.0,-0.4,stripe,5,0.9921003433941976,-0.40457680201663787,3.2624107397242643e-15,-2.117878480228019e-14
1.0,-0.4,stripe,6,0.9744370677221253,0.38791319988753553,-2.5707182789014e-14,-1.192890924516632e-13
1.0,-0.4,stripe,7,0.9310700900302762,-0.34570632411956453,6.6990866513794e-14,9.694694283645225e-15
1.0,-0.4,stripe,8,0.8534927214776387,0.25296773033720366,-1.3724945763708302e-14,5.995190889937951e-14
1.0,-0.4,stripe,9,0.7767991530408013,-0.1038918835447008,-6.450796304345754e-14,-2.346547037273039e-14
1.0,-0.4,stripe,10,0.7676932069640618,-0.06882282060354243,-7.036101968433906e-14,6.331405512085481e-14
1.0,-0.4,stripe,11,0.8353359873294623,0.2261272580810139,-5.520583276732087e-14,1.5625725138423138e-14
1.0,-0.4,stripe,12,0.91760660292295,-0.3315130584775933,-3.394054330039104e-13,4.8825857416421e-13
1.0,-0.4,stripe,13,0.9681355621941147,0.3820179762906268,-8.76840839868641e-13,1.1173509359371494e-13
1.0,-0.4,stripe,14,0.9897901014338726,-0.4023966188116114,-8.137979865962264e-14,-9.844252248632349e-14
1.0,-0.4,stripe,15,0.9971989499419742,0.4095528955720673,-7.669109676486384e-14,2.0636232706352792e-13
1.0,-0.4,stripe,16,0.9992522889578328,-0.4115471896472499,-7.547084965808473e-14,-8.058587109934955e-14
1.0,-0.4,stripe,17,0.9995765409233195,0.41187388386550156,1.6121246562612746e-14,-1.6400856283111815e-13
1.0,-0.4,stripe,18,0.9988290067427221,-0.4111321634646596,8.3830588894613e-15,2.8871437408031873e-14
1.0,-0.4,stripe,19,0.9955250508440019,0.4079320242635056,-4.8922773872737154e-14,1.0210332253378636e-14
1.0,-0.4,stripe,20,0.9844474064207862,-0.3973212523220428,7.079155741410872e-14,-3.0318700763977807e-14
1.0,-0.4,stripe,21,0.9544119245991973,0.3689733365941338,1.1423454307316747e-13,-2.2944512143082356e-13
1.0,-0.4,stripe,22,0.8911110860823216,-0.3015217658889316,6.564928108033072e-13,-6.915704585080157e-13
1.0,-0.4,stripe,23,0.8059544622404546,0.17501579560323818,1.878738526971071e-12,-1.0640573793365377e-12
1.0,-0.4,stripe,24,0.7605746241144993,-0.007729441501910905,2.48729079558161e-12,-1.3092012790892534e-12
1.0,-0.4,stripe,25,0.7992320490281681,-0.1612613157654895,3.20049018910597e-12,-1.9667815912944236e-12
1.0,-0.4,stripe,26,0.8838508676301832,0.29275582576652703,4.409101273554996e-12,-3.319744076103729e-12
1.0,-0.4,stripe,27,0.9502979493323194,-0.3649813464334642,1.4560587132672686e-11,-9.592382163835022e-12
1.0,-0.4,stripe,28,0.982764260532924,0.39573150975792243,2.146725937734342e-11,-6.558626415818752e-12
1.0,-0.4,stripe,29,0.9949743585966803,-0.4073971467939768,1.1563962208562585e-10,-5.932062124846741e-11
1.0,-0.4,stripe,30,0.998696859422636,0.4110050677540071,4.3898274346281034e-11,-8.837699506101343e-13
1.0,-0.4,stripe,31,0.9996327835814031,-0.41193526680104514,4.841391203391377e-12,-1.5040420250320242e-12
1.0,-0.4,stripe,32,0.9996471149963755,0.41195029204437555,7.601126928459467e-14,1.3845420699326892e-12
1.0,-0.4,stripe,33,0.9987693068886991,-0.4110762804653311,2.285848999559247e-13,-1.510144311971217e-12
1.0,-0.4,stripe,34,0.9952395426864332,0.4076558310071829,7.750595557018752e-13,-8.981209191119354e-13
1.0,-0.4,stripe,35,0.983563839198216,-0.3964876062625567,2.710140750889311e-13,-2.2177790087378996e-14
1.0,-0.4,stripe,36,0.9522379731005065,0.3668709363170003,-8.802368498251894e-14,1.6977830575447034e-13
1.0,-0.4,stripe,37,0.8872364657224681,-0.2968770821876507,-1.98037184631886e-13,-3.4830897824708724e-14
1.0,-0.4,stripe,38,0.8022992779193052,0.16766773057085982,-5.723832734843694e-14,4.125639528068837e-15
1.0,-0.4,stripe,39,0.7604848590108143,0.0005729957750666947,-3.455784776978441e-13,5.771876665885556e-13
1.0,-0.4,stripe,40,0.8028007775919338,-0.16868711413910897,-8.794612595655762e-14,4.679669721554764e-14
1.0,-0.4,stripe,41,0.8877762464551144,0.29752402652352566,-8.690475829151542e-13,6.220561419331966e-13
1.0,-0.4,stripe,42,0.9525413067009846,-0.3671609625492972,-1.8625039353357434e-12,2.6115985160378093e-12
1.0,-0.4,stripe,43,0.9836857879306738,0.3965998369879076,-7.652727876337418e-12,4.642446569141934e-12
1.0,-0.4,stripe,44,0.995279918568423,-0.40769380724289606,-3.2390766846247086e-12,-2.605777435513357e-13
1.0,-0.4,stripe,45,0.9987879654352432,0.41109547165946647,3.945551418228621e-13,-4.0848461206046986e-13
1.0,-0.4,stripe,46,0.9996906500079185,-0.4119972856138294,-4.815331871599396e-13,8.106985174922238e-13
1.0,-0.4,stripe,47,0.9998197696037927,0.41213399039902704,-6.50045225969618e-13,-1.5752694506622107e-13
1.0,-0.4,stripe,48,0.9994573835114025,-0.4117578718660783,2.3034391102010212e-14,-5.243366547286796e-14
1.0,-0.4,stripe,49,0.9978247832560841,0.41016194049200627,1.8855464054774233e-14,-2.6647363830276314e-14
1.0,-0.4,stripe,50,0.9918624612543937,-0.4043895715104362,-1.064810279869661e-14,4.559959610423828e-14
1.0,-0.4,stripe,51,0.9737722935656247,0.3873060016143019,1.6314103097134382e-13,-1.3994524600333892e-13
1.0,-0.4,stripe,52,0.9295937320439227,-0.34419404700116546,8.762859771071117e-13,-3.205334457872066e-13
1.0,-0.4,stripe,53,0.8513747897958819,0.24999474354031956,9.428241058119913e-13,-2.1431733812956577e-13
1.0,-0.4,stripe,54,0.7755613933877458,-0.09986911174749415,3.3140636393358617e-12,-2.5147632659017063e-12
1.0,-0.4,stripe,55,0.7685658287292534,-0.07292792697257493,2.5807028491202693e-12,-1.6371942662806294e-12
1.0,-0.4,stripe,56,0.8374271632930557,0.22936816688445344,2.3895046559233173e-12,-1.2312188663389852e-12
1.0,-0.4,stripe,57,0.9192512292218947,-0.33327951434331665,1.3332347220037477e-12,-4.3311895069866164e-13
1.0,-0.4,stripe,58,0.9689264375886812,0.38275664425348777,6.967416444443061e-13,-2.34978825731896e-13
1.0,-0.4,stripe,59,0.9900853939680615,-0.40267299706653054,3.9766674152568185e-13,-1.7160720049577922e-13
1.0,-0.4,stripe,60,0.9973006948437774,0.4096199033412371,3.731143746886531e-14,6.784205731226931e-15
1.0,-0.4,stripe,61,0.9993555920974012,-0.41153880210823934,6.481775410163238e-14,-1.7342894928638163e-13
1.0,-0.4,stripe,62,1.000105493191717,0.41135472698125286,-4.1573846220840205e-14,-1.7969545171608047e-13
1.0,-0.4,stripe,63,1.0023161811485237,-0.407460043079623,9.364079875811751e-14,-3.635926698824176e-14
1.0,-0.4,stripe,64,0.9973528519837388,0.4168341817015088,2.635661223810228e-14,
1.0,-0.4,pairing,1,0.9973160415398645,-0.41678981186000874,9.187583386472016e-14,-1.1459290528770183e-13
1.0,-0.4,pairing,2,1.0021905326490812,0.4073179633569613,1.6388358692469392e-13,-7.72639130105906e-15
1.0,-0.4,pairing,3,0.9995760451054825,-0.4107974615230939,1.0506501915221298e-13,9.067659599745298e-15
1.0,-0.4,pairing,4,0.9972840303515487,0.4095142831402675,1.0785395192581735e-12,-1.2367170744682102e-12
1.0,-0.4,pairing,5,0.9899799947260923,-0.4025349241048114,1.656784460707355e-12,-1.657972628295831e-13
