lineage,state_path,status,accepted,solution_kind,period,job_id,iterations,sites,generated_utc,density,density_error,mu,canonical_energy,corrected_energy,canonical_per_site,corrected_per_site,density_correction_per_site,last_energy_step_per_site,last5_energy_range_per_site,last10_energy_range_per_site,last10_max_energy_step_per_site,identity_error_per_site,effective_eigenvalue_error_per_site,raw_abs_residual,raw_rel_residual,extrapolated_rel_residual,slow_mode_lambda,slow_mode_cosine,wall_hours,mu_search_status,full_artifact_sha256,raw_last_two_pass,slow_mode_pass,density_last_two_pass,energy_stability_pass,identity_pass,effective_consistency_pass,model_fingerprint,numerical_fingerprint,implementation_sha256,tree_sha256,gpu_manifest_sha256,ep_source_sha256,tensor_scalar_type,max_abs_alpha,max_abs_beta,max_abs_hartree,bulk_pair_d_mean,bulk_pair_d_rms,bulk_pair_rung_mean,bulk_pair_leg_mean,bulk_density_mean,bulk_density_peak_to_peak,bulk_density_std,bulk_spin_odd_rms,bulk_max_abs_site_Sz,dmrg_sweeps,last_sweep_change,last_sweep_discarded_weight,dmrg_max_discarded_weight,maxlinkdim,last_sweep_change_pass
pairing,output\phase1_gpu\20260903_phase1_square_t014_v000_pairing_legacy_chi400_tight\results\square__pairing_dwave_m000_chi400_tight\square__pairing_bond_dimension_control__square_v0_chi200_parent_to_chi400_tight_basin_comparison__from_chi200_pairing_dwave_m000__accepted_chi200_pairing_dwave_m000_parent\20260905T140023_1341331_75954fd2eaab\state.h5,stagnated,False,none,0,57905744,32,128,2026-09-05T14:00:23.310,0.9375035802662731,3.5802662731176937e-06,1.6574993565321774,-84.59559738711339,-84.59635697611098,-0.6609031045868233,-0.660909038875867,-5.9342890435383956e-06,1.623704171116458e-09,1.623704171116458e-09,1.632768364956405e-09,1.623704171116458e-09,2.6886859405550467e-10,1.0347278589506459e-13,2.70749307216666e-07,3.594367381900572e-06,8.251860821619808e-05,0.9564417352691728,0.9447277945321352,9.824458619819747,density_tolerance,c92c75428ceb3beec2f324101f784c0a353ebd000ed9d2f626251ef0f83a039c,True,True,True,True,False,True,75954fd2eaab2a31d55e0473a3afdad2f22e025c2ab3e212eaa3b4bdfd889123,3c5f080774ca008f21021e7a1c231dfd896f6a818aae3a4536aef2c1423413e0,4b7a786de4e494d8b77ac5196ae9781b1b8cababf2846f8d6602f04de4550b54,14bc948e5f8f349436c80001f33b9ca2e1782291e05da1f285835b5d80a8ef23,0775827182c88ee413e3cacdd1220622fbfbc4a0ad5183d777ca9f105902dc12,2209bd2ca3c1ad02c0e542d1a9d63ecf90fdfa49120ad9cc3af599a5b4bc1f0e,float64,0.004620817517144826,0.014829904942800383,0.005402110201858905,0.004416326151637294,0.004416352645044257,0.0,0.004416326151637294,0.9313965995144913,0.00255595598871472,0.0006258116507897548,1.655686309145451e-06,5.485209529587642e-06,16,2.1736354938184377e-09,1.1924078695575117e-06,6.35281873869489e-05,400,False
legacy,output\phase1_gpu\20260903_phase1_square_t014_v000_pairing_legacy_chi400_tight\results\square__legacy_like_continuation_chi400_tight\square__legacy_like_basin_continuation__square_v0_chi200_parent_to_chi400_tight_basin_comparison__from_chi200_frozen_legacy_measured_map__frozen_legacy_chi200_measured_parent\20260905T140023_1341433_75954fd2eaab\state.h5,time_limit,False,none,0,57905745,40,128,2026-09-05T14:00:23.559,0.9374999999678095,3.2190472509796564e-11,1.6386343177665492,-84.62750722439904,-84.62750721764725,-0.6611524001906175,-0.6611524001378691,5.274841295967335e-11,1.635587654202908e-08,4.840209774092941e-07,7.006786625352035e-07,3.235112978616783e-07,2.940558907482682e-11,1.554312234475219e-14,2.5886807700790503e-05,0.0002490054339281754,0.0002490054339281754,0.7412976167599145,0.8376789297828149,11.480986035664877,time_limit,f6501c24decfcf25aab1484adc1a121b7aec0cbd3717e441e75b8870e61c276e,False,False,True,True,True,True,75954fd2eaab2a31d55e0473a3afdad2f22e025c2ab3e212eaa3b4bdfd889123,3c5f080774ca008f21021e7a1c231dfd896f6a818aae3a4536aef2c1423413e0,4b7a786de4e494d8b77ac5196ae9781b1b8cababf2846f8d6602f04de4550b54,14bc948e5f8f349436c80001f33b9ca2e1782291e05da1f285835b5d80a8ef23,0775827182c88ee413e3cacdd1220622fbfbc4a0ad5183d777ca9f105902dc12,2209bd2ca3c1ad02c0e542d1a9d63ecf90fdfa49120ad9cc3af599a5b4bc1f0e,float64,1.071644957000962e-09,0.021207751835001436,0.033899925219535026,-5.699336847938919e-10,6.031834485131749e-10,0.0,-5.699336847938919e-10,0.9371310533302638,0.14027480806984638,0.05009284270395578,0.18624224442401652,0.24465266194087848,12,4.299249667383265e-08,6.205819982071772e-07,0.00015975883436774408,400,False
