lineage,iteration,mode,density,mu,canonical_per_site,corrected_per_site,raw_rel,raw_abs,extrapolated_rel,dmrg_sweeps,last_sweep_change,last_sweep_discarded_weight,dmrg_max_discarded_weight,maxlinkdim,cumulative_hours,pair_d_bulk_rms,spin_odd_field_bulk_rms
pairing,20,unmixed_probe,0.9375035347423477,1.6574993565321774,-0.6609031812073228,-0.6609090400404897,2.641273550925405e-06,1.931788957772098e-07,2.641273550925405e-06,16,9.913492249324918e-11,1.1924091988703468e-06,6.352797884503189e-05,400,6.611935707132021,0.004416341420504305,1.9963249121003347e-07
pairing,21,unmixed_probe,0.9375035798539286,1.6574993565321774,-0.6609031047685303,-0.6609090383741135,2.9438179353038464e-06,2.126641959784674e-07,2.9438179353038464e-06,16,3.6567371353157796e-10,1.19240876780005e-06,6.352807032363135e-05,400,6.879891827967432,0.004416351586915815,2.0734166966767695e-07
pairing,22,linear,0.9375035813893278,1.6574993565321774,-0.6609031025753125,-0.6609090387258185,3.2028173934161227e-06,2.4165760113999124e-07,0.00017058417310879387,16,4.468461156648118e-10,1.1924076478299634e-06,6.352795520194397e-05,400,7.147267679042287,0.0044163522836419234,2.108512110165986e-07
pairing,23,anderson,0.93750358090777,1.6574993565321774,-0.6609031035144783,-0.6609090388668026,3.1267110019412184e-06,2.3885268649569136e-07,3.121505450566625e-05,16,1.0289227247994859e-09,1.192408031134864e-06,6.352833910069684e-05,400,7.4148373279306625,0.0044163522837321854,2.1345862190878258e-07
pairing,24,anderson,0.9375035711906016,1.6574993565321774,-0.6609031199401538,-0.6609090391862777,3.172992011732027e-06,2.3413963898960555e-07,0.00011484645152736495,16,1.425632945029065e-09,1.1924085969218699e-06,6.352815847138209e-05,400,7.682458104623689,0.004416352612619803,2.1516312342832016e-07
pairing,25,anderson,0.9375035349581325,1.6574993565321774,-0.66090318111381,-0.6609090403046397,3.43195938964984e-06,2.6506507336048965e-07,3.43195938964984e-06,16,2.1475443645613268e-10,1.192408049591456e-06,6.352835698127704e-05,400,7.9507635366254386,0.004416341454398439,2.1450829302295749e-07
pairing,26,anderson,0.9375035747528171,1.6574993565321774,-0.6609031137931386,-0.6609090389436323,3.3742812124839464e-06,2.5511493615803377e-07,6.393055476149589e-05,16,1.4321130947791971e-09,1.1924078127508633e-06,6.352837467092717e-05,400,8.218550260795487,0.0044163522656048655,2.167909215865268e-07
pairing,27,anderson,0.9375035519102162,1.6574993565321774,-0.6609031523621416,-0.6609090396510395,3.346021496493902e-06,2.476852997415277e-07,7.982514579219299e-05,16,1.2317968867137097e-10,1.1924067381157181e-06,6.352799265184286e-05,400,8.486082439952426,0.004416347063317826,2.1819993636940921e-07
pairing,28,anderson,0.9375035782655903,1.6574993565321774,-0.6609031079824735,-0.6609090389553869,3.357892356255359e-06,2.5029256903218514e-07,4.5815241887058236e-05,16,1.7550974007463083e-09,1.1924079002729624e-06,6.352776535891237e-05,400,8.754126782218615,0.004416352754823756,2.2023165188769862e-07
pairing,29,anderson,0.9375035355914925,1.6574993565321774,-0.6609031800221855,-0.6609090402628094,3.5056325830482403e-06,2.5860294353054897e-07,0.00011667613671783588,16,7.086100595188327e-10,1.192408083031362e-06,6.352788858412175e-05,400,9.021522055334515,0.004416341403188577,2.1979172174238606e-07
pairing,30,anderson,0.9375035774912596,1.6574993565321774,-0.6609031092132265,-0.6609090389026874,3.477957007033771e-06,2.5584355206847813e-07,3.625814451415885e-05,16,3.4340814636379946e-09,1.1924076916247739e-06,6.352770547366193e-05,400,9.289083094199498,0.004416352754361165,2.2269658470516207e-07
pairing,31,anderson,0.9375035259419349,1.6574993565321774,-0.6609031962530831,-0.660909040499571,3.550345428516824e-06,2.655615370197352e-07,0.0006005106835019557,16,2.8910562832606956e-10,1.1924103035143936e-06,6.352779280489918e-05,400,9.557113422287834,0.004416341464398619,2.236976935219384e-07
pairing,32,anderson,0.9375035802662731,1.6574993565321774,-0.6609031045868233,-0.6609090388758668,3.5943673819005714e-06,2.70749307216666e-07,8.251860821619785e-05,16,2.1736354938184377e-09,1.1924078695575117e-06,6.35281873869489e-05,400,9.824458619819747,0.004416352645044257,2.2597406125509127e-07
legacy,1,initial,0.9374999999432804,1.6386343177665492,-0.6611735065754999,-0.6611735064825573,0.00453979304369263,0.00022199958260981506,0.00453979304369263,16,1.0656208360160235e-08,6.206543323690105e-07,0.0001493613852171808,400,0.3299197149939007,4.880361032393973e-07,0.025595497637423355
legacy,2,unmixed_probe,0.9374999999503991,1.6386343177665492,-0.6611633434716344,-0.6611633433903569,0.0025645571473713433,0.00016145509011433398,0.0025645571473713433,16,3.768263923120685e-09,6.216470638810691e-07,0.0001502447339808659,400,0.6509748069445292,2.30649133729291e-07,0.025519104986193416
legacy,3,unmixed_probe,0.9374999999379182,1.6386343177665492,-0.6611592889453034,-0.6611592888435741,0.0018524873348806376,0.00013597250751446605,0.0062423438670918254,16,1.3450971891870722e-08,6.236604786288696e-07,0.00015082521232765298,400,0.9722101055251228,1.0999234723171266e-07,0.025472574429701262
legacy,4,unmixed_probe,0.9374999999287642,1.6386343177665492,-0.6611565070975871,-0.6611565069808579,0.0014629824862900686,0.00011979069736390256,0.00636831596968619,16,2.1873518107895507e-08,6.247448149080375e-07,0.0001511446154327266,400,1.293956113325225,5.319317595184098e-08,0.025444238134151857
legacy,5,unmixed_probe,0.9374999999975483,1.6386343177665492,-0.6611547915408778,-0.6611547915368601,0.0012656355024323214,0.00010889099823642619,0.008314668087825652,8,9.956693247659132e-10,6.253979786786012e-07,0.00015126817626138404,400,1.4617571769158046,2.5828727577593707e-08,0.025426984211661254
legacy,6,unmixed_probe,0.9374999999147896,1.6386343177665492,-0.6611537086486374,-0.6611537085090089,0.0011645161893480147,0.00010112077296749178,0.012791101141309238,15,5.496758603840135e-11,6.263091031217034e-07,0.0001515756396428368,400,1.7637323425213496,1.2673010049691678e-08,0.025416509459081693
legacy,7,unmixed_probe,0.9374999998911454,1.6386343177665492,-0.6611530195504463,-0.6611530193720732,0.0011101652959426588,9.557390682901276e-05,0.021046080034753705,16,1.1497490959300194e-08,6.262086490052412e-07,0.00015180284082507852,400,2.085084536936548,6.266334600573437e-09,0.025410253289026175
legacy,8,unmixed_probe,0.9374999999507635,1.6386343177665492,-0.6611525839854218,-0.6611525839047407,0.0010791851767707951,9.189306217766244e-05,0.03498385218746484,14,7.609628482896369e-10,6.265264251787391e-07,0.00015203242046981174,400,2.3679555335972045,3.1173956394635676e-09,0.025406574420152622
legacy,9,unmixed_probe,0.9374999999857699,1.6386343177665492,-0.6611523032819318,-0.6611523032586132,0.0010556409053941072,8.933929784811636e-05,0.045426352995618285,14,7.822222869435791e-10,6.267882839928226e-07,0.00015217733932074303,400,2.651285196079148,1.6356377044705643e-09,0.025404543042910503
legacy,10,unmixed_probe,0.9374999999293178,1.6386343177665492,-0.6611521278571935,-0.6611521277413711,0.001036996073940015,8.709419008456059e-05,0.05656571810306665,16,8.47495584821445e-09,6.271268252005127e-07,0.00015239363913159632,400,2.9726909230152767,8.609814596738252e-10,0.02540350894124092
legacy,11,unmixed_probe,0.9374999999522855,1.6386343177665492,-0.6611520173319033,-0.6611520172537165,0.0010200119092870273,8.503188143455156e-05,0.060991178336295165,16,3.79816356144147e-09,6.268602039481435e-07,0.00015252911497640436,400,3.294607917136616,4.4209002280220715e-10,0.02540309940250814
legacy,12,unmixed_probe,0.9374999999574324,1.6386343177665492,-0.6611519494695633,-0.6611519493998108,0.0010039602148126223,8.305578385610842e-05,0.06301690008756528,11,1.1868905858136714e-10,6.2678316649388e-07,0.00015268137523461527,400,3.5205775052309036,2.2730228126316433e-10,0.025403076669019205
legacy,13,unmixed_probe,0.937499999952645,1.6386343177665492,-0.6611519095181216,-0.6611519094405243,0.0009894968261725465,8.118654847474085e-05,0.06804993962704889,15,5.938431968388613e-10,6.267252445385737e-07,0.00015288076900867096,400,3.8230891633033752,1.1725962543979645e-10,0.025403286656305847
legacy,14,unmixed_probe,0.937499999948781,1.6386343177665492,-0.6611518872430693,-0.6611518871591402,0.0009749416363573869,7.934591930298685e-05,0.06584223860950672,16,1.868272647698177e-09,6.267290347611143e-07,0.00015308185885388502,400,4.144756680263414,6.10477273743442e-11,0.02540363155644597
legacy,15,unmixed_probe,0.9374999999399732,1.6386343177665492,-0.6611518771676542,-0.6611518770692925,0.0009612537240625851,7.762282521197862e-05,0.06807948754080383,13,2.086153472191654e-11,6.263694868894451e-07,0.00015326987266735105,400,4.409087401098676,2.9548566225860615e-10,0.0254040468636202
legacy,16,unmixed_probe,0.93749999993955,1.6386343177665492,-0.6611518727968774,-0.6611518726978219,0.0009465288420310834,7.585981694246957e-05,0.061507221800068575,16,6.496236437669722e-09,6.264385888571181e-07,0.00015338695106659322,400,4.731035371091631,3.2278896500797383e-10,0.02540451166342226
legacy,17,unmixed_probe,0.9374999999540531,1.6386343177665492,-0.6611518739046944,-0.6611518738294042,0.0009334298937715581,7.419814823900542e-05,0.06709137521684697,13,8.995471034722868e-10,6.265240965745784e-07,0.00015370801077095958,400,4.995223755306668,1.6807876056648374e-10,0.025404990516654558
legacy,18,unmixed_probe,0.9374999999204287,1.6386343177665492,-0.6611518756803464,-0.6611518755499579,0.0009203507120354318,7.252827249175971e-05,0.06536628797387241,16,1.212822553497972e-08,6.262286100886507e-07,0.00015369514684301577,400,5.316970488097932,1.2508818610579126e-10,0.025405491789724816
legacy,19,unmixed_probe,0.937499999968821,1.6386343177665492,-0.6611518805106453,-0.6611518804595541,0.0009076818163815561,7.091097430381166e-05,0.06563032513419768,14,5.343281372915953e-12,6.264030328414266e-07,0.00015383328952407114,400,5.6002969319952856,1.0916771071051491e-10,0.025405989442328348
legacy,20,unmixed_probe,0.9374999999622579,1.6386343177665492,-0.6611518854154832,-0.6611518853536378,0.0008953100145593917,6.933138374548391e-05,0.06532839104292547,15,1.6694912119419314e-10,6.262201077015935e-07,0.00015404514528882563,400,5.902996010912789,1.36156748833134e-10,0.025406490798691818
legacy,21,unmixed_probe,0.9374999999363623,1.6386343177665492,-0.6611518946027177,-0.6611518944984395,0.0008827330340418153,6.778866345931661e-05,0.06256830801998493,16,7.347182418016018e-09,6.264063907914706e-07,0.0001541088819700614,400,6.223965118130048,1.2517126790807322e-10,0.025406969855493677
legacy,22,linear,0.937499999949164,1.6386343177665492,-0.6611518982901742,-0.6611518982068729,0.0008764512794698298,6.703619365900715e-05,0.12292781443031478,12,6.91045443090843e-10,6.26230502874078e-07,0.0001542085109254859,400,6.46827338622676,1.252417059718864e-10,0.02540719941700272
legacy,23,anderson,0.937499999928238,1.6386343177665492,-0.6611519355703597,-0.6611519354527677,0.0008327608319613621,6.164386549916312e-05,0.016391553020383053,12,1.8570744941825978e-10,6.261528640258845e-07,0.00015472659349959284,400,6.712864730159442,2.005127434980982e-10,0.02540900557456554
legacy,24,anderson,0.9374999999868346,1.6386343177665492,-0.6611532363071139,-0.6611532362855408,0.0009389077440011507,8.351284900409879e-05,0.0009389077440011507,10,1.227249413204845e-10,6.221776682211173e-07,0.00015884046585547192,400,6.918023866282569,5.358687347457414e-10,0.025435840927205328
legacy,25,anderson,0.9374999999335112,1.6386343177665492,-0.6611532389066073,-0.6611532387976561,0.000940288686929833,8.359204413919876e-05,inf,15,3.0883029467076994e-10,6.221993136659631e-07,0.00015903154327178367,400,7.218244379891289,5.359692992288726e-10,0.025435863609462792
legacy,26,anderson,0.9374999999058172,1.6386343177665492,-0.6611532381011286,-0.6611532379467973,0.0009402838213209888,8.358897002219961e-05,179.711839638168,16,1.3429485079541337e-08,6.223889300920037e-07,0.0001586914231254447,400,7.537997468776173,5.342263507136896e-10,0.025435865598456935
legacy,27,anderson,0.9374999999333858,1.6386343177665492,-0.6611532384082005,-0.6611532382990445,0.0009403590974034039,8.360523848585568e-05,inf,16,1.5282353160728235e-09,6.222241655015664e-07,0.00015881763511409812,400,7.8578528492980535,5.352490017854817e-10,0.025435863449533715
legacy,28,anderson,0.9374999999053882,1.6386343177665492,-0.6611530687366978,-0.6611530685816633,0.0008457169812555008,7.8184633287081e-05,0.008019358913421993,16,1.3473595572577324e-08,6.226488040163802e-07,0.00015861011490086793,400,8.177791120409966,5.138504533588394e-10,0.02543303254964546
legacy,29,anderson,0.937499999929816,1.6386343177665492,-0.661153017762736,-0.66115301764773,0.000744903042088527,7.01456189379189e-05,0.005930571622948419,16,2.305000634805765e-10,6.226457011005297e-07,0.0001588009893644321,400,8.497995992369122,5.349624743858134e-10,0.02543313779790518
legacy,30,anderson,0.9374999999574005,1.6386343177665492,-0.6611525260157946,-0.6611525259459894,0.0005204958642730179,5.051002442722037e-05,0.0005204958642730179,16,9.089262675843202e-10,6.226728418670969e-07,0.00015878443826175287,400,8.81820219013426,6.684185287428304e-10,0.02542726463237904
legacy,31,anderson,0.9374999999970888,1.6386343177665492,-0.6611524535688956,-0.6611524535641256,0.0005104783166372407,4.877917652405372e-05,0.02273733536248871,9,4.0171244108933024e-10,6.222944585506667e-07,0.00015892955897125766,400,9.00482635213269,4.684725639223963e-10,0.02542687891152677
legacy,32,anderson,0.9374999999645695,1.6386343177665492,-0.6611522829269442,-0.6611522828688863,0.0004968144986540002,4.5175081315947194e-05,0.014195058497137947,14,8.049028110690415e-11,6.220185976497749e-07,0.00015927056026672544,400,9.286252494653066,2.588867657540044e-10,0.025425270907364517
legacy,33,anderson,0.9374999999236253,1.6386343177665492,-0.6611520958093303,-0.6611520956841803,0.0004812964109263562,4.330733675037175e-05,0.013012264692008073,16,7.190692485892214e-11,6.218394839384393e-07,0.00015933087113882908,400,9.605796405739255,3.151914492911249e-10,0.025422921336618446
legacy,34,anderson,0.9374999999906714,1.6386343177665492,-0.6611519020488402,-0.6611519020335538,0.00045203999905560544,4.0815149164931744e-05,0.006559947655347863,16,7.679545888095163e-11,6.22161107296545e-07,0.00015936049082388337,400,9.925735013749865,8.080094175495397e-10,0.025419391700295203
legacy,35,anderson,0.9374999999766398,1.6386343177665492,-0.6611517529237418,-0.661151752885463,0.00039258715648850565,3.57620235812775e-05,0.002277633050539345,16,1.2323198461672291e-08,6.225175638520277e-07,0.0001592488139282455,400,10.245084561506907,1.4321858735492548e-09,0.025414398100660113
legacy,36,anderson,0.9374999999503896,1.6386343177665492,-0.6611519689792933,-0.6611519688980001,0.00037929178836471956,3.6421064444855725e-05,0.00037929178836471956,16,4.525929853116395e-09,6.220163852396782e-07,0.0001593016100894852,400,10.564439484013452,1.5923785084793178e-09,0.025416023406300826
legacy,37,anderson,0.9374999999590972,1.6386343177665492,-0.6611519161839166,-0.6611519161168917,0.00035573331987532415,3.119893873199933e-05,0.004826946728811956,11,6.508571459562518e-11,6.219878387363057e-07,0.00015935802022025986,400,10.789013896518284,1.487243425145458e-09,0.025415370716072826
legacy,38,anderson,0.9374999999848236,1.6386343177665492,-0.6611520602955635,-0.6611520602706947,0.000311008838230986,2.744510802108e-05,0.00206341303164146,11,8.380993676837534e-10,6.214182811971311e-07,0.0001594915040414551,400,11.013446261485418,9.080100369072315e-10,0.02541674370549624
legacy,39,anderson,0.9374999999955078,1.6386343177665492,-0.661152383789354,-0.6611523837819926,0.0002813802055151938,2.593799322651684e-05,0.002005411001440715,11,4.3991121856379323e-10,6.208710799409122e-07,0.00015966151375681206,400,11.237747575905589,2.4877052271881286e-10,0.02542049012469938
legacy,40,anderson,0.9374999999678095,1.6386343177665492,-0.6611524001906175,-0.6611524001378691,0.0002490054339281754,2.5886807700790503e-05,0.0002490054339281754,12,4.299249667383265e-08,6.205819982071772e-07,0.00015975883436774408,400,11.480986035664877,6.031834485131749e-10,0.02541901573824088
